address_string,n,coords,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"3400 PARK AVENUE, KANSAS CITY, MO, 64127",4,,39.06445,-94.556863,0.9,rooftop,3400,"Park Ave","Kansas City",MO,"Jackson County",64109,US,Jackson
"3400 PARK AVENUE, KANSAS CITY, MO, 64130",4,,39.06445,-94.556863,0.9,rooftop,3400,"Park Ave","Kansas City",MO,"Jackson County",64109,US,Jackson
"3400 SOUTH BENTON AVENUE, KANSAS CITY, MO, 64130",4,,39.064241,-94.549908,0.9,rooftop,3400,"S Benton Ave","Kansas City",MO,"Jackson County",64128,US,Jackson
"3500 E 114 TERRACE, KANSAS CITY, MO, 64134",4,,38.91834,-94.549555,0.9,rooftop,3500,"E 114th Ter","Kansas City",MO,"Jackson County",64137,US,Jackson
"35TH STREET & BENTON, KANSAS CITY, MO, 64127",4,,39.062517,-94.549751,0.7,intersection,,"E 35th St","Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"3600 BLUE RIDGE COURT, KANSAS CITY, MO, 64135",4,,39.05702,-94.458408,0.5,rooftop,3600,"Blue Ridge Blvd",Independence,MO,"Jackson County",64052,US,Jackson
"3600 STATE LINE ROAD, KANSAS CITY, MO, 64111",4,,39.062096,-94.607086,0.7,nearest_rooftop_match,3601,"State Line Rd","Kansas City",MO,"Jackson County",64111,US,Jackson
"3700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64040",4,,39.030051,-94.566918,0.9,rooftop,3700,"Broadway Blvd","Kansas City",MO,"Jackson County",64110,US,"City of Kansas City"
"3700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64124",4,,39.030051,-94.566918,0.9,rooftop,3700,"Broadway Blvd","Kansas City",MO,"Jackson County",64110,US,"City of Kansas City"
"3700 S EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64124",4,,39.039262,-94.541307,0.5,nearest_rooftop_match,3706,"Emanuel Cleaver Ii Blvd","Kansas City",MO,"Jackson County",64130,US,"City of Kansas City"
"3800 CHELSEA AVENUE, KANSAS CITY, MO, 64129",4,,39.057055,-94.523866,0.9,range_interpolation,3800,"Chelsea Ave","Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"3800 N CHERRY LN, KANSAS CITY, MO, 64118",4,,39.16397,-94.573477,0.9,rooftop,3800,"N Cherry Ln","Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"3800 PARK AVENUE, KANSAS CITY, MO, 64124",4,,39.057285,-94.556885,0.8,range_interpolation,3800,"S Park Ave","Kansas City",MO,"Jackson County",64109,US,"TIGER/Line® dataset from the US Census Bureau"
"3800 PARK AVENUE, KANSAS CITY, MO, 64130",4,,39.057285,-94.556885,0.8,range_interpolation,3800,"S Park Ave","Kansas City",MO,"Jackson County",64109,US,"TIGER/Line® dataset from the US Census Bureau"
"3800 STATE LINE ROAD, KANSAS CITY, MO, 64111",4,,39.058481,-94.607099,0.7,nearest_rooftop_match,3811,"State Line Rd","Kansas City",MO,"Jackson County",64111,US,Jackson
"3900 N RANDOLPH ROAD, KANSAS CITY, MO, 64161",4,,39.164717,-94.494188,1,range_interpolation,3900,"N Randolph Rd","Kansas City",MO,"Clay County",64161,US,"TIGER/Line® dataset from the US Census Bureau"
"3900 PARK AVENUE, KANSAS CITY, MO, 64109",4,,39.055458,-94.557331,1,rooftop,3900,"Park Ave","Kansas City",MO,"Jackson County",64109,US,"City of Kansas City"
"3900 SOUTH BENTON AVENUE, KANSAS CITY, MO, 64128",4,,39.055163,-94.550145,0.5,range_interpolation,3900,"S Benton St","Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"3900 STATE LINE ROAD, KANSAS CITY, MO, 64111",4,,39.057707,-94.60694,0.7,nearest_rooftop_match,3895,"State Line Rd","Kansas City",MO,"Jackson County",64111,US,"City of Kansas City"
"400 E BANNISTER ROAD, KANSAS CITY, MO, 64132",4,,38.956193,-94.585658,0.9,rooftop,400,"E Bannister Rd","Kansas City",MO,"Jackson County",64114,US,"City of Kansas City"
"400 NE BARRY ROAD, KANSAS CITY, MO, 64118",4,,39.246304,-94.585055,0.9,range_interpolation,400,"State Hwy 152","Kansas City",MO,"Clay County",64155,US,"TIGER/Line® dataset from the US Census Bureau"
"4000 BLUE RIDGE COURT, KANSAS CITY, MO, 64128",4,,39.048518,-94.476607,0.8,rooftop,4000,"Blue Ridge Ctof","Kansas City",MO,"Jackson County",64129,US,"City of Kansas City"
"4000 NORTON AVENUE, KANSAS CITY, MO, 64127",4,,39.052936,-94.536575,0.9,rooftop,4000,"Norton Ave","Kansas City",MO,"Jackson County",64130,US,Jackson
"4000 STATE LINE ROAD, KANSAS CITY, MO, 64111",4,,39.055248,-94.607104,0.7,nearest_rooftop_match,4001,"State Line Rd","Kansas City",MO,"Jackson County",64111,US,Jackson
"4100 NW 79 TERRACE, KANSAS CITY, MO, 64118",4,,39.238983,-94.628482,0.9,rooftop,4100,"NW 79th Ter","Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"413943 PO BOX 1409, JEFFERSON CIT, MO, 65102",4,,38.530921,-92.249342,0.33,place,,,"Jefferson City",MO,"Cole County",65102,US,"TIGER/Line® dataset from the US Census Bureau"
"4200 N LOCUST STREET, KANSAS CITY, MO, 64118",4,,39.171195,-94.575344,0.9,rooftop,4200,"N Locust St","Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"4200 N NEWTON AVENUE, KANSAS CITY, MO, 64119",4,,39.17097,-94.501822,0.7,nearest_rooftop_match,4250,"N Newton Ave","Kansas City",MO,"Clay County",64117,US,"City of Kansas City"
"4200 SOUTH BENTON AVENUE, KANSAS CITY, MO, 64128",4,,39.0498,-94.550662,0.9,rooftop,4200,"S Benton Ave","Kansas City",MO,"Jackson County",64130,US,Jackson
"4200 STREET JOHN AVENUE, KANSAS CITY, MO, 64124",4,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"435 HIGHWAY and STADIUM DR, KANSAS CITY, MO, 64133",4,,39.110223,-94.607153,0.6,nearest_rooftop_match,410,"State St","Kansas City",MO,"Jackson County",64105,US,"City of Kansas City"
"4400 BROADWAY, KANSAS CITY, MO, 64112",4,,39.039024,-94.589488,1,rooftop,4400,"Broadway Blvd","Kansas City",MO,"Jackson County",64112,US,"City of Kansas City"
"4400 N INDIANA AVENUE, KANSAS CITY, MO, 64119",4,,39.173923,-94.540399,0.9,rooftop,4400,"N Indiana Ave","Kansas City",MO,"Clay County",64117,US,"City of Kansas City"
"4400 N TRACY AVENUE, KANSAS CITY, MO, 64118",4,,39.174649,-94.564945,0.9,range_interpolation,4400,"N Tracy Ave","Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau"
"4400 N WINN ROAD, KANSAS CITY, MO, 64116",4,,39.17383,-94.531683,0.7,range_interpolation,4400,"NE Winn Rd","Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"4500 COLONIAL TERRACE, KANSAS CITY, MO, 64133",4,,39.039603,-94.485431,0.6,nearest_rooftop_match,4541,"Colonial Ter","Kansas City",MO,"Jackson County",64129,US,Jackson
"4700 NE 67 STREET, KANSAS CITY, MO, 64118",4,,39.215071,-94.523417,0.8,rooftop,4700,"NE 67th St","Kansas City",MO,"Clay County",64119,US,"City of Kansas City"
"4800 BLUE RIDGE COURT, KANSAS CITY, MO, 64130",4,,39.035107,-94.529215,1,range_interpolation,4800,"State Hwy 350","Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"4800 N BENNINGTON AVENUE, KANSAS CITY, MO, 64117",4,,39.180891,-94.503067,0.9,rooftop,4800,"N Bennington Ave","Kansas City",MO,"Clay County",64119,US,"City of Kansas City"
"4800 NE SHADY LN, KANSAS CITY, MO, 64119",4,,39.205039,-94.523212,1,rooftop,4800,"NE Shady Ln","Kansas City",MO,"Clay County",64119,US,"City of Kansas City"
"4900 NE DAVIDSON ROAD, KANSAS CITY, MO, 64116",4,,39.18307,-94.566364,0.7,nearest_rooftop_match,4902,"NE Davidson Rd","Kansas City",MO,"Clay County",64118,US,"City of Kansas City"
"4900 STATE LINE ROAD, KANSAS CITY, MO, 64112",4,,39.03934,-94.607727,0.8,nearest_rooftop_match,4906,"State Line Rd","Kansas City",MO,,64112,US,"City of Olathe"
"4900 WARD PK N, KANSAS CITY, MO, 64112",4,,39.037651,-94.598871,0.6,street_center,,"Us Hwy 56","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"500 MAPLE STREET, LEAVENWORTH, MO, 64106",4,,38.965957,-94.26359,0.3,rooftop,500,"SE Maple Dr","Blue Springs",MO,"Jackson County",64014,US,Jackson
"500 NE BARRY ROAD, KANSAS CITY, MO, 64119",4,,39.248618,-94.572868,0.9,rooftop,500,"NE Barry Rd","Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"500 NW 110 TERRACE, KANSAS CITY, MO, 64155",4,,38.927586,-94.58656,0.7,rooftop,500,"E 110th Ter","Kansas City",MO,"Jackson County",64131,US,Jackson
"5000 N OAK TRAFFICWAY, KANSAS CITY, MO, 64116",4,,39.183872,-94.578604,0.9,rooftop,5000,"N Oak Trfy","Kansas City",MO,"Clay County",64118,US,"City of Kansas City"
"5100 BLUE RIDGE COURT, KANSAS CITY, MO, 64130",4,,39.034849,-94.525863,0.4,rooftop,5100,"Blue Pkwy","Kansas City",MO,"Jackson County",64130,US,Jackson
"5100 STATE LINE ROAD, KANSAS CITY, MO, 64112",4,,39.036074,-94.608976,1,rooftop,5100,"State Line Rd","Kansas City",MO,,64112,US,"City of Olathe"
"54 and NORTON, KANSAS CITY, MO, 64132",4,,39.378207,-94.794058,0.5,street_center,,"Andy St","Platte City",MO,"Platte County",64079,US,"TIGER/Line® dataset from the US Census Bureau"
"5500 E 19TH TER, KANSAS CITY, MO, 64127",4,,39.088755,-94.538349,0.2,street_center,,"E 19th St","Kansas City",MO,"Jackson County",64127,US,"TIGER/Line® dataset from the US Census Bureau"
"5600 E TRUMAN ROAD, KANSAS CITY, MO, 64126",4,,39.094223,-94.516907,0.9,rooftop,5600,"E Truman Rd","Kansas City",MO,"Jackson County",64127,US,Jackson
"5800 E 23 TRFY , KC, KANSAS CITY, MO, 64126",4,,39.083268,-94.515284,0.6,range_interpolation,5800,"23rd St","Kansas City",MO,"Jackson County",64127,US,"TIGER/Line® dataset from the US Census Bureau"
"5800 STREET JOHN AVENUE, KANSAS CITY, MO, 64124",4,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"5900 NW 63 TERRACE, KANSAS CITY, MO, 64152",4,,39.20897,-94.648822,0.6,rooftop,5900,"NW 63rd Ter","Kansas City",MO,"Platte County",64152,US,"City of Kansas City"
"6 and CYPRESS AVENUE, KANSAS CITY, MO, 64124",4,,39.378207,-94.794058,0.5,street_center,,"Andy St","Platte City",MO,"Platte County",64079,US,"TIGER/Line® dataset from the US Census Bureau"
"600 BROADWAY, KANSAS CITY, MO, 64106",4,,39.106181,-94.588826,0.9,rooftop,600,"Broadway Blvd","Kansas City",MO,"Jackson County",64105,US,"City of Kansas City"
"600 E BANNISTER ROAD, KANSAS CITY, MO, 64137",4,,38.957535,-94.596886,0.7,rooftop,600,"W Bannister Rd","Kansas City",MO,"Jackson County",64114,US,"City of Kansas City"
"600 E TRUMAN ROAD, KANSAS CITY, MO, 64108",4,,39.094173,-94.422687,0.6,rooftop,600,"W Truman Rd",Independence,MO,"Jackson County",64050,US,Jackson
"6100 WARD PK N, KANSAS CITY, MO, 64112",4,,39.037651,-94.598871,0.6,street_center,,"Us Hwy 56","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"6200 BLUE PARKWAY DR, KANSAS CITY, MO, 64129",4,,39.031515,-94.511826,1,range_interpolation,6200,"State Hwy 350","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"6200 INDEPENDENCE AVENUE S, KANSAS CITY, MO, 64123",4,,39.10501,-94.509781,0.9,range_interpolation,6200,"Independence Ave","Kansas City",MO,"Jackson County",64125,US,"TIGER/Line® dataset from the US Census Bureau"
"6400 E 23 TRAFFICWAY, KANSAS CITY, MO, 64127",4,,39.084164,-94.508468,0.6,rooftop,6400,"E 23rd St","Kansas City",MO,"Jackson County",64127,US,"City of Kansas City"
"6400 E 87 STREET, KANSAS CITY, MO, 64131",4,,38.967878,-94.515677,0.9,rooftop,6400,"E 87th St","Kansas City",MO,"Jackson County",64138,US,Jackson
"6600 E 40HWY, KANSAS CITY, MO, 64129",4,,39.053047,-94.522052,1,range_interpolation,6600,"E 40th St","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"670 and 71 HIGHWAY, KANSAS CITY, MO, 64110",4,,39.224064,-94.593296,0.9,range_interpolation,670,"US 71","Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"6900 N PLATTE PURCHASE DR, KANSAS CITY, MO, 64151",4,,39.220864,-94.602514,0.8,nearest_rooftop_match,6950,"N Platte Purchase Dr","Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64108",4,,39.105341,-94.588643,0.9,rooftop,700,"Broadway Blvd","Kansas City",MO,"Jackson County",64105,US,Jackson
"7000 BLUE PARKWAY DR, KANSAS CITY, MO, 64129",4,,39.024935,-94.504375,1,range_interpolation,7000,"State Hwy 350","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"7000 N M 9 HIGHWAY, KANSAS CITY, MO, 64118",4,,39.182114,-94.664388,0.9,range_interpolation,7000,"State Hwy 9","Kansas City",MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau"
"7000 NE BARRY ROAD, KANSAS CITY, MO, 64155",4,,39.25908,-94.500558,0.9,rooftop,7000,"NE Barry Rd","Kansas City",MO,"Clay County",64156,US,"City of Kansas City"
"7100 N HARDEN AVENUE, KANSAS CITY, MO, 64151",4,,39.224783,-94.60681,0.8,nearest_rooftop_match,7150,"N Harden Ave","Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"7100 NE 116 PL, KANSAS CITY, MO, 64155",4,,39.304522,-94.495299,0.9,rooftop,7100,"NE 116th Ter","Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"7100 NE 116 PL, KANSAS CITY, MO, 64156",4,,39.304522,-94.495299,0.8,rooftop,7100,"NE 116th Ter","Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"7300 NW 87 TERRACE, KANSAS CITY, MO, 64152",4,,39.253772,-94.664058,0.9,rooftop,7300,"NW 87th Ter","Kansas City",MO,"Platte County",64153,US,"City of Kansas City"
"7315-A-B SNI-A-BAR ROAD, KANSAS CITY, MO, 64129",4,,38.932861,-94.129119,0.5,street_center,,A,"Oak Grove",MO,"Jackson County",64075,US,"TIGER/Line® dataset from the US Census Bureau"
"7500 NW 106 TERRACE, KANSAS CITY, MO, 64153",4,,39.287683,-94.663096,0.6,rooftop,7500,"NW 106th Ter","Kansas City",MO,"Platte County",64153,US,"City of Kansas City"
"7600 STATE LINE ROAD, KANSAS CITY, MO, 64114",4,,38.989575,-94.608554,0.8,nearest_rooftop_match,7624,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"76TH TERR AND WARD PARKWAY, KANSAS CITY, MO, 64114",4,,38.991521,-94.603861,0.75,intersection,,"W 76th St","Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"7700 INDEPENDENCE AVENUE, KANSAS CITY, MO, 64124",4,,39.105691,-94.53791,0.6,street_center,,"Us Hwy 24","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"7800 N OAK TRAFFICWAY, KANSAS CITY, MO, 64155",4,,39.236112,-94.576812,0.9,rooftop,7800,"N Oak Trfy","Kansas City",MO,"Clay County",64118,US,"City of Kansas City"
"7900 PASEO, KANSAS CITY, MO, 64132",4,,38.983657,-94.567241,0.9,rooftop,7900,Paseo,"Kansas City",MO,"Jackson County",64131,US,"City of Kansas City"
"800 MAIN STREET, KANSAS CITY, MO, 64106",4,,39.104349,-94.583698,0.9,rooftop,800,"Main St","Kansas City",MO,"Jackson County",64105,US,Jackson
"8000 N CHURCH ROAD, KANSAS CITY, MO, 64157",4,,39.267855,-94.472963,0.33,place,,,"Kansas City",MO,"Clay County",64157,US,"TIGER/Line® dataset from the US Census Bureau"
"8100 NW 89 TERRACE, KANSAS CITY, MO, 64154",4,,38.961966,-94.494446,0.8,rooftop,8100,"E 89th Ter","Kansas City",MO,"Jackson County",64138,US,Jackson
"8200 E 23 TRAFFICWAY E, KANSAS CITY, MO, 64127",4,,39.081888,-94.487407,0.3,nearest_rooftop_match,8210,"E 23rd St","Kansas City",MO,"Jackson County",64126,US,Jackson
"8200 N OXFORD AVENUE, KANSAS CITY, MO, 64157",4,,39.242632,-94.466159,0.6,nearest_rooftop_match,8251,"N Oxford Ave","Kansas City",MO,"Clay County",64157,US,"City of Kansas City"
"8200 PASEO, KANSAS CITY, MO, 64132",4,,38.978836,-94.567435,0.9,rooftop,8200,Paseo,"Kansas City",MO,"Jackson County",64131,US,"City of Kansas City"
"8300 N BROADWAY, KANSAS CITY, MO, 64155",4,,39.244684,-94.585107,0.9,range_interpolation,8300,"N Broadway St","Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"8400 STATE LINE ROAD, KANSAS CITY, MO, 64131",4,,38.97562,-94.608643,0.7,nearest_rooftop_match,8424,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"8500 BLUE PK E, KANSAS CITY, MO, 64138",4,,39.007185,-94.485869,0.9,rooftop,8500,"Blue Pkwy","Kansas City",MO,"Jackson County",64133,US,Jackson
"8500 N HICKORY STREET, KANSAS CITY, MO, 64118",4,,39.250572,-94.598268,0.7,nearest_rooftop_match,8550,"N Hickory St","Kansas City",MO,"Clay County",64166,US,"City of Kansas City"
"8500 N MADISON AVENUE, KANSAS CITY, MO, 64118",4,,39.249987,-94.594328,0.9,rooftop,8500,"N Madison Ave","Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"8500 STATE LINE ROAD, KANSAS CITY, MO, 64123",4,,38.974543,-94.60873,0.9,rooftop,8500,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"8500 STATE LINE ROAD, KANSAS CITY, MO, 64132",4,,38.974543,-94.60873,0.9,rooftop,8500,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"8500 STATE LINE ROAD, KANSAS CITY, MO, 64138",4,,38.974543,-94.60873,0.9,rooftop,8500,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"8600 NW PRAIRIE VIEW ROAD, KANSAS CITY, MO, 64152",4,,39.25104,-94.666295,0.9,rooftop,8600,"NW Prairie View Rd","Kansas City",MO,"Platte County",64153,US,"City of Kansas City"
"8700 ELMWOOD, KANSAS CITY, MO, 64128",4,,38.967591,-94.539195,0.9,rooftop,8700,"Elmwood Ave","Kansas City",MO,"Jackson County",64132,US,"City of Kansas City"
"8700 N AMBASSADOR DR, KANSAS CITY, MO, 64153",4,,39.251466,-94.650354,0.9,rooftop,8700,"N Ambassador Dr","Kansas City",MO,"Platte County",64154,US,"City of Kansas City"
"8738-A-B SNI-A-BAR ROAD, KANSAS CITY, MO, 64133",4,,38.932861,-94.129119,0.5,street_center,,A,"Oak Grove",MO,"Jackson County",64075,US,"TIGER/Line® dataset from the US Census Bureau"
"900 AVENIDA CESAR E. CHA, KANSAS CITY, MO, 64108",4,,39.085692,-94.595081,0.7,nearest_rooftop_match,907,"Avenida Cesar Chavez","Kansas City",MO,"Jackson County",64108,US,Jackson
"900 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64130",4,,39.041907,-94.575045,0.6,nearest_rooftop_match,902,"E Emanuel Cleaver Ii Blvd","Kansas City",MO,"Jackson County",64110,US,Jackson
"9100 E 40 TERRACE, KANSAS CITY, MO, 64128",4,,39.050479,-94.47226,0.9,range_interpolation,9100,"E 40th Ter","Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau"
"9200 E 27 STREET, KANSAS CITY, MO, 64127",4,,39.073463,-94.472189,0.9,range_interpolation,9200,"E 27th St","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"9300 N CHATHAM, KANSAS CITY, MO, 64154",4,,39.278393,-94.641184,0.33,place,,,"Kansas City",MO,"Platte County",64154,US,"TIGER/Line® dataset from the US Census Bureau"
"9300 NE MO 152 HIGHWAY, KANSAS CITY, MO, 64158",4,,39.24551,-94.46371,0.8,rooftop,9300,"NE Barry Rd","Kansas City",MO,"Clay County",64157,US,"City of Kansas City"
"9300 NEWTON, KANSAS CITY, MO, 64134",4,,38.953734,-94.511463,0.9,rooftop,9300,"Newton Dr","Kansas City",MO,"Jackson County",64138,US,"City of Kansas City"
"9300 WEST LONGVIEW PK, KANSAS CITY, MO, 64134",4,,38.954884,-94.483066,0.9,range_interpolation,9300,"W Longview Pkwy","Kansas City",MO,"Jackson County",64138,US,"TIGER/Line® dataset from the US Census Bureau"
"9600 NE PARVIN ROAD, KANSAS CITY, MO, 64116",4,,39.166884,-94.560605,0.6,street_center,,"NE Parvin Rd","Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau"
"ADMIRAL BOULEVARD and FLORA AVENUE, KANSAS CITY, MO, 64109",4,,39.105284,-94.563443,0.74,intersection,,"Admiral Blvd","Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"ADMIRAL BOULEVARD and LYDIA AVENUE, KANSAS CITY, MO, 64109",4,,39.105318,-94.56496,0.9,intersection,,"Admiral Blvd","Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"ADMIRAL BOULEVARD and PASEO, KANSAS CITY, MO, 64111",4,,39.105292,-94.563689,0.7,intersection,,"Admiral Blvd","Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"ADMIRAL BOULEVARD and VIRGINIA AVENUE, KANSAS CITY, MO, 64127",4,,39.105339,-94.565956,0.9,intersection,,"Admiral Blvd","Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"ANDERSON AVENUE and LAWNDALE AVENUE, KANSAS CITY, MO, 64124",4,,39.110519,-94.515306,0.9,intersection,,"Anderson Ave","Kansas City",MO,"Jackson County",64123,US,"TIGER/Line® dataset from the US Census Bureau"
"ANTIOCH ROAD and I 35 HIGHWAY ON RA, OVERLAND PARK, MO, 64119",4,,39.173001,-94.549013,0.67,intersection,,"N Antioch Rd","Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"ANTIOCH ROAD and I 35 HIGHWAY, OVERLAND PARK, MO, 64117",4,,39.173001,-94.549013,0.77,intersection,,"N Antioch Rd","Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"ASKEW AVENUE and STREET JOHN AVENUE, KANSAS CITY, MO, 64124",4,,39.10862,-94.538771,1,street_center,,"Askew Ave","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"AVENIDA CESAR E. CHA and JEFFERSON STREET, KANSAS CITY, MO, 64108",4,,39.083804,-94.584133,0.33,place,,,"Kansas City",MO,"Jackson County",64108,US,"TIGER/Line® dataset from the US Census Bureau"
"AVENIDA CESAR E. CHA and WASHINGTON STREET, KANSAS CITY, MO, 64106",4,,39.105054,-94.571182,1,place,,,"Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"AVENIDA CESAR E. CHA and WASHINGTON STREET, KANSAS CITY, MO, 64108",4,,39.083804,-94.584133,0.33,place,,,"Kansas City",MO,"Jackson County",64108,US,"TIGER/Line® dataset from the US Census Bureau"
"BALES AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64128",4,,39.106874,-94.540441,0.8,intersection,,"Bales Ave","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BALES AVENUE and LEXINGTON AVENUE, KANSAS CITY, MO, 64123",4,,39.110482,-94.540253,0.9,intersection,,"Bales Ave","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BELLEFONTAINE AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO,",4,,39.106153,-94.545942,1,intersection,,"Bellefontaine Ave","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BELLEFONTAINE AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64127",4,,39.106153,-94.545942,0.9,intersection,,"Bellefontaine Ave","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BELMONT BOULEVARD and STREET JOHN AVENUE, KANSAS CITY, MO, 64126",4,,39.095664,-94.509932,1,street_center,,"Belmont Blvd","Kansas City",MO,"Jackson County",64126,US,"TIGER/Line® dataset from the US Census Bureau"
"BELMONT BOULEVARD and STREET JOHN AVENUE, KANSAS CITY, MO, 64127",4,,39.114831,-94.509009,0.9,street_center,,"Belmont Blvd","Kansas City",MO,"Jackson County",64123,US,"TIGER/Line® dataset from the US Census Bureau"
"BENNINGTON AVENUE and E TRUMAN ROAD, KANSAS CITY, MO, 64127",4,,39.093717,-94.505567,0.9,intersection,,"Bennington Ave","Kansas City",MO,"Jackson County",64126,US,"TIGER/Line® dataset from the US Census Bureau"
"BENTON BOULEVARD and GARNER AVENUE, KANSAS CITY, MO, 64123",4,,39.108799,-94.544468,0.71,intersection,,"Benton Blvd","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BENTON BOULEVARD and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64127",4,,39.106088,-94.544071,0.9,intersection,,"Benton Blvd","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BENTON BOULEVARD and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64132",4,,39.106088,-94.544071,0.7,intersection,,"Benton Blvd","Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"BLUE HILLS ROAD and CITADEL DR, KANSAS CITY, MO, 64112",4,,39.016404,-94.568525,0.85,intersection,,"Blue Hills Rd","Kansas City",MO,"Jackson County",64110,US,"TIGER/Line® dataset from the US Census Bureau"
"BLUE PK W and I 435 HIGHWAY, KANSAS CITY, MO, 64133",4,,39.019666,-94.500592,0.83,intersection,,"Blue Pkwy","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"BLUE RIDGE BOULEVARD and CAMBRIDGE AVENUE, KANSAS CITY, MO, 64134",4,,38.92312,-94.509093,1,intersection,,"Blue Ridge Blvd","Kansas City",MO,"Jackson County",64134,US,"TIGER/Line® dataset from the US Census Bureau"
"BLUE RIDGE BOULEVARD and COUNTRYSHIRE LN, KANSAS CITY, MO, 64132",4,,38.985607,-94.483112,0.9,intersection,,"Blue Ridge Blvd","Kansas City",MO,"Jackson County",64138,US,"TIGER/Line® dataset from the US Census Bureau"
