address_string,n,coords
"RIVER RD / ZORN AVE, LOUISVILLE, KY, 40207",77,
"S 3RD ST, LOUISVILLE, KY, 40214",77,
"SOUTHSIDE DR / STRAWBERRY LN, LOUISVILLE, KY, 40214",77,
"W CHESTNUT ST / ROY WILKINS AVE, LOUISVILLE, KY, 40203",77,
"4900 U S HIGHWAY 42, LOUISVILLE, KY, 40222",76,
"BARDSTOWN RD / BAXTER AVE, LOUISVILLE, KY, 40204",76,
"BICKNELL AVE / HAZELWOOD AVE, LOUISVILLE, KY, 40215",76,
"DIXIE HWY / LOWER HUNTERS TRCE, LOUISVILLE, KY, 40216",76,
"E INDIAN TRL / INDIAN OAKS CIR, LOUISVILLE, KY, 40213",76,
"S 13TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",76,
"S 22ND ST / WILSON AVE, LOUISVILLE, KY, 40210",76,
"S 26TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",76,
"S 39TH ST / W BROADWAY, LOUISVILLE, KY, 40211",76,
"4200 BROWNS LN, LOUISVILLE, KY, 40220",75,
"5500 VALLEY STATION RD, LOUISVILLE, KY, 40272",75,
"BROWNSBORO RD / LINDSAY AVE, LOUISVILLE, KY, 40206",75,
"DIXIE HWY / I265, LOUISVILLE, KY, 40272",75,
"S 17TH ST / W HILL ST, LOUISVILLE, KY, 40210",75,
"S 29TH ST / W MARKET ST, LOUISVILLE, KY, 40212",75,
"2900 GOOSE CREEK RD, LOUISVILLE, KY, 40241",74,
"CAL, LOUISVILLE, KY, 40056",74,
"DIXIE HWY / HALE AVE, LOUISVILLE, KY, 40210",74,
"S 30TH ST / W BROADWAY, LOUISVILLE, KY, 40211",74,
"1400 S 15TH ST, LOUISVILLE, KY, 40210",73,
"8700 3RD STREET RD, LOUISVILLE, KY, 40272",73,
"DR W J HODGE ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",73,
"FEGENBUSH LN / NORFOLK DR, LOUISVILLE, KY, 40228",73,
"S 20TH ST / W BROADWAY, LOUISVILLE, KY, 40203",73,
"S 2ND ST / W LIBERTY ST, LOUISVILLE, KY, 40202",73,
"S 4TH ST / W MARKET ST, LOUISVILLE, KY, 40202",73,
"S 4TH ST / YORK ST, LOUISVILLE, KY, 40203",73,
"W MUHAMMAD ALI BLVD / ROY WILKINS AVE, LOUISVILLE, KY, 40203",73,
"3000 SPRINGFIELD DR, LOUISVILLE, KY, 40214",72,
"JUNEAU DR / SHELBYVILLE RD, LOUISVILLE, KY, 40243",72,
"NATIONAL TPKE / SOUTHSIDE DR, LOUISVILLE, KY, 40214",72,
"S 22ND ST / DUMESNIL ST, LOUISVILLE, KY, 40210",72,
"S 22ND ST / W MADISON ST, LOUISVILLE, KY, 40211",72,
"S 3RD ST / W OAK ST, LOUISVILLE, KY, 40203",72,
"10200 MARY DELL LN, LOUISVILLE, KY, 40299",71,
"1600 CAYUGA ST, LOUISVILLE, KY, 40215",71,
"700 COCHRAN HILL RD, LOUISVILLE, KY, 40206",71,
"ARTHUR ST / E LEE ST, LOUISVILLE, KY, 40208",71,
"CANE RUN RD / S CRUMS LN, LOUISVILLE, KY, 40216",71,
"N BROOK ST / E MAIN ST, LOUISVILLE, KY, 40202",71,
"S 10TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",71,
"S 16TH ST / ALGONQUIN PKY, LOUISVILLE, KY, 40210",71,
"S 1ST ST / E LIBERTY ST, LOUISVILLE, KY, 40202",71,
"S 3RD ST / W WOODLAWN AVE, LOUISVILLE, KY, 40214",71,
"5400 MINOR LN, LOUISVILLE, KY, 40219",70,
"ALGONQUIN PKY / WILSON AVE, LOUISVILLE, KY, 40211",70,
"CAMP ST / S CLAY ST, LOUISVILLE, KY, 40203",70,
"MURPHY LN / WESTPORT RD, LOUISVILLE, KY, 40245",70,
"S 18TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",70,
"S 28TH ST / VIRGINIA AVE, LOUISVILLE, KY, 40211",70,
"S 28TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",70,
"S 28TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",70,
"S 32ND ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",70,
"S 4TH ST / W HILL ST, LOUISVILLE, KY, 40208",70,
"S BROOK ST / E MARKET ST, LOUISVILLE, KY, 40202",70,
"1300 BLACKBERRY DR, LOUISVILLE, KY, 40272",69,
"S 13TH ST / ALGONQUIN PKY, LOUISVILLE, KY, 40210",69,
"S 4TH ST / W GAULBERT AVE, LOUISVILLE, KY, 40208",69,
"S 4TH ST / W ST CATHERINE ST, LOUISVILLE, KY, 40203",69,
"10400 HILLPARK DR, LOUISVILLE, KY, 40229",68,
"3100 CHURCH PARK CIR, LOUISVILLE, KY, 40220",68,
"AMY AVE / W MARKET ST, LOUISVILLE, KY, 40212",68,
"DIXIE HWY / W LEE ST, LOUISVILLE, KY, 40210",68,
"E BROADWAY / S SHELBY ST, LOUISVILLE, KY, 40202",68,
"N 26TH ST / PORTLAND AVE, LOUISVILLE, KY, 40212",68,
"S 22ND ST / ST LOUIS AVE, LOUISVILLE, KY, 40210",68,
"S 24TH ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",68,
"S 2ND ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",68,
"S 32ND ST / HALE AVE, LOUISVILLE, KY, 40211",68,
"DIXIE HWY / DIXIE GARDEN DR, LOUISVILLE, KY, 40272",67,
"DIXIE HWY / STONESTREET RD, LOUISVILLE, KY, 40272",67,
"GARVIN PL / W OAK ST, LOUISVILLE, KY, 40203",67,
"N 25TH ST / SLEVIN ST, LOUISVILLE, KY, 40212",67,
"NAOMI DR / POPLAR LEVEL RD, LOUISVILLE, KY, 40219",67,
"NEWBURG RD / I264, LOUISVILLE, KY, 40218",67,
"S 15TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",67,
"S 18TH ST / CEDAR ST, LOUISVILLE, KY, 40203",67,
"S 32ND ST / VERMONT AVE, LOUISVILLE, KY, 40211",67,
"S 3RD ST / W EVELYN AVE, LOUISVILLE, KY, 40214",67,
"SENECA PARK, LOUISVILLE, KY, 40205",67,
"700 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",66,
"BEECHER ST / TAYLOR BLVD, LOUISVILLE, KY, 40215",66,
"DIXIE HWY / W KENTUCKY ST, LOUISVILLE, KY, 40210",66,
"FERN VALLEY RD / JEFFERSON BLVD, LOUISVILLE, KY, 40219",66,
"S 27TH ST / W MADISON ST, LOUISVILLE, KY, 40211",66,
"S 3RD ST / W CHESTNUT ST, LOUISVILLE, KY, 40202",66,
"THURMAN HUTCHINS PARK, LOUISVILLE, KY, 40207",66,
"7200 NIGHT ACRES LN, LOUISVILLE, KY, 40258",65,
"800 E BROADWAY, LOUISVILLE, KY, 40204",65,
"DIXIE HWY / E ORELL RD, LOUISVILLE, KY, 40272",65,
"DIXIE HWY / E PAGES LN, LOUISVILLE, KY, 40258",65,
"DR W J HODGE ST / MAPLE ST, LOUISVILLE, KY, 40210",65,
"GLENGARRY DR / NATIONAL TPKE, LOUISVILLE, KY, 40118",65,
"NEW CUT RD / I265, LOUISVILLE, KY, 40118",65,
"S 24TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",65,
"S 26TH ST / DUMESNIL ST, LOUISVILLE, KY, 40210",65,
"S 3RD ST / W SOUTHLAND BLVD, LOUISVILLE, KY, 40214",65,
"S JACKSON ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",65,
"1400 GLENGARRY DR, LOUISVILLE, KY, 40219",64,
"1500 S 15TH ST, LOUISVILLE, KY, 40210",64,
"7200 JAN PLACE ST, LOUISVILLE, KY, 40258",64,
"BARDSTOWN RD / BONNYCASTLE AVE, LOUISVILLE, KY, 40205",64,
"E INDIAN TRL / PRESTON HWY, LOUISVILLE, KY, 40213",64,
"FERN VALLEY RD / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40228",64,
"NATIONAL TPKE, LOUISVILLE, KY, 40214",64,
"S 1ST ST / E MARKET ST, LOUISVILLE, KY, 40202",64,
"S 22ND ST / W OAK ST, LOUISVILLE, KY, 40210",64,
"S 30TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",64,
"3400 PORTLAND PLZ, LOUISVILLE, KY, 40212",63,
"7300 HOME PARK DR, LOUISVILLE, KY, 40258",63,
"7TH STREET RD / ARCADE AVE, LOUISVILLE, KY, 40215",63,
"CENTRAL AVE / CRITTENDEN DR, LOUISVILLE, KY, 40209",63,
"DURRETT LN / PRESTON HWY, LOUISVILLE, KY, 40213",63,
"N 37TH ST / BANK ST, LOUISVILLE, KY, 40212",63,
"OUTER LOOP, LOUISVILLE, KY, 40219",63,
"S 11TH ST / BRASHEAR DR, LOUISVILLE, KY, 40210",63,
"S 17TH ST / GALLAGHER ST, LOUISVILLE, KY, 40210",63,
"S 1ST ST / E JACOB ST, LOUISVILLE, KY, 40202",63,
"S 2ND ST / W BRECKINRIDGE ST, LOUISVILLE, KY, 40203",63,
"S JACKSON ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",63,
"W KENWOOD DR / NEW CUT RD, LOUISVILLE, KY, 40214",63,
"1600 NORTHWESTERN PKY, LOUISVILLE, KY, 40203",62,
"400 WARNOCK ST, LOUISVILLE, KY, 40217",62,
"ALGONQUIN PKY / WINKLER AVE, LOUISVILLE, KY, 40208",62,
"BLANTON LN / DIXIE HWY, LOUISVILLE, KY, 40216",62,
"DR W J HODGE ST / W OAK ST, LOUISVILLE, KY, 40210",62,
"S 22ND ST / GRAND AVE, LOUISVILLE, KY, 40210",62,
"S 28TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40211",62,
"S 3RD ST / W LANSING AVE, LOUISVILLE, KY, 40214",62,
"S 5TH ST, LOUISVILLE, KY, 40202",62,
"S BROOK ST / E BURNETT AVE, LOUISVILLE, KY, 40208",62,
"1100 BEECHER ST, LOUISVILLE, KY, 40215",61,
"2300 LANNAN PARK RD, LOUISVILLE, KY, 40212",61,
"700 S 15TH ST, LOUISVILLE, KY, 40210",61,
"7700 ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40214",61,
"BARDSTOWN RD / I264, LOUISVILLE, KY, 40218",61,
"S 11TH ST / W HILL ST, LOUISVILLE, KY, 40210",61,
"S 32ND ST / GARLAND AVE, LOUISVILLE, KY, 40211",61,
"S 3RD ST / SOUTHERN PKY, LOUISVILLE, KY, 40214",61,
"3400 DR WILLIAM G WEATHERS DR, LOUISVILLE, KY, 40211",60,
"3700 SOUTHERN PKY, LOUISVILLE, KY, 40214",60,
"BAXTER AVE / ROGERS ST, LOUISVILLE, KY, 40204",60,
"BRIARCLIFF RD / OUTER LOOP, LOUISVILLE, KY, 40219",60,
"DIXIE HWY / GREENWOOD AVE, LOUISVILLE, KY, 40210",60,
"E MARKET ST / S PRESTON ST, LOUISVILLE, KY, 40202",60,
"EVERGREEN RD / SHELBYVILLE RD, LOUISVILLE, KY, 40243",60,
"GREENBELT HWY / GREENWOOD RD, LOUISVILLE, KY, 40258",60,
"S 15TH ST / W MARKET ST, LOUISVILLE, KY, 40203",60,
"S 17TH ST / PRENTICE ST, LOUISVILLE, KY, 40210",60,
"S 1ST ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",60,
"S 22ND ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",60,
"S 32ND ST / W MARKET ST, LOUISVILLE, KY, 40212",60,
"S 5TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",60,
"S BROOK ST / E OAK ST, LOUISVILLE, KY, 40203",60,
"S JACKSON ST / E OAK ST, LOUISVILLE, KY, 40203",60,
"W BURNETT AVE / DIXIE HWY, LOUISVILLE, KY, 40210",60,
"12400 SYCAMORE STATION PL, LOUISVILLE, KY, 40299",59,
"6800 MANSLICK RD, LOUISVILLE, KY, 40214",59,
"ALGONQUIN PKY / CYPRESS ST, LOUISVILLE, KY, 40210",59,
"MCCAWLEY RD / PRESTON HWY, LOUISVILLE, KY, 40219",59,
"NEW CUT RD / SOUTHSIDE DR, LOUISVILLE, KY, 40214",59,
"S 19TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",59,
"S 25TH ST / W MARKET ST, LOUISVILLE, KY, 40212",59,
"S 27TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40211",59,
"S 30TH ST / W MARKET ST, LOUISVILLE, KY, 40212",59,
"S 36TH ST / W BROADWAY, LOUISVILLE, KY, 40211",59,
"S 3RD ST / W KINGSTON AVE, LOUISVILLE, KY, 40214",59,
"S 40TH ST / W BROADWAY, LOUISVILLE, KY, 40211",59,
"S 6TH ST / W LIBERTY ST, LOUISVILLE, KY, 40202",59,
"3500 SHADYSIDE DR, LOUISVILLE, KY, 40211",58,
"500 WILD OAK CT, LOUISVILLE, KY, 40222",58,
"CANE RUN RD, LOUISVILLE, KY, 40216",58,
"CRUMS LN / MANSLICK RD, LOUISVILLE, KY, 40215",58,
"DIXIE HWY / GRAND AVE, LOUISVILLE, KY, 40210",58,
"E OAK ST / S SHELBY ST, LOUISVILLE, KY, 40203",58,
"E ORMSBY AVE / S SHELBY ST, LOUISVILLE, KY, 40217",58,
"GOOSE CREEK RD / WESTPORT RD, LOUISVILLE, KY, 40241",58,
"I 264 RAMP / TAYLOR BLVD, LOUISVILLE, KY, 40215",58,
"PRESTON HWY / ST RITA DR, LOUISVILLE, KY, 40219",58,
"S 28TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",58,
"S 2ND ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",58,
"S 31ST ST / W BROADWAY, LOUISVILLE, KY, 40211",58,
"S 3RD ST / W LIBERTY ST, LOUISVILLE, KY, 40202",58,
"S 4TH ST / HEYWOOD AVE, LOUISVILLE, KY, 40208",58,
"S 4TH ST / W CARDINAL BLVD, LOUISVILLE, KY, 40208",58,
"S 7TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",58,
"S BROOK ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",58,
"S CLAY ST / LAMPTON ST, LOUISVILLE, KY, 40203",58,
"TAYLOR BLVD / W WOODLAWN AVE, LOUISVILLE, KY, 40215",58,
"2400 SHERRY RD, LOUISVILLE, KY, 40217",57,
"3200 S CRUMS LN, LOUISVILLE, KY, 40216",57,
"600 S 15TH ST, LOUISVILLE, KY, 40203",57,
"6800 W PAGES LN, LOUISVILLE, KY, 40258",57,
"9000 CROWNE SPRINGS CIR, LOUISVILLE, KY, 40241",57,
"9000 PEGASUS POINTE DR, LOUISVILLE, KY, 40219",57,
"AIKEN RD / SHELBYVILLE RD, LOUISVILLE, KY, 40243",57,
"BAXTER AVE / LEXINGTON RD, LOUISVILLE, KY, 40204",57,
"CAMDEN AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",57,
"N 10TH ST / ROWAN ST, LOUISVILLE, KY, 40203",57,
"OUTER LOOP / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40219",57,
"S 11TH ST / S 7TH ST, LOUISVILLE, KY, 40208",57,
"S 26TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40211",57,
"S 2ND ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",57,
"S 3RD ST / WINKLER AVE, LOUISVILLE, KY, 40208",57,
"W CHESTNUT ST / DR W J HODGE ST, LOUISVILLE, KY, 40203",57,
"10700 FISCHER PARK DR, LOUISVILLE, KY, 40241",56,
"4900 SHASTA TRL, LOUISVILLE, KY, 40218",56,
"DIXIE HWY / W ST CATHERINE ST, LOUISVILLE, KY, 40210",56,
"E BRECKINRIDGE ST / S BROOK ST, LOUISVILLE, KY, 40203",56,
"N 26TH ST / ROWAN ST, LOUISVILLE, KY, 40212",56,
"S 17TH ST / DUMESNIL ST, LOUISVILLE, KY, 40210",56,
"S 6TH ST / W OAK ST, LOUISVILLE, KY, 40203",56,
"S CLAY ST / FINZER ST, LOUISVILLE, KY, 40203",56,
"1000 E BROADWAY, LOUISVILLE, KY, 40204",55,
"1700 STEVENS AVE, LOUISVILLE, KY, 40205",55,
"2400 PORTLAND AVE, LOUISVILLE, KY, 40212",55,
"4500 WESTPORT WOODS LN, LOUISVILLE, KY, 40245",55,
"5100 S 3RD ST, LOUISVILLE, KY, 40214",55,
"800 LYNDON LN, LOUISVILLE, KY, 40222",55,
"CECIL AVE / GARLAND AVE, LOUISVILLE, KY, 40211",55,
"GRINSTEAD DR / LEXINGTON RD, LOUISVILLE, KY, 40206",55,
"MUD LN / PRESTON HWY, LOUISVILLE, KY, 40229",55,
"S 17TH ST / W OAK ST, LOUISVILLE, KY, 40210",55,
"S 18TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",55,
"S 26TH ST / GREENWOOD AVE, LOUISVILLE, KY, 40210",55,
"S 28TH ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",55,
"S PRESTON ST / WOODBINE ST, LOUISVILLE, KY, 40208",55,
"ST ANDREWS CHURCH RD / ST ANTHONY CHURCH RD, LOUISVILLE, KY, 40214",55,
"10500 FISCHER PARK DR, LOUISVILLE, KY, 40241",54,
"1400 BECKLEY CREEK PKY, LOUISVILLE, KY, 40245",54,
"300 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40212",54,
"400 HURON AVE, LOUISVILLE, KY, 40209",54,
"4400 GILLS CT, LOUISVILLE, KY, 40219",54,
"5000 NORTON HEALTHCARE BLVD, LOUISVILLE, KY, 40241",54,
"8200 GREENWOOD RD, LOUISVILLE, KY, 40258",54,
"9300 CEDAR CENTER WAY, LOUISVILLE, KY, 40291",54,
"ASHBY LN / DIXIE HWY, LOUISVILLE, KY, 40272",54,
"DIXIE HWY / MAPLE ST, LOUISVILLE, KY, 40210",54,
"DIXIE HWY / UPPER HUNTERS TRCE, LOUISVILLE, KY, 40216",54,
"E MUHAMMAD ALI BLVD / S PRESTON ST, LOUISVILLE, KY, 40202",54,
"I65N / FERN VALLEY RD, LOUISVILLE, KY, 40213",54,
"MANSLICK CT / MARCH BLVD, LOUISVILLE, KY, 40215",54,
"N 19TH ST / ROWAN ST, LOUISVILLE, KY, 40203",54,
"S 15TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",54,
"S 17TH ST / HALE AVE, LOUISVILLE, KY, 40210",54,
"S 24TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",54,
"S 28TH ST / CEDAR ST, LOUISVILLE, KY, 40212",54,
"S CLAY ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",54,
"10100 LAURENT WAY, LOUISVILLE, KY, 40272",53,
"1500 MORTON AVE, LOUISVILLE, KY, 40204",53,
"1600 BELMAR DR, LOUISVILLE, KY, 40213",53,
"BARDSTOWN RD / BASHFORD MANOR LN, LOUISVILLE, KY, 40218",53,
"CANE RUN RD / RICHELLE DR, LOUISVILLE, KY, 40216",53,
"CITATION RD / DIXIE HWY, LOUISVILLE, KY, 40272",53,
"GREENWOOD RD / SKY BLUE AVE, LOUISVILLE, KY, 40258",53,
"LA GRANGE RD / WHIPPS MILL RD, LOUISVILLE, KY, 40223",53,
"MARRET AVE / S PRESTON ST, LOUISVILLE, KY, 40208",53,
"MINOR LN / OUTER LOOP, LOUISVILLE, KY, 40219",53,
"N 19TH ST / DUNCAN ST, LOUISVILLE, KY, 40203",53,
"N 20TH ST / BANK ST, LOUISVILLE, KY, 40203",53,
"N 20TH ST / LYTLE ST, LOUISVILLE, KY, 40203",53,
"N FLOYD ST / E MAIN ST, LOUISVILLE, KY, 40202",53,
"OAKLAWN DR / PRESTON HWY, LOUISVILLE, KY, 40219",53,
"RANGELAND RD / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40228",53,
"S 11TH ST / S 12TH ST, LOUISVILLE, KY, 40210",53,
"S 20TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",53,
"S 24TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",53,
"S 3RD ST / EASTERN PKY, LOUISVILLE, KY, 40208",53,
"S 4TH ST / INDUSTRY RD, LOUISVILLE, KY, 40208",53,
"2800 LEXINGTON RD, LOUISVILLE, KY, 40206",52,
"5500 LA FLEUR WAY, LOUISVILLE, KY, 40229",52,
"BARDSTOWN RD / HEATHER LN, LOUISVILLE, KY, 40218",52,
"BAXTER AVE / E BRECKINRIDGE ST, LOUISVILLE, KY, 40204",52,
"CHEROKEE PARK - HOGANS FOUNTAIN, LOUISVILLE, KY, 40205",52,
"E BRECKINRIDGE ST / S JACKSON ST, LOUISVILLE, KY, 40203",52,
"GRADE LN / OUTER LOOP, LOUISVILLE, KY, 40219",52,
"N 22ND ST / GRIFFITHS AVE, LOUISVILLE, KY, 40212",52,
"N 24TH ST / BANK ST, LOUISVILLE, KY, 40212",52,
"N 3RD ST / W MAIN ST, LOUISVILLE, KY, 40202",52,
"S 24TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40211",52,
"S 7TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",52,
"S CLAY ST, LOUISVILLE, KY, 40203",52,
"S HANCOCK ST / E MARKET ST, LOUISVILLE, KY, 40202",52,
"3400 TAYLORSVILLE RD, LOUISVILLE, KY, 40205",51,
"6000 MANSLICK RD, LOUISVILLE, KY, 40214",51,
"7200 HOME PARK DR, LOUISVILLE, KY, 40258",51,
"800 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",51,
"9900 OMAR KHAYYAM BLVD, LOUISVILLE, KY, 40272",51,
"BROWNSBORO RD / MELLWOOD AVE, LOUISVILLE, KY, 40206",51,
"CANE RUN RD / RALPH AVE, LOUISVILLE, KY, 40216",51,
"CRITTENDEN DR / EASTERN PKY, LOUISVILLE, KY, 40217",51,
"DIXIE HWY / PRENTICE ST, LOUISVILLE, KY, 40210",51,
"EVERGREEN RD, LOUISVILLE, KY, 40243",51,
"GOLDSMITH LN / PEABODY LN, LOUISVILLE, KY, 40218",51,
"GREENBELT HWY / LOWER RIVER RD, LOUISVILLE, KY, 40272",51,
"HEMLOCK ST / SOUTHERN AVE, LOUISVILLE, KY, 40211",51,
"S 10TH ST / W HILL ST, LOUISVILLE, KY, 40210",51,
"S 15TH ST / WILSON AVE, LOUISVILLE, KY, 40210",51,
"S 19TH ST / W MADISON ST, LOUISVILLE, KY, 40203",51,
"S 22ND ST / MAGAZINE ST, LOUISVILLE, KY, 40211",51,
"S 34TH ST / W BROADWAY, LOUISVILLE, KY, 40211",51,
"S 35TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",51,
"S 4TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",51,
"S 5TH ST / W MARKET ST, LOUISVILLE, KY, 40202",51,
"S 8TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",51,
"W HILL ST / MCCLOSKEY AVE, LOUISVILLE, KY, 40210",51,
"WESTPORT RD / I265, LOUISVILLE, KY, 40241",51,
"1000 LIBERTY CT, LOUISVILLE, KY, 40203",50,
"300 S 11TH ST, LOUISVILLE, KY, 40203",50,
"4600 S HURSTBOURNE PKY, LOUISVILLE, KY, 40299",50,
"7TH STREET RD / CENTRAL AVE, LOUISVILLE, KY, 40208",50,
"BETHANY LN / DIXIE HWY, LOUISVILLE, KY, 40272",50,
"BISHOP LN / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",50,
"CANE RUN RD / LEES LN, LOUISVILLE, KY, 40216",50,
"CONN ST / GEORGETOWN CIR, LOUISVILLE, KY, 40215",50,
"DIXIE HWY, LOUISVILLE, KY, 40272",50,
"FERN CREEK PARK, LOUISVILLE, KY, 40291",50,
"HIKES LN / KLONDIKE LN, LOUISVILLE, KY, 40220",50,
"I 65 RAMP / I 65 RAMP, LOUISVILLE, KY, 40213",50,
"LOUISVILLE EXTREME PARK, LOUISVILLE, KY, 40202",50,
"M ST / RODMAN ST, LOUISVILLE, KY, 40208",50,
"N 34TH ST / BANK ST, LOUISVILLE, KY, 40212",50,
"S 16TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",50,
"S 17TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",50,
"S 37TH ST / W BROADWAY, LOUISVILLE, KY, 40211",50,
"S 41ST ST / VERMONT AVE, LOUISVILLE, KY, 40211",50,
"W BROADWAY / SOUTHWESTERN PKY, LOUISVILLE, KY, 40211",50,
"2400 BRADLEY AVE, LOUISVILLE, KY, 40217",49,
"4300 TOWNE CENTER DR, LOUISVILLE, KY, 40241",49,
"5500 RIDGECREST RD, LOUISVILLE, KY, 40218",49,
"600 E LIBERTY ST, LOUISVILLE, KY, 40202",49,
"6500 SIX MILE LN, LOUISVILLE, KY, 40218",49,
"6900 SYLVANIA NO 4 RD, LOUISVILLE, KY, 40258",49,
"9000 FALCON CREST CT, LOUISVILLE, KY, 40219",49,
"9700 MASON LN, LOUISVILLE, KY, 40118",49,
"ANTLE DR / PRESTON HWY, LOUISVILLE, KY, 40229",49,
"BARDSTOWN RD, LOUISVILLE, KY, 40204",49,
"CANE RUN RD / I264, LOUISVILLE, KY, 40216",49,
"DIXIE HWY / ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40258",49,
"FOREST DR / PRESTON HWY, LOUISVILLE, KY, 40219",49,
"GARLAND AVE / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",49,
"N 6TH ST / W MAIN ST, LOUISVILLE, KY, 40202",49,
"S 13TH ST / LIBERTY CT, LOUISVILLE, KY, 40203",49,
"S 17TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",49,
"S 17TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",49,
"S 22ND ST / GARLAND AVE, LOUISVILLE, KY, 40211",49,
"S 2ND ST / W ST CATHERINE ST, LOUISVILLE, KY, 40203",49,
"S 3RD ST / W AMHERST AVE, LOUISVILLE, KY, 40214",49,
"S BROOK ST / E CHESTNUT ST, LOUISVILLE, KY, 40202",49,
"S JACKSON ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",49,
"S SHELBY ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",49,
"W BROADWAY / LINDELL AVE, LOUISVILLE, KY, 40211",49,
"1000 BEECHER ST, LOUISVILLE, KY, 40215",48,
"1100 W BROADWAY, LOUISVILLE, KY, 40203",48,
"1600 W BROADWAY, LOUISVILLE, KY, 40203",48,
"3200 KRISTIN WAY, LOUISVILLE, KY, 40216",48,
"8100 WOOD CREEK CT, LOUISVILLE, KY, 40222",48,
"BELLS LN / CANE RUN RD, LOUISVILLE, KY, 40211",48,
"BLAIRWOOD RD / S HURSTBOURNE PKY, LOUISVILLE, KY, 40222",48,
"BUECHEL PARK, LOUISVILLE, KY, 40218",48,
"DIXIE HWY / WATSON LN, LOUISVILLE, KY, 40272",48,
"E CHESTNUT ST / S JACKSON ST, LOUISVILLE, KY, 40202",48,
"OUTER LOOP / I65, LOUISVILLE, KY, 40219",48,
"QUEEN AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",48,
"S 24TH ST / W MADISON ST, LOUISVILLE, KY, 40211",48,
"S 3RD ST / GUTHRIE ST, LOUISVILLE, KY, 40202",48,
"S 42ND ST / W BROADWAY, LOUISVILLE, KY, 40211",48,
"5000 CRONIN DR, LOUISVILLE, KY, 40245",47,
"BARDSTOWN RD / LONGEST AVE, LOUISVILLE, KY, 40204",47,
"BAXTER AVE / CHRISTY AVE, LOUISVILLE, KY, 40204",47,
"CONN ST / MANSLICK RD, LOUISVILLE, KY, 40215",47,
"DIXDALE AVE / DIXIE HWY, LOUISVILLE, KY, 40210",47,
"S 22ND ST / OSAGE AVE, LOUISVILLE, KY, 40210",47,
