address_string,n,coords
"2900 S HURSTBOURNE PKY, LOUISVILLE, KY, 40220",32,
"3000 JESSIE RD, LOUISVILLE, KY, 40216",32,
"3100 POND STATION RD, LOUISVILLE, KY, 40272",32,
"400 STEEPLECREST CT, LOUISVILLE, KY, 40222",32,
"4400 NOLTEMEYER WYNDE, LOUISVILLE, KY, 40219",32,
"7000 MANSLICK RD, LOUISVILLE, KY, 40214",32,
"BEECH ST / SOUTHERN AVE, LOUISVILLE, KY, 40211",32,
"BLUE LICK RD / WHISPERING BROOK DR, LOUISVILLE, KY, 40229",32,
"BROOKLINE AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",32,
"BROWNSBORO RD / KENILWORTH RD, LOUISVILLE, KY, 40206",32,
"BURWELL AVE / CYPRESS ST, LOUISVILLE, KY, 40210",32,
"CYPRESS ST / W HILL ST, LOUISVILLE, KY, 40210",32,
"FEGENBUSH LN / S HURSTBOURNE PKY, LOUISVILLE, KY, 40225",32,
"FERN VALLEY RD / I 65 RAMP, LOUISVILLE, KY, 40213",32,
"FERN VALLEY RD / POPLAR LEVEL RD, LOUISVILLE, KY, 40228",32,
"HUNTOON AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",32,
"LIPPS LN / PRESTON HWY, LOUISVILLE, KY, 40219",32,
"N 18TH ST / DUNCAN ST, LOUISVILLE, KY, 40203",32,
"N 26TH ST / ALFORD AVE, LOUISVILLE, KY, 40212",32,
"N 26TH ST / GRIFFITHS AVE, LOUISVILLE, KY, 40212",32,
"N 33RD ST / BANK ST, LOUISVILLE, KY, 40212",32,
"NEW CUT RD / PARK RD, LOUISVILLE, KY, 40214",32,
"ROCKFORD LN / SADDLEBROOK LN, LOUISVILLE, KY, 40216",32,
"S 15TH ST / GARLAND AVE, LOUISVILLE, KY, 40210",32,
"S 19TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",32,
"S 1ST ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",32,
"S 1ST ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",32,
"S 26TH ST / HALE AVE, LOUISVILLE, KY, 40210",32,
"S 2ND ST / W BURNETT AVE, LOUISVILLE, KY, 40208",32,
"S 3RD ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",32,
"S 4TH ST / W LEE ST, LOUISVILLE, KY, 40208",32,
"S 5TH ST / WINKLER AVE, LOUISVILLE, KY, 40208",32,
"S 9TH ST / W HILL ST, LOUISVILLE, KY, 40208",32,
"VIRGINIA AVE / I264, LOUISVILLE, KY, 40211",32,
"1300 ELDERBERRY RIDGE LN, LOUISVILLE, KY, 40272",31,
"1300 S 15TH ST, LOUISVILLE, KY, 40210",31,
"15300 DIXIE HWY, LOUISVILLE, KY, 40272",31,
"4700 ARROYO TRL, LOUISVILLE, KY, 40229",31,
"4700 COMMERCE CROSSINGS DR, LOUISVILLE, KY, 40229",31,
"5200 WINDY WILLOW DR, LOUISVILLE, KY, 40241",31,
"7TH STREET RD / CENTRAL AVE, LOUISVILLE, KY, NA",31,
"7TH STREET RD / NOBEL PL, LOUISVILLE, KY, 40216",31,
"7TH STREET RD / OLEANDA AVE, LOUISVILLE, KY, 40216",31,
"ANNA LN / MANSLICK RD, LOUISVILLE, KY, 40216",31,
"ARTHUR ST / E GAULBERT AVE, LOUISVILLE, KY, 40208",31,
"BARDSTOWN RD / I265, LOUISVILLE, KY, 40291",31,
"BERNHEIM LN / DIXIE HWY, LOUISVILLE, KY, 40210",31,
"BERRY BLVD, LOUISVILLE, KY, 40215",31,
"BROWNSBORO RD / CHAMBERLAIN LN, LOUISVILLE, KY, 40059",31,
"BUNSEN PKY / S HURSTBOURNE PKY, LOUISVILLE, KY, 40220",31,
"CALDWELL ST / S JACKSON ST, LOUISVILLE, KY, 40203",31,
"CLAY AVE / PRESTON HWY, LOUISVILLE, KY, 40219",31,
"COLORADO AVE / TENNESSEE AVE, LOUISVILLE, KY, 40208",31,
"CYPRESS ST / DUMESNIL ST, LOUISVILLE, KY, 40211",31,
"DR W J HODGE ST, LOUISVILLE, KY, 40203",31,
"E JACOB ST / S PRESTON ST, LOUISVILLE, KY, 40203",31,
"FRANKFORT AVE / RIVER RD, LOUISVILLE, KY, 40206",31,
"GOSS AVE / TEXAS AVE, LOUISVILLE, KY, 40217",31,
"GREENBELT HWY / RAGGARD RD, LOUISVILLE, KY, 40216",31,
"LONE OAK AVE / OUTER LOOP, LOUISVILLE, KY, 40219",31,
"LOUIS COLEMAN JR DR / SOUTHERN AVE, LOUISVILLE, KY, 40211",31,
"N 27TH ST / BANK ST, LOUISVILLE, KY, 40212",31,
"RIVERSIDE GARDENS PARK, LOUISVILLE, KY, 40216",31,
"RIVERVIEW PARK, LOUISVILLE, KY, 40258",31,
"S 13TH ST / W MARKET ST, LOUISVILLE, KY, 40203",31,
"S 15TH ST / MAPLE ST, LOUISVILLE, KY, 40210",31,
"S 25TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",31,
"S 26TH ST / PIRTLE ST, LOUISVILLE, KY, 40212",31,
"S 34TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",31,
"S 3RD ST / W CARDINAL BLVD, LOUISVILLE, KY, 40208",31,
"S 3RD ST / W TENNY AVE, LOUISVILLE, KY, 40214",31,
"S 40TH ST / GRAND AVE, LOUISVILLE, KY, 40211",31,
"S 40TH ST / W MARKET ST, LOUISVILLE, KY, 40212",31,
"S 7TH ST, LOUISVILLE, KY, 40202",31,
"S 8TH ST / W LIBERTY ST, LOUISVILLE, KY, 40203",31,
"S HURSTBOURNE PKY / SIX MILE LN, LOUISVILLE, KY, 40220",31,
"SOUTHERN PKY / W WOODLAWN AVE, LOUISVILLE, KY, 40214",31,
"W HILL ST / WILSON AVE, LOUISVILLE, KY, 40211",31,
"W LEE ST / MCCLOSKEY AVE, LOUISVILLE, KY, 40210",31,
"1 THEATRE SQ, LOUISVILLE, KY, 40202",30,
"1000 MANOR PARK DR, LOUISVILLE, KY, 40208",30,
"1000 SOUTHACRES DR, LOUISVILLE, KY, 40219",30,
"10000 BUCKINGHAM DR, LOUISVILLE, KY, 40219",30,
"1200 S 15TH ST, LOUISVILLE, KY, 40210",30,
"1500 QUARRY ST, LOUISVILLE, KY, 40206",30,
"200 SNOW GOOSE CT, LOUISVILLE, KY, 40118",30,
"2200 DEERCROSS DR, LOUISVILLE, KY, 40220",30,
"2700 SHANNON DR, LOUISVILLE, KY, 40220",30,
"300 KENWOOD HILL RD, LOUISVILLE, KY, 40214",30,
"300 TEX AVE, LOUISVILLE, KY, 40118",30,
"4500 KENNEDY PLACE CIR, LOUISVILLE, KY, 40272",30,
"4600 GREENWOOD RD, LOUISVILLE, KY, 40258",30,
"5900 BAY HARBOR DR, LOUISVILLE, KY, 40228",30,
"6400 MCCANDLESS CIR, LOUISVILLE, KY, 40272",30,
"6500 SYLVANIA NO 6 RD, LOUISVILLE, KY, 40258",30,
"6800 BUSHNELL ST, LOUISVILLE, KY, 40219",30,
"700 PALATKA RD, LOUISVILLE, KY, 40214",30,
"7500 ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40214",30,
"BARDSTOWN RD / TAYLORSVILLE RD, LOUISVILLE, KY, 40205",30,
"BARRET AVE / WINTER AVE, LOUISVILLE, KY, 40204",30,
"BLAIRWOOD RD / S HURSTBOURNE PKY, LOUISVILLE, KY, NA",30,
"BLUEGRASS AVE / CHURCHMAN AVE, LOUISVILLE, KY, 40215",30,
"BROWNSBORO RD / HERR LN, LOUISVILLE, KY, 40222",30,
"BROWNSBORO RD / N EWING AVE, LOUISVILLE, KY, 40206",30,
"CANDLELIGHT LN / NEW CUT RD, LOUISVILLE, KY, 40214",30,
"CANE RUN RD / MILLERS LN, LOUISVILLE, KY, 40211",30,
"DES PRES PARK, LOUISVILLE, KY, 40220",30,
"DIXIE HWY / W PAGES LN, LOUISVILLE, KY, 40258",30,
"FERN VALLEY RD / I65, LOUISVILLE, KY, 40213",30,
"GOLDEN TURTLE CIR / GOLDSMITH LN, LOUISVILLE, KY, 40218",30,
"LORETTA ST / PRESTON HWY, LOUISVILLE, KY, 40213",30,
"LOUIS COLEMAN JR DR / VIRGINIA AVE, LOUISVILLE, KY, 40211",30,
"MILES LN / PRESTON HWY, LOUISVILLE, KY, 40219",30,
"N 19TH ST / LYTLE ST, LOUISVILLE, KY, 40203",30,
"PRESTON HWY / VIM DR, LOUISVILLE, KY, 40213",30,
"PRESTON HWY / VINEWOOD RD, LOUISVILLE, KY, 40219",30,
"S 17TH ST / PLYMOUTH CT, LOUISVILLE, KY, 40203",30,
"S 20TH ST / W MADISON ST, LOUISVILLE, KY, 40203",30,
"S 22ND ST / GREENWOOD AVE, LOUISVILLE, KY, 40210",30,
"S 27TH ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",30,
"S 28TH ST / WOODLAND AVE, LOUISVILLE, KY, 40211",30,
"S 2ND ST / W FLORENCE AVE, LOUISVILLE, KY, 40214",30,
"S 35TH ST / DEL PARK TER, LOUISVILLE, KY, 40211",30,
"S 39TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",30,
"S 4TH ST / W BLOOM ST, LOUISVILLE, KY, 40208",30,
"S 6TH ST / W ST CATHERINE ST, LOUISVILLE, KY, 40203",30,
"S 7TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",30,
"S CLAY ST / E OAK ST, LOUISVILLE, KY, 40203",30,
"S CLAY ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",30,
"S FLOYD ST / E JEFFERSON ST, LOUISVILLE, KY, 40202",30,
"STONESTREET RD / I265, LOUISVILLE, KY, 40272",30,
"W BROADWAY, LOUISVILLE, KY, 40203",30,
"1 W WILSHIRE BLVD, LOUISVILLE, KY, 40214",29,
"12TH STREET CONNECTOR / W CHESTNUT ST, LOUISVILLE, KY, 40203",29,
"2900 SPRINGFIELD DR, LOUISVILLE, KY, 40214",29,
"300 SOUTHWESTERN PKY, LOUISVILLE, KY, 40212",29,
"3500 CHAMBERLAIN LN, LOUISVILLE, KY, 40241",29,
"4800 WEST SIDE DR, LOUISVILLE, KY, 40219",29,
"5500 BIG BEN DR, LOUISVILLE, KY, 40291",29,
"6300 VALLEY FOREST DR, LOUISVILLE, KY, 40219",29,
"6400 CALM RIVER WAY, LOUISVILLE, KY, 40299",29,
"6600 BLUFFVIEW CIR, LOUISVILLE, KY, 40299",29,
"7300 JAN PLACE ST, LOUISVILLE, KY, 40258",29,
"ALGONQUIN PKY / COLORADO AVE, LOUISVILLE, KY, 40208",29,
"AUTUMN LAKE DR / E ORELL RD, LOUISVILLE, KY, 40272",29,
"BARDSTOWN RD / CHEROKEE PKY, LOUISVILLE, KY, 40204",29,
"BARDSTOWN RD / S WATTERSON TRL, LOUISVILLE, KY, 40291",29,
"BATES AVE / JEFFERSON BLVD, LOUISVILLE, KY, 40219",29,
"BLUEGRASS PKY / S HURSTBOURNE PKY, LOUISVILLE, KY, 40220",29,
"BUECHEL BYP / HIKES LN, LOUISVILLE, KY, 40218",29,
"CAMP ST / S SHELBY ST, LOUISVILLE, KY, 40203",29,
"CENTRAL AVE, LOUISVILLE, KY, 40209",29,
"CHEROKEE RD / HIGHLAND AVE, LOUISVILLE, KY, 40204",29,
"DIXIE HWY / KENDALL RD, LOUISVILLE, KY, 40272",29,
"E GRAY ST / S JACKSON ST, LOUISVILLE, KY, 40202",29,
"FRANKFORT AVE / POPE ST, LOUISVILLE, KY, 40206",29,
"I264E / NEWBURG RD, LOUISVILLE, KY, 40218",29,
"LARKWOOD AVE / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40212",29,
"MANSLICK RD / NICHOLS DR, LOUISVILLE, KY, 40215",29,
"NEW CUT RD / OLD NEW CUT RD, LOUISVILLE, KY, 40118",29,
"PAYNE ST / RUBEL AVE, LOUISVILLE, KY, 40204",29,
"S 16TH ST / PRENTICE ST, LOUISVILLE, KY, 40210",29,
"S 23RD ST / DUMESNIL ST, LOUISVILLE, KY, 40210",29,
"S 23RD ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",29,
"S 34TH ST / VERMONT AVE, LOUISVILLE, KY, 40211",29,
"S 35TH ST / ALGONQUIN PKY, LOUISVILLE, KY, 40211",29,
"S 36TH ST / W MARKET ST, LOUISVILLE, KY, 40212",29,
"S 41ST ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",29,
"S 6TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40202",29,
"S 6TH ST / WINKLER AVE, LOUISVILLE, KY, 40208",29,
"S 8TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",29,
"S BROOK ST / E GRAY ST, LOUISVILLE, KY, 40202",29,
"S BROOK ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",29,
"SHELBYVILLE RD / I265, LOUISVILLE, KY, 40223",29,
"W ASHLAND AVE / SOUTHERN PKY, LOUISVILLE, KY, 40214",29,
"100 W WASHINGTON ST, LOUISVILLE, KY, 40202",28,
"1000 SPRINGVIEW DR, LOUISVILLE, KY, 40219",28,
"1200 S 28TH ST, LOUISVILLE, KY, 40211",28,
"3000 ROSELAWN BLVD, LOUISVILLE, KY, 40220",28,
"3100 BROWNSBORO RD, LOUISVILLE, KY, 40206",28,
"3RD STREET RD / OUTER LOOP, LOUISVILLE, KY, 40214",28,
"3RD STREET RD, LOUISVILLE, KY, 40214",28,
"5500 LITTLERIDGE DR, LOUISVILLE, KY, 40229",28,
"6700 SYLVANIA NO 4 RD, LOUISVILLE, KY, 40258",28,
"6800 CRAWFORD CROSSING PL, LOUISVILLE, KY, 40258",28,
"6900 MANSLICK RD, LOUISVILLE, KY, 40214",28,
"7600 ASHBY LANDINGS DR, LOUISVILLE, KY, 40272",28,
"7TH STREET RD / WATHEN LN, LOUISVILLE, KY, 40215",28,
"8800 OLD IRONSIDES DR, LOUISVILLE, KY, 40228",28,
"9800 SEVILLE DR, LOUISVILLE, KY, 40272",28,
"BARDSTOWN RD / BUECHEL BANK RD, LOUISVILLE, KY, 40218",28,
"BARDSTOWN RD / CEDAR SPRINGS BLVD, LOUISVILLE, KY, 40291",28,
"BAXTER AVE / EASTERN PKY, LOUISVILLE, KY, 40204",28,
"BLAIRWOOD RD / LIBERTY BANK LN, LOUISVILLE, KY, 40222",28,
"CALDWELL ST / S SHELBY ST, LOUISVILLE, KY, 40203",28,
"EASTERN PKY / S SHELBY ST, LOUISVILLE, KY, 40217",28,
"FERN VALLEY RD / SIGNATURE DR, LOUISVILLE, KY, 40213",28,
"FERN VALLEY RD / ULRICH AVE, LOUISVILLE, KY, 40213",28,
"I264E / TAYLOR BLVD, LOUISVILLE, KY, 40215",28,
"I264W / DUMESNIL ST, LOUISVILLE, KY, 40211",28,
"I265N / I65, LOUISVILLE, KY, 40229",28,
"LACLEDE LN / PRESTON HWY, LOUISVILLE, KY, 40219",28,
"LONSDALE AVE / WOODY AVE, LOUISVILLE, KY, 40215",28,
"MELLWOOD AVE / N SPRING ST, LOUISVILLE, KY, 40206",28,
"N 24TH ST / MONTGOMERY ST, LOUISVILLE, KY, 40212",28,
"N 27TH ST / SLEVIN ST, LOUISVILLE, KY, 40212",28,
"N 29TH ST / ALFORD AVE, LOUISVILLE, KY, 40212",28,
"N 29TH ST / MONTGOMERY ST, LOUISVILLE, KY, 40212",28,
"N CLAY ST / E MAIN ST, LOUISVILLE, KY, 40202",28,
"NEWBURG RD, LOUISVILLE, KY, 40218",28,
"OUTER LOOP / SMYRNA PKY, LOUISVILLE, KY, 40228",28,
"POPLAR LEVEL RD / PRODUCE RD, LOUISVILLE, KY, 40213",28,
"S 10TH ST / LIBERTY CT, LOUISVILLE, KY, 40203",28,
"S 12TH ST / W MARKET ST, LOUISVILLE, KY, 40203",28,
"S 13TH ST / FISK CT, LOUISVILLE, KY, 40203",28,
"S 1ST ST / E CHESTNUT ST, LOUISVILLE, KY, 40202",28,
"S 20TH ST / CEDAR ST, LOUISVILLE, KY, 40203",28,
"S 22ND ST / W BURNETT AVE, LOUISVILLE, KY, 40210",28,
"S 23RD ST / W MARKET ST, LOUISVILLE, KY, 40212",28,
"S 23RD ST / WILSON AVE, LOUISVILLE, KY, 40210",28,
"S 28TH ST / CONGRESS ST, LOUISVILLE, KY, 40212",28,
"S 29TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",28,
"S 29TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",28,
"S 3RD ST / W WAMPUM AVE, LOUISVILLE, KY, 40214",28,
"S 7TH ST, LOUISVILLE, KY, 40208",28,
"S FLOYD ST / E MAGNOLIA AVE, LOUISVILLE, KY, 40208",28,
"S JACKSON ST / S PRESTON ST, LOUISVILLE, KY, 40208",28,
"W BROADWAY / ROY WILKINS AVE, LOUISVILLE, KY, 40203",28,
"W SOUTHLAND BLVD / SOUTHSIDE DR, LOUISVILLE, KY, 40214",28,
"1 KENIL CT, LOUISVILLE, KY, 40206",27,
"10300 SPRINGMERE DR, LOUISVILLE, KY, 40241",27,
"13400 VENDETTA WAY, LOUISVILLE, KY, 40245",27,
"1400 S 12TH ST, LOUISVILLE, KY, 40210",27,
"1500 GLENGARRY DR, LOUISVILLE, KY, 40219",27,
"1700 W BROADWAY, LOUISVILLE, KY, 40210",27,
"2500 TAYLORSVILLE RD, LOUISVILLE, KY, 40205",27,
"3700 TERRACE HILL DR, LOUISVILLE, KY, 40245",27,
"3800 W BROADWAY, LOUISVILLE, KY, 40211",27,
"3900 SUMMIT PLAZA DR, LOUISVILLE, KY, 40241",27,
"400 W BROADWAY, LOUISVILLE, KY, 40202",27,
"7900 GRANDMEADOW LN, LOUISVILLE, KY, 40258",27,
"ALGONQUIN PKY / RODMAN ST, LOUISVILLE, KY, 40208",27,
"AMY AVE / LARKWOOD AVE, LOUISVILLE, KY, 40212",27,
"ARLING AVE / LONSDALE AVE, LOUISVILLE, KY, 40215",27,
"ASHBY LN, LOUISVILLE, KY, 40272",27,
"BARDSTOWN RD / WROCKLAGE AVE, LOUISVILLE, KY, 40205",27,
"BEECH ST / WILSON AVE, LOUISVILLE, KY, 40211",27,
"BERRY BLVD / WHEELER AVE, LOUISVILLE, KY, 40215",27,
"BOLLING AVE / DIXIE HWY, LOUISVILLE, KY, 40210",27,
"BROWNSBORO RD / N HITE AVE, LOUISVILLE, KY, 40206",27,
"BURWELL AVE / DIXIE HWY, LOUISVILLE, KY, 40210",27,
"CANE RUN RD / GREENWOOD RD, LOUISVILLE, KY, 40258",27,
"CRITTENDEN DR / PHILLIPS LN, LOUISVILLE, KY, 40209",27,
"E BURNETT AVE / S PRESTON ST, LOUISVILLE, KY, 40208",27,
"E CHESTNUT ST / S CLAY ST, LOUISVILLE, KY, 40202",27,
"E CHESTNUT ST / S PRESTON ST, LOUISVILLE, KY, 40202",27,
"E INDIAN TRL / JEANINE DR, LOUISVILLE, KY, 40213",27,
"FINZER ST / S HANCOCK ST, LOUISVILLE, KY, 40203",27,
"FRANKFORT AVE / RESERVOIR AVE, LOUISVILLE, KY, 40206",27,
"GARVIN PL / W ST CATHERINE ST, LOUISVILLE, KY, 40203",27,
"GREENBELT HWY / TRADE PORT DR, LOUISVILLE, KY, 40258",27,
"I264E / SOUTHERN PKY, LOUISVILLE, KY, 40214",27,
"I264W / NEWBURG RD, LOUISVILLE, KY, 40218",27,
"INDIAN LAKE DR / WESTPORT RD, LOUISVILLE, KY, 40241",27,
"LAMPTON ST / S SHELBY ST, LOUISVILLE, KY, 40203",27,
"LEHIGH AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",27,
"MERIWETHER AVE / S SHELBY ST, LOUISVILLE, KY, 40217",27,
"N 1ST ST / E WITHERSPOON ST, LOUISVILLE, KY, 40202",27,
"N 25TH ST / W MAIN ST, LOUISVILLE, KY, 40212",27,
"N BECKLEY STATION RD / SHELBYVILLE RD, LOUISVILLE, KY, 40245",27,
"N BROOK ST / E WASHINGTON ST, LOUISVILLE, KY, 40202",27,
"NATIONAL TPKE / TOLLS LN, LOUISVILLE, KY, 40214",27,
"S 15TH ST / GALLAGHER ST, LOUISVILLE, KY, 40210",27,
"S 16TH ST / DUMESNIL ST, LOUISVILLE, KY, 40210",27,
"S 26TH ST / WILSON AVE, LOUISVILLE, KY, 40211",27,
"S 2ND ST / W LEE ST, LOUISVILLE, KY, 40208",27,
"S 5TH ST / M ST, LOUISVILLE, KY, 40208",27,
"S 7TH ST / W MARKET ST, LOUISVILLE, KY, 40202",27,
"S 9TH STREET RAMP / W OAK ST, LOUISVILLE, KY, 40203",27,
"S CLAY ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",27,
"S FLOYD ST / E LIBERTY ST, LOUISVILLE, KY, 40202",27,
"S HANCOCK ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",27,
"S HURSTBOURNE PKY / S WATTERSON TRL, LOUISVILLE, KY, 40291",27,
"SMYRNA PKY / THEILER LN, LOUISVILLE, KY, 40229",27,
"W CHESTNUT ST / PLACE JAUNE, LOUISVILLE, KY, 40203",27,
"100 S ARBOR PARK, LOUISVILLE, KY, 40214",26,
"11500 BARDSTOWN RD, LOUISVILLE, KY, 40291",26,
"12600 SAXONY PARK CIR, LOUISVILLE, KY, 40299",26,
"1800 GRAND RIDGE RD, LOUISVILLE, KY, 40214",26,
"200 MASONIC HOME DR, LOUISVILLE, KY, 40207",26,
"2200 JAMES PIRTLE CT, LOUISVILLE, KY, 40217",26,
"3RD STREET RD / SHOREWOOD DR, LOUISVILLE, KY, 40214",26,
"400 UNIVERSITY BLVD, LOUISVILLE, KY, 40217",26,
"4200 TAYLORSVILLE RD, LOUISVILLE, KY, 40220",26,
"4900 VALLEY STATION RD, LOUISVILLE, KY, 40272",26,
"5000 COMMERCE CROSSINGS DR, LOUISVILLE, KY, 40229",26,
"5600 BARRETT LN, LOUISVILLE, KY, 40272",26,
"5800 LIONS ARMS DR, LOUISVILLE, KY, 40216",26,
"600 CHERI WAY, LOUISVILLE, KY, 40118",26,
"6100 FERN VALLEY RD, LOUISVILLE, KY, 40228",26,
"8500 BOST LN, LOUISVILLE, KY, 40219",26,
"9000 RILEY AVE, LOUISVILLE, KY, 40242",26,
"ASHBY LN / GREENBELT HWY, LOUISVILLE, KY, 40272",26,
"BAXTER AVE / HULL ST, LOUISVILLE, KY, 40204",26,
"BERRY BLVD / CONTINENTAL PL, LOUISVILLE, KY, 40215",26,
"BRECKENRIDGE LN / LANDSIDE DR, LOUISVILLE, KY, 40220",26,
"BRIDWELL DR / CANE RUN RD, LOUISVILLE, KY, 40216",26,
"BROWNSBORO RD / COUNTRY LN, LOUISVILLE, KY, 40207",26,
"DIXIE HWY / WILART DR, LOUISVILLE, KY, 40210",26,
"DR W J HODGE ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",26,
"FRANKFORT AVE / S PETERSON AVE, LOUISVILLE, KY, 40206",26,
"FRANKFORT AVE / STORY AVE, LOUISVILLE, KY, 40206",26,
"GHEENS AVE / NEW CUT RD, LOUISVILLE, KY, 40214",26,
"HESS LN / POPLAR LEVEL RD, LOUISVILLE, KY, 40217",26,
"I265S / WESTPORT RD, LOUISVILLE, KY, 40241",26,
"I65N / I264, LOUISVILLE, KY, 40213",26,
"LONSDALE AVE / SHINGO AVE, LOUISVILLE, KY, 40215",26,
"N 32ND ST / PORTLAND AVE, LOUISVILLE, KY, 40212",26,
"N 34TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",26,
"N 34TH ST / W MAIN ST, LOUISVILLE, KY, 40212",26,
"N 35TH ST / PFLANZ AVE, LOUISVILLE, KY, 40212",26,
"N ENGLISH STATION RD / SHELBYVILLE RD, LOUISVILLE, KY, 40223",26,
"NEW CUT RD, LOUISVILLE, KY, 40214",26,
"PARK - WYANDOTTE PARK, LOUISVILLE, KY, 40215",26,
"S 17TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",26,
"S 20TH ST / W MARKET ST, LOUISVILLE, KY, 40203",26,
"S 20TH ST / WILSON AVE, LOUISVILLE, KY, 40210",26,
"S 22ND ST / CEDAR ST, LOUISVILLE, KY, 40212",26,
"S 23RD ST / STANDARD AVE, LOUISVILLE, KY, 40210",26,
"S 26TH ST / CONGRESS ST, LOUISVILLE, KY, 40212",26,
"S 28TH ST / WILSON AVE, LOUISVILLE, KY, 40211",26,
"S 38TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",26,
"S 3RD ST / GHEENS AVE, LOUISVILLE, KY, 40214",26,
"S 3RD ST / IOWA AVE, LOUISVILLE, KY, 40208",26,
"S 3RD ST / W BLOOM ST, LOUISVILLE, KY, 40208",26,
"S 43RD ST / W BROADWAY, LOUISVILLE, KY, 40211",26,
"S 44TH ST / W MARKET ST, LOUISVILLE, KY, 40212",26,
"SMYRNA PKY / I265, LOUISVILLE, KY, 40229",26,
"SOUTH CENTRAL PARK, LOUISVILLE, KY, 40208",26,
"W BRECKINRIDGE ST / DIXIE HWY, LOUISVILLE, KY, 40210",26,
"W BROADWAY / SUTCLIFFE AVE, LOUISVILLE, KY, 40211",26,
"W KENTUCKY ST / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",26,
"1 AUTOCENTER DR, LOUISVILLE, KY, 40299",25,
"10500 CEDAR CREEK RD, LOUISVILLE, KY, 40229",25,
"11400 PRESTON HWY, LOUISVILLE, KY, 40229",25,
"1700 PARKRIDGE PKY, LOUISVILLE, KY, 40214",25,
"1800 GRESHAM RD, LOUISVILLE, KY, 40205",25,
"3RD ST / I264, LOUISVILLE, KY, 40214",25,
"3RD STREET RD / CRISTLAND RD, LOUISVILLE, KY, 40214",25,
"4800 NORTON HEALTHCARE BLVD, LOUISVILLE, KY, 40241",25,
"6200 SYDNEY RENEE WAY, LOUISVILLE, KY, 40272",25,
"6500 SPENCERWOOD CT, LOUISVILLE, KY, 40229",25,
"700 SPRADLING CT, LOUISVILLE, KY, 40203",25,
"7TH STREET RD / CRUMS LN, LOUISVILLE, KY, 40216",25,
"800 E BROADWAY, LOUISVILLE, KY, 40202",25,
"800 E MAIN ST, LOUISVILLE, KY, 40206",25,
"ALETHA DR / POPLAR LEVEL RD, LOUISVILLE, KY, 40219",25,
"AUGUSTUS AVE / S PRESTON ST, LOUISVILLE, KY, 40217",25,
"BLANTON LN, LOUISVILLE, KY, 40214",25,
"BLUE LICK RD / FOREMAN LN, LOUISVILLE, KY, 40219",25,
"BRADLEY AVE / EASTERN PKY, LOUISVILLE, KY, 40217",25,
"CECIL AVE / HALE AVE, LOUISVILLE, KY, 40211",25,
"CECIL AVE / VIRGINIA AVE, LOUISVILLE, KY, 40211",25,
"CLARKS LN / POPLAR LEVEL RD, LOUISVILLE, KY, 40217",25,
"COFER AVE / DIXIE HWY, LOUISVILLE, KY, 40258",25,
"COLORADO AVE / EUCLID AVE, LOUISVILLE, KY, 40208",25,
"CONN ST / GEORGETOWN PL, LOUISVILLE, KY, 40215",25,
"CONN ST / PARTHENIA AVE, LOUISVILLE, KY, 40215",25,
"COOPER ST / LEXINGTON RD, LOUISVILLE, KY, 40204",25,
"CRAWFORD AVE / DIXIE HWY, LOUISVILLE, KY, 40258",25,
"DEL PARK TER / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",25,
"DIXIE HWY / PARALEE DR, LOUISVILLE, KY, 40258",25,
"DR W J HODGE ST / HALE AVE, LOUISVILLE, KY, 40210",25,
"E BRANDEIS AVE / S FLOYD ST, LOUISVILLE, KY, 40208",25,
"E INDIAN TRL / LEAMINGTON SPA DR, LOUISVILLE, KY, 40213",25,
"E MANSLICK RD / SMYRNA PKY, LOUISVILLE, KY, 40228",25,
"EDITH RD / MELLWOOD AVE, LOUISVILLE, KY, 40206",25,
