address_string,n,coords
"E 82 STREET and LYDIA AVENUE, KANSAS CITY, MO, 64131",4,
"E 82 TERRACE and EUCLID AVENUE, KANSAS CITY, MO, 64131",4,
"E 83 STREET and BROOKLYN AVENUE, KANSAS CITY, MO, 64131",4,
"E 83 STREET and TROOST AVENUE, KANSAS CITY, MO, 64132",4,
"E 85 STREET and PASEO, KANSAS CITY, MO, 64130",4,
"E 85 STREET and TROOST AVENUE, KANSAS CITY, MO, 64114",4,
"E 87 STREET and BLUE RIDGE BOULEVARD, KANSAS CITY, MO, 64137",4,
"E 87 STREET and HILLCREST ROAD, KANSAS CITY, MO, 64137",4,
"E 87 STREET and I 435 HIGHWAY, KANSAS CITY, MO, 64130",4,
"E 87 STREET and NEWTON AVENUE, KANSAS CITY, MO, 64134",4,
"E 89 TERRACE and HUNTER AVENUE, KANSAS CITY, MO, 64138",4,
"E 9 STREET and BALES COURT, KANSAS CITY, MO, 64109",4,
"E 9 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64106",4,
"E 91 TERRACE and STARK AVENUE, KANSAS CITY, MO, 64134",4,
"E 95 TERRACE and BELMONT AVENUE, KANSAS CITY, MO, 64134",4,
"E 97 TERRACE and WALLACE AVENUE, KANSAS CITY, MO, 64134",4,
"E ARMOUR BOULEVARD and HOLMES STREET, KANSAS CITY, MO, 64110",4,
"E ARMOUR BOULEVARD and MAIN STREET, KANSAS CITY, MO, 64130",4,
"E ARMOUR BOULEVARD and TROOST AVENUE, KANSAS CITY, MO, 64108",4,
"E ARMOUR BOULEVARD and TROOST AVENUE, KANSAS CITY, MO, 64124",4,
"E BANNISTER ROAD and US HIGHWAY 71, KANSAS CITY, MO, 64130",4,
"E BANNISTER ROAD and US HIGHWAY 71, KANSAS CITY, MO, 64134",4,
"E FRONT STREET and I 435 HIGHWAY, KANSAS CITY, MO, 64127",4,
"E GREGORY BOULEVARD and HOLMES ROAD, KANSAS CITY, MO, 64130",4,
"E GREGORY BOULEVARD and MONROE AVENUE, KANSAS CITY, MO, 64132",4,
"E GREGORY BOULEVARD and SOUTH BENTON AVENUE, KANSAS CITY, MO, 64130",4,
"E LINWOOD BOULEVARD and MAIN STREET, KANSAS CITY, MO, 64109",4,
"E LINWOOD BOULEVARD and MAIN STREET, KANSAS CITY, MO, 64120",4,
"E LINWOOD BOULEVARD and PROSPECT AVENUE, KANSAS CITY, MO, 64108",4,
"E LINWOOD BOULEVARD and PROSPECT AVENUE, KANSAS CITY, MO, 64109",4,
"E LINWOOD BOULEVARD and PROSPECT AVENUE, KANSAS CITY, MO, 64123",4,
"E LINWOOD BOULEVARD and TRACY AVENUE, KANSAS CITY, MO, 64109",4,
"E LINWOOD BOULEVARD and WAYNE AVENUE, KANSAS CITY, MO, 64130",4,
"E MEYER BOULEVARD and PASEO, KANSAS CITY, MO,",4,
"E MEYER BOULEVARD and TROOST AVENUE, KANSAS CITY, MO, 64132",4,
"E MEYER BOULEVARD SIDE STREET S and SWOPE PK, KANSAS CITY, MO, 64130",4,
"E RED BRIDGE ROAD and US HIGHWAY 71 FRONTAGE ROAD, KANSAS CITY, MO, 64134",4,
"E TRUMAN ROAD and VAN BRUNT BOULEVARD, KANSAS CITY, MO, 64127",4,
"EASTWOOD TRAFFICWAY and I 435 HIGHWAY, KANSAS CITY, MO,",4,
"EMANUEL CLEAVER II BOULEVARD and HARRISON STREET, KANSAS CITY, MO, 64110",4,
"EMANUEL CLEAVER II BOULEVARD and PASEO, KANSAS CITY, MO, 64109",4,
"EMANUEL CLEAVER II BOULEVARD and PROSPECT AVENUE, KANSAS CITY, MO, 64130",4,
"EMANUEL CLEAVER II BOULEVARD and VIRGINIA AVENUE, KANSAS CITY, MO, 64109",4,
"EMANUEL CLEAVER II BOULEVARD and WOODLAND AVENUE, KANSAS CITY, MO, 64130",4,
"FRONT STREET and I 35-29 HIGHWAY, KANSAS CITY, MO, 64108",4,
"GARFIELD AVENUE and E LINWOOD BOULEVARD, KANSAS CITY, MO, 64130",4,
"GENESSEE STREET and WESTPORT ROAD, KANSAS CITY, MO, 64111",4,
"GILLHAM ROAD and E LINWOOD BOULEVARD, KANSAS CITY, MO, 64111",4,
"GILLHAM ROAD and MCGEE TRAFFICWAY, KANSAS CITY, MO, 64106",4,
"GLADSTONE BOULEVARD and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64127",4,
"GLADSTONE BOULEVARD and N TOPPING AVENUE, KANSAS CITY, MO, 64124",4,
"GLADSTONE BOULEVARD and STREET JOHN AVENUE, KANSAS CITY, MO, 64124",4,
"GRAND BOULEVARD and E PERSHING ROAD, KANSAS CITY, MO, 64106",4,
"GREGORY TO I 435 N RA and I 435 HIGHWAY, KANSAS CITY, MO, 64127",4,
"HARDESTY AVENUE and E TRUMAN ROAD, KANSAS CITY, MO, 64123",4,
"HARDESTY AVENUE and E TRUMAN ROAD, KANSAS CITY, MO, 64126",4,
"HARDESTY AVENUE and WINNER ROAD, KANSAS CITY, MO, 64130",4,
"HEA00 OF AMERICA BRIDGE, KANSAS CITY, MO, 64116",4,
"HIGHLAND AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64106",4,
"HOLMES ROAD and E MINOR DR, KANSAS CITY, MO, 64131",4,
"HOLMES ROAD and I 435 HIGHWAY, KANSAS CITY, MO, 64131",4,
"HOLMES ROAD and I 435 HIGHWAY, KANSAS CITY, MO, 64137",4,
"I 35 HIGHWAY and I 70 HIGHWAY, KANSAS CITY, MO, 64109",4,
"I 435 HIGHWAY and E TRUMAN ROAD W, KANSAS CITY, MO, 64127",4,
"I 435 HIGHWAY and I 470 W TO I 435 W RA, KANSAS CITY, MO, 64134",4,
"I 435 HIGHWAY and I 70 HIGHWAY, KANSAS CITY, MO,",4,
"I 435 HIGHWAY and NE PARVIN ROAD, KANSAS CITY, MO, 64116",4,
"I 435 HIGHWAY and STADIUM DR, KANSAS CITY, MO, 64133",4,
"I 435 HIGHWAY and WINNER ROAD, KANSAS CITY, MO, 64125",4,
"I 470 HIGHWAY RA and RAYTOWN ROAD, KANSAS CITY, MO, 64138",4,
"I 70 HIGHWAY and MANCHESTER TO I 70 W RA, KANSAS CITY, MO, 64129",4,
"I 70 HIGHWAY and MANCHESTER TRAFFICWAY, KANSAS CITY, MO, 64133",4,
"I 70 HIGHWAY and VAN BRUNT BOULEVARD, KANSAS CITY, MO, 64127",4,
"I-435 and E 87 STREET, KANSAS CITY, MO, 64132",4,
"INDEPENDENCE AVE and PARK, KANSAS CITY, MO, 64130",4,
"INDEPENDENCE AVENUE and JACKSON AVENUE, KANSAS CITY, MO, 64123",4,
"INDEPENDENCE AVENUE and MAPLE BOULEVARD, KANSAS CITY, MO, 64123",4,
"INDEPENDENCE AVENUE and PARK AVENUE, KANSAS CITY, MO, 64109",4,
"INDEPENDENCE AVENUE and PARK AVENUE, KANSAS CITY, MO, 64127",4,
"INDEPENDENCE AVENUE and PASEO, KANSAS CITY, MO, 64108",4,
"INDEPENDENCE AVENUE and PROSPECT AVENUE, KANSAS CITY, MO, 64125",4,
"INDEPENDENCE AVENUE and PROSPECT BOULEVARD, KANSAS CITY, MO, 64108",4,
"INDEPENDENCE AVENUE and SPRUCE AVENUE, KANSAS CITY, MO, 64126",4,
"INDEPENDENCE BLVD and PARK AVE, KANSAS CITY, MO, 64126",4,
"JEFFERSON STREET and NICHOLS ROAD, KANSAS CITY, MO, 64111",4,
"LOCKRIDGE STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64127",4,
"LONGVIEW ROAD and WINCHESTER AVENUE, KANSAS CITY, MO, 64138",4,
"MAIN STREET and VOLKER BOULEVARD, KANSAS CITY, MO, 64110",4,
"MAIN STREET and WARD PK N, KANSAS CITY, MO, 64112",4,
"MERCIER STREET and WESTPORT ROAD, KANSAS CITY, MO, 64111",4,
"MILL STREET and WESTPORT ROAD, KANSAS CITY, MO, 64113",4,
"N AMBASSADOR DR W and NW TIFFANY SPRINGS PK, KANSAS CITY, MO,",4,
"N BRIGHTON AVENUE and NE M 210 HIGHWAY, KANSAS CITY, MO, 64116",4,
"N BRIGHTON AVENUE and NE MO 152 HIGHWAY, KANSAS CITY, MO,",4,
"N BRIGHTON AVENUE and NE PARVIN ROAD, KANSAS CITY, MO, 64119",4,
"N CHOUTEAU TRAFFICWAY and STILLWELL AVENUE, KANSAS CITY, MO, 64120",4,
"N ELDON AVENUE and NE M 210 HIGHWAY, KANSAS CITY, MO, 64161",4,
"N GREEN HILLS ROAD and NW OLD TIFFANY SPRINGS, KANSAS CITY, MO, 64152",4,
"N HARDESTY AVENUE and SAIDA AVENUE, KANSAS CITY, MO, 64124",4,
"NE 116TH / N SHERMAN AVENUE, KANSAS CITY, MO, 64157",4,
"NE 37 STREET and N LISTER DR, KANSAS CITY, MO, 64117",4,
"NE 38 STREET and N CHERRY LN, KANSAS CITY, MO, 64116",4,
"NE 43 STREET and N ANTIOCH ROAD, KANSAS CITY, MO, 64119",4,
"NE 47 STREET and NE NORMANDY LN, KANSAS CITY, MO, 64116",4,
"NE 51 STREET and N ANTIOCH, KANSAS CITY, MO, 64119",4,
"NE 52 STREET and N FREMONT AVENUE, KANSAS CITY, MO, 64117",4,
"NE 53 TERRACE and N PALMER AVENUE, KANSAS CITY, MO, 64119",4,
"NE 55 STREET and N SYCAMORE DR, KANSAS CITY, MO, 64117",4,
"NE 71 TERRACE and N BRIGHTON AVENUE, KANSAS CITY, MO, 64119",4,
"NE 80 TERRACE and N TULLIS AVENUE, KANSAS CITY, MO, 64157",4,
"NE 82 TERRACE and NE SHOAL CREEK PK N, KANSAS CITY, MO, 64157",4,
"NE 90 TERRACE and N OAK TRAFFICWAY W, KANSAS CITY, MO, 64155",4,
"NE BARRY ROAD and MAPLEWOODS PK, KANSAS CITY, MO, 64156",4,
"NE COMPTON AVENUE and NE VIVION ROAD, KANSAS CITY, MO, 64119",4,
"NE PARVIN ROAD and N TRACY AVENUE, KANSAS CITY, MO, 64116",4,
"NE SHOAL CREEK PK and N WOODLAND AVENUE, KANSAS CITY, MO, 64155",4,
"NW 136 STREET and N NEVADA AVENUE, KANSAS CITY, MO, 64079",4,
"NW 64 STREET and NW WAUKOMIS DR, KANSAS CITY, MO, 64154",4,
"NW 68 STREET and N US HIGHWAY 169, KANSAS CITY, MO, 64118",4,
"NW 68 STREET and NW WAUKOMIS DR, KANSAS CITY, MO, 64158",4,
"NW 77 TERRACE and N HOLLY STREET, KANSAS CITY, MO, 64118",4,
"NW BARRY ROAD and I 29 HIGHWAY, KANSAS CITY, MO, 64152",4,
"NW COOKINGHAM DR W and I 435 HIGHWAY, KANSAS CITY, MO, 64155",4,
"NW ENGLEWOOD ROAD and N US HIGHWAY 169, KANSAS CITY, MO, 64118",4,
"OAKLEY AVENUE and STREET JOHN AVENUE, KANSAS CITY, MO, 64123",4,
"PARK TOWER DR and WHEELING AVENUE, KANSAS CITY, MO, 64127",4,
"PEERY AVENUE and TOPPING AVENUE, KANSAS CITY, MO, 64123",4,
"PENNSYLVANIA AVENUE and WESTPORT ROAD, KANSAS CITY, MO, 64109",4,
"PENNSYLVANIA AVENUE and WESTPORT ROAD, KANSAS CITY, MO, 65113",4,
"ROANOKE PK and WARD PK N, KANSAS CITY, MO, 64111",4,
"RUSKIN WAY and BLUE RIDGE, KANSAS CITY, MO, 64134",4,
"S MILL STREET and SOUTHWEST BOULEVARD, KANSAS CITY, MO, 64111",4,
"S US HIGHWAY 71 RA and US HIGHWAY 71 OFF RA, KANSAS CITY, MO, 64131",4,
"STREET JOHN AVENUE and N VAN BRUNT BOULEVARD, KANSAS CITY, MO, 64124",4,
"STREET JOHN AVENUE and TOPPING AVENUE, KANSAS CITY, MO, 64127",4,
"STREET JOHN AVENUE and WABASH AVENUE, KANSAS CITY, MO, 64109",4,
"SWOPE PK and WABASH AVENUE, KANSAS CITY, MO, 64130",4,
"SWOPE PK and WOODLAND AVENUE, KANSAS CITY, MO, 64110",4,
"SWOPE PKWY and PROSPECT, KANSAS CITY, MO, 64128",4,
"W 10 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64106",4,
"W 10 STREET and WYANDOTTE STREET, KANSAS CITY, MO, 64106",4,
"W 101 TERRACE and WORNALL ROAD, KANSAS CITY, MO, 64114",4,
"W 11 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64106",4,
"W 12 STREET and I 35 HIGHWAY, KANSAS CITY, MO, 64106",4,
"W 12 STREET and JEFFERSON STREET, KANSAS CITY, MO, 64106",4,
"W 12 STREET and LIBERTY STREET, KANSAS CITY, MO, 64101",4,
"W 13 STREET and BALTIMORE AVENUE, KANSAS CITY, MO, 64106",4,
"W 13 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64106",4,
"W 13 STREET and WYANDOTTE STREET, KANSAS CITY, MO, 64106",4,
"W 14 STREET and WYANDOTTE STREET, KANSAS CITY, MO, 64109",4,
"W 16 STREET and BALTIMORE AVENUE, KANSAS CITY, MO, 64105",4,
"W 17 STREET and BALTIMORE AVENUE, KANSAS CITY, MO, 64109",4,
"W 20 STREET and JEFFERSON STREET, KANSAS CITY, MO, 64106",4,
"W 20 STREET and WEST PENNWAY, KANSAS CITY, MO, 64108",4,
"W 22 STREET and WASHINGTON, KANSAS CITY, MO, 64108",4,
"W 27 STREET and I 35 HIGHWAY, KANSAS CITY, MO, 64108",4,
"W 31 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64108",4,
"W 33 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64128",4,
"W 33 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64109",4,
"W 35 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64111",4,
"W 39 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64110",4,
"W 39 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64109",4,
"W 39 STREET and SUMMIT STREET, KANSAS CITY, MO, 64111",4,
"W 40 STREET and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64129",4,
"W 40 TERRACE and BROADWAY, KANSAS CITY, MO, 64111",4,
"W 42 STREET and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64112",4,
"W 42 TERRACE and WORNALL ROAD, KANSAS CITY, MO, 64111",4,
"W 43 STREET and WORNALL ROAD, KANSAS CITY, MO, 64112",4,
"W 44 TERRACE and SUMMIT STREET, KANSAS CITY, MO, 64111",4,
"W 47 STREET and BELLEVIEW AVENUE, KANSAS CITY, MO, 64110",4,
"W 47 STREET and J C NICHOLS PARKWAY, KANSAS CITY, MO, 64130",4,
"W 48 STREET and WARD PK N, KANSAS CITY, MO, 64112",4,
"W 5 STREET and BROADWAY, KANSAS CITY, MO, 64105",4,
"W 7 STREET and BALTIMORE AVENUE, KANSAS CITY, MO, 64106",4,
"W 85 STREET and WARD PARKWAY PL, KANSAS CITY, MO, 64134",4,
"W 85 TERRACE and BELLEVIEW AVENUE, KANSAS CITY, MO, 64114",4,
"W 9 STREET and MULBERRY STREET, KANSAS CITY, MO, 64106",4,
"WHITE AVENUE and WILSON AVENUE, KANSAS CITY, MO, 64125",4,
"100 TROOST AVE, KANSAS CITY, MO, 64109",3,
"100 W 69 STREET, KANSAS CITY, MO, 64113",3,
"1000 BROADWAY BOULEVARD, KANSAS CITY, MO, 64110",3,
"10100 N LISTER, KANSAS CITY, MO, 64157",3,
"10700 STATE LINE ROAD, KANSAS CITY, MO, 64114",3,
"10ST and KIRK STREET, KANSAS CITY, MO, 64106",3,
"1100 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64111",3,
"113TH RUSKIN WAY, KANSAS CITY, MO, 64134",3,
"1200 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64111",3,
"1400 E 8TH STREET, KANSAS CITY, MO, 64124",3,
"1500 E 97 STREET, KANSAS CITY, MO, 64134",3,
"1500 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64130",3,
"1602 and 1606 BENTON, KANSAS CITY, MO, 64128",3,
"1700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64106",3,
"1800 E 97 STREET, KANSAS CITY, MO, 64114",3,
"21500 NE ENGLEWOOD ROAD, KANSAS CITY, MO, 64118",3,
"2200 E TRUMAN ROAD, KANSAS CITY, MO, 64126",3,
"23 STREET TO I 435 N RAMP and I 435 HIGHWAY, KANSAS CITY, MO, 64124",3,
"2700 BRIGHTON AVENUE, KCMO, MO, 64127",3,
"2800 WABASH AVENUE, KCMO, MO, 64128",3,
"2900 BROADWAY BOULEVARD, KANSAS CITY, MO, 64105",3,
"3100 GILLHAM PL, KANSAS CITY, MO, 64108",3,
"3200 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64127",3,
"3400 SPRUCE AVENUE, KANSAS CITY, MO, 64130",3,
"3600 E 114 TERRACE, KANSAS CITY, MO, 64137",3,
"36TH STREET/BALTIMORE, KANSAS CITY, MO, 64111",3,
"3700 BLUE RIDGE COURT, KANSAS CITY, MO, 64128",3,
"3800 BLUE RIDGE COURT, KANSAS CITY, MO, 64130",3,
"3800 BROADWAY BOULEVARD, KANSAS CITY, MO, 64112",3,
"3800 N EWING AVENUE, KANSAS CITY, MO, 64119",3,
"3900 N KENSINGTON AVENUE, KANSAS CITY, MO, 64119",3,
"3900 N. MULLBERRY, KANSAS CITY, MO, 64116",3,
"3999 SWOPE PKWY and E MEYER DR, KANSAS CITY, MO, 64132",3,
"39TH STREET and CLEAVER II BLVD, KANSAS CITY, MO, 64127",3,
"3RD/OAK, KANSAS CITY, MO, 64106",3,
"40 HIGHWAY and MANCHESTER TFWY, KANSAS CITY, MO, 64127",3,
"40 HIGHWAY and STERLING, KANSAS CITY, MO, 64130",3,
"4000 N BELMONT AVENUE, KANSAS CITY, MO, 64119",3,
"4000 STREET JOHN AVENUE, KANSAS CITY, MO, 64124",3,
"4100 BLUE RIDGE COURT, KANSAS CITY, MO, 64127",3,
"4100 N MONROE AVENUE, KANSAS CITY, MO, 64119",3,
"4200 N CORRINGTON AVENUE, KANSAS CITY, MO, 64119",3,
"4200 N JACKSON AVENUE, KANSAS CITY, MO, 64119",3,
"4500 N OLIVE STREET, KANSAS CITY, MO, 64118",3,
"4500 N WINN ROAD, KCMO, MO, 64117",3,
"4500 SOUTH BENTON AVENUE, KANSAS CITY, MO, 64128",3,
"4600 ASKEW AVENUE, KANSAS CITY, MO, 64128",3,
"4600 NE 103 TERRACE, KANSAS CITY, MO, 64156",3,
"4700 N DAVIDSON ROAD, KANSAS CITY, MO, 64119",3,
"5300 E BANNISTER ROAD, KANSAS CITY, MO, 64134",3,
"5300 STATE LINE ROAD, KANSAS CITY, MO, 64112",3,
"5400 SWOPE PK, KANSAS CITY, MO, 64132",3,
"5700 E BANNISTER ROAD, KANSAS CITY, MO, 64134",3,
"5800 NE VIVION ROAD, KANSAS CITY, MO, 64116",3,
"61ST STREET and CLEVELAND AVE, KANSAS CITY, MO, 64130",3,
"6200 OAK STREET, KCMO, MO, 64110",3,
"6600 BLUE PARKWAY DR, KANSAS CITY, MO, 64129",3,
"6600 NW BARRY ROAD, KANSAS CITY, MO, 64152",3,
"6TH STREET/BROADWAY, KANSAS CITY, MO, 64109",3,
"7300 NW 86 TERRACE, KANSAS CITY, MO, 64152",3,
"7300 NW 87 TERRACE, KANSAS CITY, MO, 64155",3,
"7300 NW TIFFANY SPRINGS PK E, KANSAS CITY, MO, 64154",3,
"7400 STATE LINE ROAD, KANSAS CITY, MO, 64112",3,
"7600 COLLEGE AVENUE, KANSAS CITY, MO, 64130",3,
"7900 STATE LINE ROAD, KANSAS CITY, MO, 64113",3,
"7TH/CAMBRIDGE AVENUE, KANSAS CITY, MO, 64125",3,
"8300 E 23 TRAFFICWAY W, KANSAS CITY, MO, 64130",3,
"8300 N DELTA AVENUE, KANSAS CITY, MO, 64151",3,
"8300 N HIGHLAND AVENUE, KANSAS CITY, MO, 64155",3,
"8400 N OVERLAND COURT, KANSAS CITY, MO, 64151",3,
"8600 N CHURCH ROAD, KANSAS CITY, MO, 64156",3,
"8600 WINNER ROAD, KANSAS CITY, MO, 64127",3,
"87 STREET TO I 435 S RA and I 435 HIGHWAY, KANSAS CITY, MO, 64131",3,
"8900 N CRESCENT COURT, KANSAS CITY, MO, 64157",3,
"8900 NE OAKLAND, KANSAS CITY, MO, 64158",3,
"8900 NW SKYVIEW AVENUE, KANSAS CITY, MO, 64153",3,
"8TH STREET/MAIN STREET, KANSAS CITY, MO, 64106",3,
"9300 E 350 HIGHWAY, RAYTOWN, MO, 64133",3,
"9900 NE BARRY ROAD, KANSAS CITY, MO, 64119",3,
"9TH/SPRUCE, KANSAS CITY, MO, 64124",3,
"ANDERSON AVENUE and WHITE AVENUE, KANSAS CITY, MO, 64123",3,
"BALES AVENUE and LEXINGTON AVENUE, KANSAS CITY, MO, 64123",3,
"BALTIMORE AVENUE and WESTPORT ROAD, KANSAS CITY, MO, 64111",3,
"BANNISTER TO I 435 N RA and I 435 N TO BANNI, KANSAS CITY, MO, 64134",3,
"BANNISTER TO I 435 N RAMP and I 435 HIGHWAY, KANSAS CITY, MO, 64137",3,
"BEACON AVENUE and BELMONT AVENUE, KANSAS CITY, MO, 64137",3,
"BELMONT BOULEVARD and STREET JOHN AVENUE, KANSAS CITY, MO, 64124",3,
"BERNARD POWELL DR and MYRTLE AVENUE, KANSAS CITY, MO, 64127",3,
"BLUE PK E and I 435 HIGHWAY, KANSAS CITY, MO, 64133",3,
"BLUE PK E and I 435 S TO BLUE PKWY RA, KANSAS CITY, MO, 64131",3,
"BLUE PK E and NOLAND ROAD, KANSAS CITY, MO, 64139",3,
"BLUE PK W and I 435 HIGHWAY, KANSAS CITY, MO, 64129",3,
"BLUE PKWY and EASTWOOD TFWY, KANSAS CITY, MO, 64130",3,
"BLUE RIDGE BLVD RA and US HIGHWAY 71 ON RA, KANSAS CITY, MO, 64132",3,
"BOOTH AVENUE and THOMPSON AVENUE, KANSAS CITY, MO, 64123",3,
"BRUCE R WATKINS DR and EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64130",3,
"BRUCE R WATKINS DR and SWOPE PK, KANSAS CITY, MO, 64111",3,
"CHESTNUT AVENUE and E LINWOOD BOULEVARD, KANSAS CITY, MO, 64109",3,
"CHESTNUT AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64123",3,
"CLEVELAND AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64123",3,
"CYPRESS AVENUE and INDEPENDENCE AVENUE, KANSAS CITY, MO, 64127",3,
"E 10 STREET and HARRISON STREET, KANSAS CITY, MO, 64105",3,
"E 103 STREET and I 435 W TO HOLMES RA, KANSAS CITY, MO, 64131",3,
"E 104 STREET and BLUE RIDGE BOULEVARD, KANSAS CITY, MO, 64114",3,
"E 105 TERRACE and GRANDVIEW ROAD, KANSAS CITY, MO, 64137",3,
"E 108 DR and RUSKIN WAY, KANSAS CITY, MO, 64134",3,
"E 113 STREET and RUSKIN WAY, KANSAS CITY, MO, 64137",3,
"E 118 TERRACE and HOLIDAY DR, KANSAS CITY, MO,",3,
"E 12 STREET and BENNINGTON AVENUE, KANSAS CITY, MO, 64127",3,
"E 12 STREET and GRAND BOULEVARD, KANSAS CITY, MO, 64109",3,
"E 12 STREET and HARDESTY AVENUE, KANSAS CITY, MO, 64123",3,
"E 12 STREET and JACKSON AVENUE, KANSAS CITY, MO, 64123",3,
"E 12 STREET and JACKSON AVENUE, KANSAS CITY, MO, 64124",3,
"E 12 STREET and WHITE AVENUE, KANSAS CITY, MO, 64126",3,
"E 12 STREET and WINCHESTER AVENUE, KANSAS CITY, MO, 64123",3,
"E 12 TERRACE and BENNINGTON AVENUE, KANSAS CITY, MO, 64126",3,
"E 12 TERRACE and WINCHESTER AVENUE, KANSAS CITY, MO, 64126",3,
"E 14 STREET and WINCHESTER AVENUE, KANSAS CITY, MO, 64127",3,
"E 17 TERRACE and HIGHLAND AVENUE, KANSAS CITY, MO, 64108",3,
"E 18 STREET and BENTON BOULEVARD, KANSAS CITY, MO, 64126",3,
"E 18 STREET and VINE STREET, KANSAS CITY, MO, 64109",3,
"E 18 STREET and VINE STREET, KANSAS CITY, MO, 64123",3,
"E 20 TERRACE and WALROND AVENUE, KANSAS CITY, MO, 64127",3,
"E 23 STREET and BROOKLYN AVENUE, KANSAS CITY, MO, 64109",3,
"E 24 STREET and BRIGHTON AVENUE, KANSAS CITY, MO, 64117",3,
"E 24 STREET and CHELSEA AVENUE, KANSAS CITY, MO, 64127",3,
"E 24 STREET and LISTER AVENUE, KANSAS CITY, MO, 64127",3,
"E 24 STREET and NORTON AVENUE, KANSAS CITY, MO, 64125",3,
"E 24 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64124",3,
"E 24 TERRACE and INDIANA AVENUE, KANSAS CITY, MO, 64127",3,
"E 27 STREET and OLIVE STREET, KANSAS CITY, MO, 64130",3,
"E 28 STREET and INDIANA AVENUE, KANSAS CITY, MO, 64128",3,
"E 29 STREET and CLEVELAND AVENUE, KANSAS CITY, MO, 64130",3,
"E 29 STREET and INDIANA AVENUE, KANSAS CITY, MO, 64130",3,
"E 29 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64130",3,
"E 3 STREET and MAIN STREET, KANSAS CITY, MO, 64108",3,
"E 30 STREET and BENTON BOULEVARD, KANSAS CITY, MO, 64127",3,
"E 30 STREET and PASEO, KANSAS CITY, MO, 64108",3,
"E 30 STREET and POPLAR AVENUE, KANSAS CITY, MO, 64127",3,
"E 31 STREET and S EMANUEL CLEAVER II BOULEVARD S, KANSAS CITY, MO, 64127",3,
"E 31 STREET and VAN BRUNT BOULEVARD, KANSAS CITY, MO, 64130",3,
"E 31 TERRACE and CHARLOTTE STREET, KANSAS CITY, MO, 64109",3,
"E 33 STREET and ASKEW AVENUE, KANSAS CITY, MO, 64130",3,
"E 34 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64130",3,
"E 35 STREET and BRUCE R WATKINS DR, KANSAS CITY, MO, 64130",3,
"E 35 STREET and GARFIELD AVENUE, KANSAS CITY, MO, 64127",3,
"E 35 STREET and INDIANA AVENUE, KANSAS CITY, MO, 64130",3,
"E 37 STREET and WAYNE AVENUE, KANSAS CITY, MO, 64110",3,
"E 38 STREET and WABASH AVENUE, KANSAS CITY, MO, 64110",3,
"E 38 STREET and WARWICK BOULEVARD, KANSAS CITY, MO, 64128",3,
"E 39 STREET and AGNES AVENUE, KANSAS CITY, MO, 64109",3,
"E 39 STREET and ASKEW AVENUE, KANSAS CITY, MO, 64129",3,
"E 39 STREET and BRUCE R WATKINS DR, KANSAS CITY, MO,",3,
"E 39 STREET and HARDESTY AVENUE, KANSAS CITY, MO, 64127",3,
"E 39 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64127",3,
"E 39 STREET and TROOST AVENUE, KANSAS CITY, MO, 64129",3,
"E 39 STREET and TROOST AVENUE, KANSAS CITY, MO, 64132",3,
"E 40 STREET and MAIN STREET, KANSAS CITY, MO, 64129",3,
"E 41ST AND CLEVALAND AVE, KANSAS CITY, MO, 64130",3,
"E 43 STREET and AGNES AVENUE, KANSAS CITY, MO, 64128",3,
"E 43 STREET and ASKEW AVENUE, KANSAS CITY, MO, 64126",3,
"E 43 STREET and CLEVELAND AVENUE, KANSAS CITY, MO, 64126",3,
"E 44 STREET and PROSPECT AVENUE, KANSAS CITY, MO, 64126",3,
"E 45 STREET and SOUTH BENTON AVENUE, KANSAS CITY, MO, 64130",3,
"E 46 TERRACE and CLEVELAND AVENUE, KANSAS CITY, MO, 64130",3,
"E 49 STREET and AGNES AVENUE, KANSAS CITY, MO, 64131",3,
