address_string,n,coords,google_lat,google_lon,centroid
"COWLING AVE / SPRING DR, LOUISVILLE, KY, 40205",1,,,,
"CRABAPPLE CT / TARRAGON RD, LOUISVILLE, KY, 40219",1,,,,
"CRABBS LN / LEXINGTON RD, LOUISVILLE, KY, 40206",1,,,,
"CRAIG AVE / CONN ST, LOUISVILLE, KY, 40215",1,,,,
"CRAIGS CREEK DR / KEENE RD, LOUISVILLE, KY, 40241",1,,,,
"CRAMBROOK AVE / DONERAIL WAY, LOUISVILLE, KY, 40272",1,,,,
"CRAWFORD AVE, LOUISVILLE, KY, 40258",1,,,,
"CREEK VIEW ESTATES DR / BIG BOULDER DR, LOUISVILLE, KY, 40291",1,,,,
"CREEKSIDE DR / CYPRESS CREEK DR, LOUISVILLE, KY, 40241",1,,,,
"CREEKSIDE DR / STONEHENGE WAY, LOUISVILLE, KY, 40241",1,,,,
"CREEL AVE / S 4TH ST, LOUISVILLE, KY, 40208",1,,,,
"CRISTLAND RD / ROYAL GARDENS CT, LOUISVILLE, KY, 40214",1,,,,
"CRITTENDEN DR / CENTRAL AVE, LOUISVILLE, KY, 40209",1,,,,
"CRITTENDEN DR / I264W, LOUISVILLE, KY, 40209",1,,,,
"CRITTENDEN DR / UNIVERSITY BLVD, LOUISVILLE, KY, 40217",1,,,,
"CRITTENDEN DR / WABASSO AVE, LOUISVILLE, KY, 40209",1,,,,
"CRITTENDEN DR N / I65N, LOUISVILLE, KY, 40217",1,,,,
"CRITTENDEN DR/ADAIR ST, LOUISVILLE, KY, NA",1,,,,
"CRONIN CT / CRONIN DR, LOUISVILLE, KY, 40245",1,,,,
"CROP CT / CROP ST, LOUISVILLE, KY, 40212",1,,,,
"CROP ST / N 26TH ST, LOUISVILLE, KY, 40212",1,,,,
"CROSS HILL CT / HIGHWOOD DR, LOUISVILLE, KY, 40206",1,,,,
"CROSS HILL RD / LEXINGTON RD, LOUISVILLE, KY, 40206",1,,,,
"CROSS POINTE RD / BROECK POINTE CIR, LOUISVILLE, KY, 40241",1,,,,
"CROSS RD / EASTERN PKY, LOUISVILLE, KY, 40204",1,,,,
"CROSSMOOR LN / HERR LN, LOUISVILLE, KY, 40222",1,,,,
"CROSSTIMBERS DR / CURRY BRANCH RD, LOUISVILLE, KY, 40245",1,,,,
"CROSSTIMBERS DR / JOHNSON RD, LOUISVILLE, KY, 40245",1,,,,
"CROSSWINDS DR / MARENGO DR, LOUISVILLE, KY, 40243",1,,,,
"CROWN AVE / JULIA AVE, LOUISVILLE, KY, 40204",1,,,,
"CROWNE SPRINGS CIR, LOUISVILLE, KY, NA",1,,,,
"CRUMS LN / DELORES AVE, LOUISVILLE, KY, 40216",1,,,,
"CRUMS LN / I264, LOUISVILLE, KY, 40216",1,,,,
"CRUMS LN / I264, LOUISVILLE, KY, NA",1,,,,
"CRUMS LN / SCHAFFNER DR, LOUISVILLE, KY, NA",1,,,,
"CRUMS LN / VALLEY VIEW DR, LOUISVILLE, KY, NA",1,,,,
"CULVER LN / VERSAILLE LN, LOUISVILLE, KY, 40219",1,,,,
"CURRY BRANCH RD / FLAT ROCK RD, LOUISVILLE, KY, 40245",1,,,,
"CYNTHIA DR / SPRIG WAY, LOUISVILLE, KY, 40291",1,,,,
"CYPRESS ST / OREGON AVE, LOUISVILLE, KY, 40210",1,,,,
"CYPRESS ST / WINGFIELD LN, LOUISVILLE, KY, 40210",1,,,,
"DAHL RD / NELLIE BLY DR, LOUISVILLE, KY, 40213",1,,,,
"DAISY LN / LOCUST RD, LOUISVILLE, KY, 40243",1,,,,
"DAKOTA ST / CRITTENDEN DR, LOUISVILLE, KY, 40209",1,,,,
"DALE RD / WOOD RD, LOUISVILLE, KY, 40258",1,,,,
"DALTON DR / PONDER LN, LOUISVILLE, KY, 40272",1,,,,
"DAMASCUS RD / ROCKY LN, LOUISVILLE, KY, 40228",1,,,,
"DANA DR / RHONDA WAY, LOUISVILLE, KY, 40216",1,,,,
"DANDRIDGE AVE / SAMUEL ST, LOUISVILLE, KY, 40204",1,,,,
"DARBYSHIRE RD / DONCASTER WAY, LOUISVILLE, KY, 40222",1,,,,
"DARLENE DR / CANE RUN RD, LOUISVILLE, KY, 40211",1,,,,
"DARLEY DR / TEN BROECK WAY, LOUISVILLE, KY, 40241",1,,,,
"DART DR / EDSEL LN, LOUISVILLE, KY, 40291",1,,,,
"DATURA LN / HASSOCK DR, LOUISVILLE, KY, 40258",1,,,,
"DAVENTRY LN / SHELBYVILLE RD, LOUISVILLE, KY, 40222",1,,,,
"DAVID LN / THOMPSON LN, LOUISVILLE, KY, 40258",1,,,,
"DAVIDSON DR / WESTWOOD DR, LOUISVILLE, KY, 40243",1,,,,
"DAVY CROCKETT TRL / MARKSMAN TRL, LOUISVILLE, KY, 40216",1,,,,
"DAWN DR / MEYERS LN, LOUISVILLE, KY, 40216",1,,,,
"DAWN DR / NANCY AVE, LOUISVILLE, KY, 40216",1,,,,
"DAYFLOWER ST / NORTON COMMONS BLVD, LOUISVILLE, KY, 40059",1,,,,
"DE MEL AVE, LOUISVILLE, KY, 40214",1,,,,
"DEAD END / GARLAND AVE, LOUISVILLE, KY, 40211",1,,,,
"DEAD END / HACKEL DR, LOUISVILLE, KY, 40258",1,,,,
"DEAD END / I 71 RAMP, LOUISVILLE, KY, 40241",1,,,,
"DEAD END / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",1,,,,
"DEARING AVE / ALDER AVE, LOUISVILLE, KY, 40213",1,,,,
"DEARING WOODS DR / FRUITWOOD DR, LOUISVILLE, KY, 40272",1,,,,
"DEBERA WAY / PAMELA WAY, LOUISVILLE, KY, 40220",1,,,,
"DECATUR CT / DECATUR DR, LOUISVILLE, KY, 40218",1,,,,
"DEER PARK AVE / HARTMAN AVE, LOUISVILLE, KY, 40205",1,,,,
"DEER PARK AVE / NORRIS PL, LOUISVILLE, KY, 40205",1,,,,
"DEERCROSS DR / RED DEER CIR, LOUISVILLE, KY, 40220",1,,,,
"DEERING HEIGHTS DR / WOODRIDGE DR, LOUISVILLE, KY, 40272",1,,,,
"DEERING RD / RAYBURN RD, LOUISVILLE, KY, 40272",1,,,,
"DEERTRACE LN / TAYLORSVILLE LAKE RD, LOUISVILLE, KY, 40023",1,,,,
"DEERWOOD AVE / NEWBURG RD, LOUISVILLE, KY, 40205",1,,,,
"DEIBEL CT / MYLANTA PL, LOUISVILLE, KY, 40220",1,,,,
"DEL MARIA WAY / HAMES TRCE, LOUISVILLE, KY, 40291",1,,,,
"DEL PARK TER / MAGAZINE ST, LOUISVILLE, KY, 40211",1,,,,
"DEL PARK TER / S 35TH ST, LOUISVILLE, KY, 40211",1,,,,
"DEL PARK TER / S 37TH ST, LOUISVILLE, KY, 40211",1,,,,
"DELL BROOKE AVE / GOLDSMITH LN, LOUISVILLE, KY, 40220",1,,,,
"DELL BROOKE AVE / SOMBER WAY, LOUISVILLE, KY, 40220",1,,,,
"DELLAFAY DR / SERENITY CT, LOUISVILLE, KY, 40219",1,,,,
"DELLWOOD DR / NANEEN DR, LOUISVILLE, KY, 40216",1,,,,
"DELMAR CT / SADIE LN, LOUISVILLE, KY, 40216",1,,,,
"DELMAR LN / ESTATE DR, LOUISVILLE, KY, 40216",1,,,,
"DELMAR LN / SADIE LN, LOUISVILLE, KY, 40216",1,,,,
"DELMONT AVE / DRESCHER BRIDGE AVE, LOUISVILLE, KY, 40206",1,,,,
"DELOR AVE / KESWICK BLVD, LOUISVILLE, KY, 40217",1,,,,
"DELOR AVE / PACKARD AVE, LOUISVILLE, KY, 40217",1,,,,
"DELOR AVE / PARKWAY DR, LOUISVILLE, KY, 40217",1,,,,
"DELPHINIUM ST / JIMSON POOL ST, LOUISVILLE, KY, 40059",1,,,,
"DEMING LN / TERRY RD, LOUISVILLE, KY, 40258",1,,,,
"DENHAM RD / PEE WEE REESE RD, LOUISVILLE, KY, 40205",1,,,,
"DENINGTON DR / SEATON SPRINGS PKY, LOUISVILLE, KY, 40222",1,,,,
"DENISE DR / ELISE WAY, LOUISVILLE, KY, 40219",1,,,,
"DENMARK ST / CLIFF AVE, LOUISVILLE, KY, 40215",1,,,,
"DENVER LN / MARIEMONT RD, LOUISVILLE, KY, 40258",1,,,,
"DERBY AVE / CAREY AVE, LOUISVILLE, KY, 40218",1,,,,
"DERRICK DR / MARGUERITE DR, LOUISVILLE, KY, 40216",1,,,,
"DEVEREAUX LN / MAURER LN, LOUISVILLE, KY, 40258",1,,,,
"DEVEREAUX LN / WYCKOFF CT, LOUISVILLE, KY, 40258",1,,,,
"DEVERS AVE / GHEENS AVE, LOUISVILLE, KY, 40214",1,,,,
"DEVERS AVE / W SOUTHLAND BLVD, LOUISVILLE, KY, 40214",1,,,,
"DEVON CT / WESTMOORLAND WAY, LOUISVILLE, KY, 40242",1,,,,
"DEVONSHIRE DR / W PAGES LN, LOUISVILLE, KY, 40258",1,,,,
"DEWITT DR / PLEASURE WALK CIR, LOUISVILLE, KY, 40258",1,,,,
"DEXTER ST / WELLSWORTH AVE, LOUISVILLE, KY, 40216",1,,,,
"DIAMOND WAY / DOHN AVE, LOUISVILLE, KY, 40216",1,,,,
"DIANE RD, LOUISVILLE, KY, 40272",1,,,,
"DISTILLERY COMMONS / PAYNE ST, LOUISVILLE, KY, 40206",1,,,,
"DIXDALE AVE, LOUISVILLE, KY, 40210",1,,,,
"DIXIE HWY / ALANADALE DR, LOUISVILLE, KY, 40272",1,,,,
"DIXIE HWY / ATLAS POWDER RD, LOUISVILLE, KY, 40258",1,,,,
"DIXIE HWY / BARRETT LN, LOUISVILLE, KY, 40272",1,,,,
"DIXIE HWY / BLANTON, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY / BURWELL AVE, LOUISVILLE, KY, 40210",1,,,,
"DIXIE HWY / DATE ST, LOUISVILLE, KY, 40210",1,,,,
"DIXIE HWY / DUBOURG AVE, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY / GARLAND, LOUISVILLE, KY, 40210",1,,,,
"DIXIE HWY / HERBERT AVE, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY / I264, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY / KENDALL LN, LOUISVILLE, KY, 40216",1,,,,
"DIXIE HWY / KENNEDY RD, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY / LEROY AVE, LOUISVILLE, KY, 40216",1,,,,
"DIXIE HWY / OLENDA AVE, LOUISVILLE, KY, 40216",1,,,,
"DIXIE HWY / RICHIE LN, LOUISVILLE, KY, 40272",1,,,,
"DIXIE HWY / STONEGATE MANOR DR, LOUISVILLE, KY, 40272",1,,,,
"DIXIE HWY / THERESA AVE, LOUISVILLE, KY, 40216",1,,,,
"DIXIE HWY / THERESA AVE, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY AND SAINT CATHERINE, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY/ KURZ WAY, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY//WELLS DR, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY/E ORELL, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY/GREENWOOD RD WHITE CASTLE, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY/HILL, LOUISVILLE, KY, NA",1,,,,
"DIXIE HWY/MARYMAN, LOUISVILLE, KY, NA",1,,,,
"DIXIE ST / THRUSTON AVE, LOUISVILLE, KY, 40217",1,,,,
"DIXON AVE / POPLAR LEVEL RD, LOUISVILLE, KY, 40217",1,,,,
"DOC HAWLEY ST / LANDIS RIDGE DR, LOUISVILLE, KY, 40245",1,,,,
"DOCK RD / SAILOR RD, LOUISVILLE, KY, 40291",1,,,,
"DOE RUN RD / POWDER HORN DR, LOUISVILLE, KY, 40216",1,,,,
"DOERHOEFER AVE / S 35TH ST, LOUISVILLE, KY, 40211",1,,,,
"DOERHOEFER AVE / S 41ST ST, LOUISVILLE, KY, 40211",1,,,,
"DOGWOOD RD, LOUISVILLE, KY, 40214",1,,,,
"DOHN AVE / DOVER RD, LOUISVILLE, KY, 40216",1,,,,
"DOHN AVE / VERONICA DR, LOUISVILLE, KY, 40216",1,,,,
"DOHN RD / ROCKFORD LN, LOUISVILLE, KY, NA",1,,,,
"DOLLS EYES ST / MEETING ST, LOUISVILLE, KY, 40059",1,,,,
"DON DEE DR / MANNER DALE DR, LOUISVILLE, KY, 40220",1,,,,
"DONAU LN / PLAUDIT WAY, LOUISVILLE, KY, 40272",1,,,,
"DONERAIL WAY / HALMA DR, LOUISVILLE, KY, 40272",1,,,,
"DONERAIL WAY / WINTERGREEN RD, LOUISVILLE, KY, 40272",1,,,,
"DONNA BLVD / CLAIRE DEE DR, LOUISVILLE, KY, 40219",1,,,,
"DORAL CT / HURSTBOURNE PARK BLVD, LOUISVILLE, KY, NA",1,,,,
"DOREEN WAY / HERB LN, LOUISVILLE, KY, 40220",1,,,,
"DORINDA DR / W PAGES LN, LOUISVILLE, KY, 40258",1,,,,
"DORMA AVE / MINOMA AVE, LOUISVILLE, KY, 40217",1,,,,
"DORSET CT / GAYMONT DR, LOUISVILLE, KY, 40214",1,,,,
"DORSEY LN / MORAT AVE, LOUISVILLE, KY, 40223",1,,,,
"DORSEY LN / STERLING SPRINGS RD, LOUISVILLE, KY, 40223",1,,,,
"DOUGLAS PARK / WABASH PL, LOUISVILLE, KY, 40214",1,,,,
"DOUGLASS BLVD / BARDSTOWN RD, LOUISVILLE, KY, 40205",1,,,,
"DOUGLASS BLVD / MOYLE HILL RD, LOUISVILLE, KY, 40205",1,,,,
"DOUGLASS BLVD / SARATOGA DR, LOUISVILLE, KY, 40205",1,,,,
"DOUP AVE / EASTVIEW AVE, LOUISVILLE, KY, 40205",1,,,,
"DOUP AVE / LOWELL AVE, LOUISVILLE, KY, 40205",1,,,,
"DOUP AVE / TAYLORSVILLE RD, LOUISVILLE, KY, 40205",1,,,,
"DOVE CHASE CIR / WATTERSON TRL, LOUISVILLE, KY, 40299",1,,,,
"DOVE CREEK BLVD / FAWN CT, LOUISVILLE, KY, 40242",1,,,,
"DOVER RD / GARRS LN, LOUISVILLE, KY, 40216",1,,,,
"DOVER RD / GUELAT AVE, LOUISVILLE, KY, 40216",1,,,,
"DOVER RD / LEXINGTON RD, LOUISVILLE, KY, 40206",1,,,,
"DOVER RD / PLEBE CT, LOUISVILLE, KY, 40216",1,,,,
"DOWNES LN / DOWNES TER, LOUISVILLE, KY, 40214",1,,,,
"DOWNES LN / MACALESTER DR, LOUISVILLE, KY, 40214",1,,,,
"DOWNING WAY / WYCKFORD WAY, LOUISVILLE, KY, 40218",1,,,,
"DOWNS BRANCH RD / HOLLOW CREEK RD, LOUISVILLE, KY, 40228",1,,,,
"DOWNS CT / KURZ WAY, LOUISVILLE, KY, 40216",1,,,,
"DOYLE DR / MILNER RD, LOUISVILLE, KY, 40216",1,,,,
"DOYLE DR/MILNER, LOUISVILLE, KY, NA",1,,,,
"DR W J HODGE ST, LOUISVILLE, KY, NA",1,,,,
"DREAMERS WAY / MONACO DR, LOUISVILLE, KY, 40219",1,,,,
"DRESCHER BRIDGE AVE / THOMPSON AVE, LOUISVILLE, KY, 40206",1,,,,
"DRESCHER BRIDGE AVE//DELMONT AVE, LOUISVILLE, KY, NA",1,,,,
"DRESDEN AVE / S 5TH ST, LOUISVILLE, KY, 40214",1,,,,
"DRY RIDGE RD / ROUTT RD, LOUISVILLE, KY, 40299",1,,,,
"DUCKLEIGH CT / LACEWOOD WAY, LOUISVILLE, KY, 40023",1,,,,
"DUKER AVE / BARDSTOWN RD, LOUISVILLE, KY, 40205",1,,,,
"DULWORTH DR / EDGIN AVE, LOUISVILLE, KY, 40216",1,,,,
"DUMESNIL ST / CATALPA CT, LOUISVILLE, KY, 40211",1,,,,
"DUMESNIL ST / DIXIE HWY, LOUISVILLE, KY, 40210",1,,,,
"DUMESNIL ST / I264W, LOUISVILLE, KY, 40211",1,,,,
"DUMESNIL ST / S 22ND ST, LOUISVILLE, KY, 40210",1,,,,
"DUMESNIL ST/I264, LOUISVILLE, KY, NA",1,,,,
"DUNCAN ST / N 30TH ST, LOUISVILLE, KY, 40212",1,,,,
"DUNCAN ST / N 38TH ST, LOUISVILLE, KY, 40212",1,,,,
"DUNCAN ST/ N 22ND ST, LOUISVILLE, KY, NA",1,,,,
"DUNDEE RD / EMERSON AVE, LOUISVILLE, KY, 40205",1,,,,
"DUNDEE RD / NEWBURG RD, LOUISVILLE, KY, 40205",1,,,,
"DUNVEGAN RD / REGAL RD, LOUISVILLE, KY, 40222",1,,,,
"DUPIN DR / MINOR LN, LOUISVILLE, KY, 40219",1,,,,
"DUPREE PARK, LOUISVILLE, KY, 40220",1,,,,
"DURRETT LN / LEE AVE, LOUISVILLE, KY, 40213",1,,,,
"DURRETT LN, LOUISVILLE, KY, 40213",1,,,,
"DUTCHMANS LN / CANNONS LN, LOUISVILLE, KY, 40205",1,,,,
"DUTCHMANS LN / KLEMPNER WAY, LOUISVILLE, KY, 40205",1,,,,
"DUTCHMANS LN / VIVIAN LN, LOUISVILLE, KY, 40205",1,,,,
"DUVALLE DR / WILLIAM BECKETT DR, LOUISVILLE, KY, 40211",1,,,,
"DUXBURY RD / KENNERSLEY DR, LOUISVILLE, KY, 40242",1,,,,
"DYER AVE / ELMHURST AVE, LOUISVILLE, KY, 40216",1,,,,
"E ADAIR ST / CRITTENDEN DR, LOUISVILLE, KY, 40209",1,,,,
"E ADAIR ST / LOUISVILLE AVE, LOUISVILLE, KY, 40209",1,,,,
"E ADAIR ST, LOUISVILLE, KY, 40209",1,,,,
"E BARBEE AVE / CRITTENDEN DR, LOUISVILLE, KY, 40217",1,,,,
"E BRANDEIS AVE / E CARDINAL BLVD, LOUISVILLE, KY, 40208",1,,,,
"E BRANDEIS AVE / HANCOCK CROSSWAY, LOUISVILLE, KY, 40217",1,,,,
"E BRANDEIS AVE / S SHELBY ST, LOUISVILLE, KY, 40217",1,,,,
"E BRECKINRIDGE ST / I65, LOUISVILLE, KY, 40203",1,,,,
"E BRECKINRIDGE ST / S 1ST ST, LOUISVILLE, KY, 40203",1,,,,
"E BRECKINRIDGE ST / SWAN ST, LOUISVILLE, KY, 40204",1,,,,
"E BROADWAY / BRENT ST, LOUISVILLE, KY, 40204",1,,,,
"E BROADWAY / I65, LOUISVILLE, KY, 40202",1,,,,
"E BROADWAY/BAXTER AVE, LOUISVILLE, KY, NA",1,,,,
"E BURNETT AVE, LOUISVILLE, KY, 40217",1,,,,
"E CARDINAL BLVD / S BROOK ST, LOUISVILLE, KY, 40208",1,,,,
"E CHESTNUT ST / E JEFFERSON ST, LOUISVILLE, KY, 40204",1,,,,
"E FLORENCE AVE / LOUISVILLE AVE, LOUISVILLE, KY, 40209",1,,,,
"E GRAY ST / S BROOK ST, LOUISVILLE, KY, 40202",1,,,,
"E GRAY ST / S CLAY ST, LOUISVILLE, KY, 40202",1,,,,
"E HILL ST / S 1ST ST, LOUISVILLE, KY, 40208",1,,,,
"E HILL ST / S HANCOCK ST, LOUISVILLE, KY, 40217",1,,,,
"E INDIAN TRL / INDIAN OAKS CIR, LOUISVILLE, KY, 40219",1,,,,
"E JACOB ST / GADDIE CT, LOUISVILLE, KY, 40203",1,,,,
"E JACOB ST / I65, LOUISVILLE, KY, 40202",1,,,,
"E JACOB ST / MERCHANT CT, LOUISVILLE, KY, 40203",1,,,,
"E JACOB ST / S FLOYD ST, LOUISVILLE, KY, 40203",1,,,,
"E JACOB ST/BROOK ST, LOUISVILLE, KY, NA",1,,,,
"E JACOB ST/S BROOK ST, LOUISVILLE, KY, NA",1,,,,
"E JEFFERSON ST / S 1ST ST, LOUISVILLE, KY, NA",1,,,,
"E KENTUCKY ST / S HANCOCK ST, LOUISVILLE, KY, 40203",1,,,,
"E KENTUCKY ST / S JACKSON ST, LOUISVILLE, KY, 40203",1,,,,
"E KENWOOD DR / THALIA AVE, LOUISVILLE, KY, 40214",1,,,,
"E LEE ST / S BROOK ST, LOUISVILLE, KY, 40208",1,,,,
"E LEE ST / S FLOYD ST, LOUISVILLE, KY, 40208",1,,,,
"E LIBERTY ST / E CHESTNUT ST, LOUISVILLE, KY, 40204",1,,,,
"E LIBERTY ST / S JACKSON ST, LOUISVILLE, KY, 40202",1,,,,
"E LIBERTY ST, LOUISVILLE, KY, NA",1,,,,
"E LIBERTY ST/S BROOK ST, LOUISVILLE, KY, NA",1,,,,
"E MADISON ST / S CLAY ST, LOUISVILLE, KY, 40202",1,,,,
"E MAGNOLIA AVE / S FLOYD ST, LOUISVILLE, KY, 40208",1,,,,
"E MAIN ST / N 1ST ST, LOUISVILLE, KY, 40202",1,,,,
"E MAIN ST / N CAMPBELL ST, LOUISVILLE, KY, 40206",1,,,,
"E MAIN ST / N FLOYD ST, LOUISVILLE, KY, 40202",1,,,,
"E MAIN ST / N HANCOCK ST, LOUISVILLE, KY, 40202",1,,,,
"E MAIN ST / N JOHNSON ST, LOUISVILLE, KY, 40206",1,,,,
"E MAIN ST / S SHELBY ST, LOUISVILLE, KY, 40202",1,,,,
"E MAIN ST / S WENZEL ST, LOUISVILLE, KY, 40206",1,,,,
"E MAIN ST / W MAIN ST, LOUISVILLE, KY, 40202",1,,,,
"E MANSLICK RD / CINDERELLA LN, LOUISVILLE, KY, 40219",1,,,,
"E MANSLICK RD / OLD IRONSIDES DR, LOUISVILLE, KY, 40228",1,,,,
"E MANSLICK RD, LOUISVILLE, KY, NA",1,,,,
"E MARKET ST / S CLAY ST, LOUISVILLE, KY, 40202",1,,,,
"E MARKET ST / S HANCOCK ST, LOUISVILLE, KY, 40202",1,,,,
"E MUHAMMAD ALI / I65N, LOUISVILLE, KY, 40202",1,,,,
"E MUHAMMAD ALI BLVD @ S BROOK ST, LOUISVILLE, KY, NA",1,,,,
"E MUHAMMAD ALI BLVD / E CHESTNUT ST, LOUISVILLE, KY, 40204",1,,,,
"E MUHAMMAD ALI BLVD / S CAMPBELL ST, LOUISVILLE, KY, 40204",1,,,,
"E MUHAMMAD ALI BLVD / S HANCOCK ST, LOUISVILLE, KY, 40202",1,,,,
"E MUHAMMAD ALI BLVD / S JACKSON ST, LOUISVILLE, KY, 40202",1,,,,
"E MUHAMMAD ALI BLVD/S HANCOCK ST, LOUISVILLE, KY, NA",1,,,,
"E OAK ST / S FLOYD ST, LOUISVILLE, KY, 40203",1,,,,
"E OAK ST, LOUISVILLE, KY, NA",1,,,,
"E ORMSBY AVE / I65, LOUISVILLE, KY, 40203",1,,,,
"E ORMSBY AVE / S CLAY ST, LOUISVILLE, KY, 40203",1,,,,
"E ORMSBY AVE, LOUISVILLE, KY, NA",1,,,,
"E PAGES LN / PARALEE DR, LOUISVILLE, KY, 40272",1,,,,
"E PAGES LN/DIXIE, LOUISVILLE, KY, NA",1,,,,
"E PIN ALY / S JACKSON ST, LOUISVILLE, KY, 40202",1,,,,
"E PIN ALY / S PRESTON ST, LOUISVILLE, KY, 40202",1,,,,
"E ST CATHERINE ST / S BROOK ST, LOUISVILLE, KY, 40203",1,,,,
"E WASHINGTON ST / N FLOYD ST, LOUISVILLE, KY, 40202",1,,,,
"E WASHINGTON ST / N PRESTON ST, LOUISVILLE, KY, 40202",1,,,,
"E WHEATMORE DR @ WATTERSON LAKE PARK, LOUISVILLE, KY, NA",1,,,,
"E WITHERSPOON ST / ADAMS ST, LOUISVILLE, KY, 40202",1,,,,
"E WITHERSPOON ST / N 1ST ST, LOUISVILLE, KY, 40202",1,,,,
"E WITHERSPOON ST, LOUISVILLE, KY, NA",1,,,,
"E WOODLAWN AVE / OLD PARK BLVD, LOUISVILLE, KY, 40209",1,,,,
"EAGLE PASS / HESS LN, LOUISVILLE, KY, 40217",1,,,,
"EAGLE PASS / NIGHTINGALE RD, LOUISVILLE, KY, 40213",1,,,,
"EAGLES CREST CT / MERCURY DR, LOUISVILLE, KY, 40291",1,,,,
"EAST END BRIDGE, LOUISVILLE, KY, 40241",1,,,,
"EASTERN PKY / BARRET AVE, LOUISVILLE, KY, 40204",1,,,,
"EASTERN PKY / BRADLEY AVE, LOUISVILLE, KY, 40217",1,,,,
"EASTERN PKY / DAHLIA DR, LOUISVILLE, KY, 40204",1,,,,
"EASTERN PKY / DELOR AVE, LOUISVILLE, KY, 40217",1,,,,
"EASTERN PKY / E BURNETT AVE, LOUISVILLE, KY, 40217",1,,,,
"EASTERN PKY / EMIL AVE, LOUISVILLE, KY, 40217",1,,,,
"EASTERN STAR CT / HIGHLAND AVE, LOUISVILLE, KY, 40204",1,,,,
"EASTERN STAR DR / CHEROKEE RD, LOUISVILLE, KY, 40204",1,,,,
"EASTGATE PARK WAY / N ENGLISH STATION RD, LOUISVILLE, KY, 40223",1,,,,
"EASTOVER CT / MCCREADY AVE, LOUISVILLE, KY, 40206",1,,,,
"EASTVIEW AVE / TAYLORSVILLE RD, LOUISVILLE, KY, 40299",1,,,,
"EASTVIEW AVE / TREVILIAN WAY, LOUISVILLE, KY, 40205",1,,,,
"EASTVIEW AVE, LOUISVILLE, KY, 40205",1,,,,
"EASTWOOD CUT OFF RD / GILLILAND RD, LOUISVILLE, KY, 40245",1,,,,
"EASTWOOD FISHERVILLE RD / SHAKES RUN DR, LOUISVILLE, KY, 40023",1,,,,
"ECHO TRL / THURMAN RD, LOUISVILLE, KY, 40299",1,,,,
"EDENDERRY LN / PICO LN, LOUISVILLE, KY, 40219",1,,,,
"EDENSIDE AVE / NORRIS PL, LOUISVILLE, KY, 40204",1,,,,
"EDGELAND AVE / BARDSTOWN RD, LOUISVILLE, KY, 40204",1,,,,
"EDITH RD, LOUISVILLE, KY, 40206",1,,,,
"EDSEL LN / FERNDALE RD, LOUISVILLE, KY, 40291",1,,,,
"EELGRASS CT / GREENWOOD PLACE CIR, LOUISVILLE, KY, 40258",1,,,,
"EILER AVE / KENJOY DR, LOUISVILLE, KY, 40214",1,,,,
"EILER AVE / STRAWBERRY LN, LOUISVILLE, KY, 40214",1,,,,
"EL RANCHO RD / POCO PL, LOUISVILLE, KY, 40291",1,,,,
"ELAM CT / LORETTA ST, LOUISVILLE, KY, 40213",1,,,,
"ELAM DR, LOUISVILLE, KY, NA",1,,,,
"ELDERBERRY RIDGE LN / ASHLEY POINTE DR, LOUISVILLE, KY, 40272",1,,,,
"ELDERBERRY RIDGE LN / FIR TREE LN, LOUISVILLE, KY, 40272",1,,,,
"ELDORADO AVE / FERN CREEK RD, LOUISVILLE, KY, 40291",1,,,,
"ELEANOR AVE / DOUGLASS BLVD, LOUISVILLE, KY, 40205",1,,,,
"ELEANOR AVE / RUTHERFORD WYND, LOUISVILLE, KY, 40205",1,,,,
"ELEANOR AVE / WOODBOURNE AVE, LOUISVILLE, KY, 40205",1,,,,
"ELINE AVE / LEXINGTON RD, LOUISVILLE, KY, 40207",1,,,,
"ELITE DR / OLD HENRY RD, LOUISVILLE, KY, 40223",1,,,,
"ELIZABETH AVE, LOUISVILLE, KY, 40272",1,,,,
"ELK RIVER DR / ATLANTA PKY, LOUISVILLE, KY, 40214",1,,,,
"ELLINGSWORTH LN / TUCKER STATION RD, LOUISVILLE, KY, 40243",1,,,,
"ELLINGSWORTH LN / WILLIAMS RIDGE RD, LOUISVILLE, KY, 40243",1,,,,
"ELLINGTON AVE / EXETER AVE, LOUISVILLE, KY, 40218",1,,,,
"ELLINGTON AVE / STOKES CT, LOUISVILLE, KY, 40218",1,,,,
"ELLISON AVE / JULIA AVE, LOUISVILLE, KY, 40204",1,,,,
"ELLISON AVE / ST MICHAEL ST, LOUISVILLE, KY, 40204",1,,,,
"ELLSWORTH AVE / MILLER AVE, LOUISVILLE, KY, 40217",1,,,,
"ELMCREEK DR / WILLOWCREEK DR, LOUISVILLE, KY, 40219",1,,,,
