address_string,n,coords,google_lat,google_lon,centroid
"6800 FEYHURST DR, LOUISVILLE, KY, 40258",19,"38.1516,-85.8649329",38.1516,-85.8649329,FALSE
"6800 YAZOO ST, LOUISVILLE, KY, 40258",19,"38.130657,-85.8765758",38.130657,-85.8765758,FALSE
"6900 BISCHOFF FARM DR, LOUISVILLE, KY, 40218",19,"38.1737588,-85.6309091",38.1737588,-85.6309091,FALSE
"700 ROCKERY WAY, LOUISVILLE, KY, 40208",19,"38.221798,-85.7680547",38.221798,-85.7680547,FALSE
"7000 ALMA JUNE WAY, LOUISVILLE, KY, 40228",19,"38.1248507,-85.6414927",38.1248507,-85.6414927,FALSE
"7200 RIVERPORT PLAZA DR, LOUISVILLE, KY, 40258",19,"38.162228,-85.8880439",38.162228,-85.8880439,FALSE
"7500 GRADE LN, LOUISVILLE, KY, 40219",19,"38.140396,-85.738745",38.140396,-85.738745,FALSE
"7TH STREET RD / WELLER AVE, LOUISVILLE, KY, 40208",19,"38.2169321,-85.7807198",38.2169321,-85.7807198,FALSE
"7TH STREET RD, LOUISVILLE, KY, 40216",19,"38.1991163,-85.7968461",38.1991163,-85.7968461,FALSE
"8500 MISTY LN, LOUISVILLE, KY, 40258",19,"38.1309997,-85.8757188",38.1309997,-85.8757188,FALSE
"8700 SHADOW CREEK WAY, LOUISVILLE, KY, 40291",19,"38.1415205,-85.600343",38.1415205,-85.600343,FALSE
"9800 LONGWOOD CIR, LOUISVILLE, KY, 40223",19,"38.248937,-85.5745706",38.248937,-85.5745706,FALSE
"9900 WHITE BLOSSOM BLVD, LOUISVILLE, KY, 40241",19,"38.3009263,-85.5654314",38.3009263,-85.5654314,FALSE
"ACCOMACK DR / TAZWELL DR, LOUISVILLE, KY, 40241",19,"38.3032369,-85.541127",38.3032369,-85.541127,FALSE
"BARDSTOWN RD / BARINGER AVE, LOUISVILLE, KY, 40204",19,"38.2327734,-85.7107427",38.2327734,-85.7107427,FALSE
"BARDSTOWN RD / BUECHEL TER, LOUISVILLE, KY, 40218",19,"38.1882632,-85.6400117",38.1882632,-85.6400117,FALSE
"BARDSTOWN RD / DEER PARK AVE, LOUISVILLE, KY, 40205",19,"38.2289284,-85.7018057",38.2289284,-85.7018057,FALSE
"BARDSTOWN RD / LANCASHIRE AVE, LOUISVILLE, KY, 40205",19,"38.2162494,-85.6753972",38.2162494,-85.6753972,FALSE
"BECKLEY CREEK PKY / SHELBYVILLE RD, LOUISVILLE, KY, 40245",19,"38.2367521,-85.4666734",38.2367521,-85.4666734,FALSE
"BELLS LN / BELQUIN RD, LOUISVILLE, KY, 40211",19,"38.2223089,-85.8211137",38.2223089,-85.8211137,FALSE
"BERRY BLVD / MANSLICK RD, LOUISVILLE, KY, 40216",19,"38.1967337,-85.7990565",38.1967337,-85.7990565,FALSE
"BISHOP LN / LEITH LN, LOUISVILLE, KY, 40218",19,"38.2030644,-85.6823315",38.2030644,-85.6823315,FALSE
"BLUEGRASS PARK DR / NEWBURG RD, LOUISVILLE, KY, 40218",19,"38.192416,-85.675743",38.192416,-85.675743,FALSE
"BRECKENRIDGE LN / SUDBURY LN, LOUISVILLE, KY, 40220",19,"38.2086611,-85.6265762",38.2086611,-85.6265762,FALSE
"BRENT ST / E OAK ST, LOUISVILLE, KY, 40204",19,"38.235333,-85.7284741",38.235333,-85.7284741,FALSE
"BROWNSBORO RD / IDLEWYLDE DR, LOUISVILLE, KY, 40206",19,"38.2584177,-85.7002384",38.2584177,-85.7002384,FALSE
"CARL CT / DENA DR, LOUISVILLE, KY, 40215",19,"38.1912397,-85.8020675",38.1912397,-85.8020675,FALSE
"CATALPA ST / WOODLAND AVE, LOUISVILLE, KY, 40211",19,"38.2341736,-85.8019937",38.2341736,-85.8019937,FALSE
"CHEROKEE PKY / WILLOW AVE, LOUISVILLE, KY, 40204",19,"38.2367561,-85.7096619",38.2367561,-85.7096619,FALSE
"COLORADO AVE / WELLER AVE, LOUISVILLE, KY, 40208",19,"38.2119855,-85.7768921",38.2119855,-85.7768921,FALSE
"CYPRESS ST / W GAULBERT AVE, LOUISVILLE, KY, 40210",19,"38.2291439,-85.7987724",38.2291439,-85.7987724,FALSE
"DIXIE HWY / FINCASTLE TRL, LOUISVILLE, KY, 40272",19,"38.0686864,-85.8850067",38.0686864,-85.8850067,FALSE
"DIXIE HWY / FURY WAY, LOUISVILLE, KY, 40258",19,"38.138839,-85.8423326",38.138839,-85.8423326,FALSE
"DIXIE HWY / GAGEL AVE, LOUISVILLE, KY, 40216",19,"38.1758889,-85.8216145",38.1758889,-85.8216145,FALSE
"DIXIE HWY / KATHERINE STATION RD, LOUISVILLE, KY, 40177",19,"38.0058922,-85.9368542",38.0058922,-85.9368542,FALSE
"DR W J HODGE ST / DUMESNIL ST, LOUISVILLE, KY, 40210",19,"38.2364137,-85.7890929",38.2364137,-85.7890929,FALSE
"E CHESTNUT ST / S HANCOCK ST, LOUISVILLE, KY, 40202",19,"38.2473418,-85.7431605",38.2473418,-85.7431605,FALSE
"E INDIAN TRL / UNSELD BLVD, LOUISVILLE, KY, 40218",19,"38.1800535,-85.6735832",38.1800535,-85.6735832,FALSE
"E ST CATHERINE ST / SWAN ST, LOUISVILLE, KY, 40204",19,"38.2349235,-85.7369579",38.2349235,-85.7369579,FALSE
"EARL AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",19,"38.2028162,-85.7806562",38.2028162,-85.7806562,FALSE
"FERN VALLEY RD / PARAMOUNT PARK DR, LOUISVILLE, KY, 40213",19,"38.1570958,-85.7124067",38.1570958,-85.7124067,FALSE
"FRANKFORT AVE / LEXINGTON RD, LOUISVILLE, KY, 40207",19,"38.2530605,-85.6570453",38.2530605,-85.6570453,FALSE
"GREENBELT HWY / LOWER HUNTERS TRCE, LOUISVILLE, KY, 40258",19,"38.1701455,-85.8759419",38.1701455,-85.8759419,FALSE
"HAY CT / NATIONAL TPKE, LOUISVILLE, KY, 40214",19,"38.1295757,-85.7499813",38.1295757,-85.7499813,FALSE
"I264W / I65, LOUISVILLE, KY, 40213",19,"38.1673131,-85.7208758",38.1673131,-85.7208758,FALSE
"I265N / NATIONAL TPKE, LOUISVILLE, KY, 40118",19,"38.1046564,-85.7409401",38.1046564,-85.7409401,FALSE
"I64W / I264 EE EAST SIDE IN LMPD-MCMAHAN, LOUISVILLE, KY, 40220",19,"38.1994227,-85.7015082",38.1994227,-85.7015082,FALSE
"MILES PARK, LOUISVILLE, KY, 40245",19,"38.2349209,-85.4638251",38.2349209,-85.4638251,FALSE
"N 20TH ST / PORTLAND AVE, LOUISVILLE, KY, 40203",19,"38.2668035,-85.7804089",38.2668035,-85.7804089,FALSE
"N 20TH ST / W MAIN ST, LOUISVILLE, KY, 40203",19,"38.2595508,-85.782995",38.2595508,-85.782995,FALSE
"N 22ND ST / GILLIGAN ST, LOUISVILLE, KY, 40212",19,"38.2660511,-85.7839178",38.2660511,-85.7839178,FALSE
"N 23RD ST / GRIFFITHS AVE, LOUISVILLE, KY, 40212",19,"38.2648066,-85.7864937",38.2648066,-85.7864937,FALSE
"N 26TH ST / NORTHWESTERN PKY, LOUISVILLE, KY, 40212",19,"38.2735034,-85.7880924",38.2735034,-85.7880924,FALSE
"N 28TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",19,"38.263905,-85.7977768",38.263905,-85.7977768,FALSE
"NEW CUT RD / WOODMORE AVE, LOUISVILLE, KY, 40214",19,"38.1515964,-85.7765658",38.1515964,-85.7765658,FALSE
"PEABODY LN / TERRIL LN, LOUISVILLE, KY, 40218",19,"38.204553,-85.6781413",38.204553,-85.6781413,FALSE
"PLACE NOIR / QUEST DR, LOUISVILLE, KY, 40203",19,"38.2511415,-85.772412",38.2511415,-85.772412,FALSE
"RANGELAND RD / RUSTIC WAY, LOUISVILLE, KY, 40219",19,"38.1663914,-85.6715848",38.1663914,-85.6715848,FALSE
"RIDGECREST RD / ROBINWOOD RD, LOUISVILLE, KY, 40218",19,"38.1687872,-85.6669176",38.1687872,-85.6669176,FALSE
"ROBINWOOD RD / RUSSETT BLVD, LOUISVILLE, KY, 40218",19,"38.1662984,-85.6650455",38.1662984,-85.6650455,FALSE
"S 15TH ST / DUMESNIL ST, LOUISVILLE, KY, 40210",19,"38.235593,-85.778539",38.235593,-85.778539,FALSE
"S 16TH ST / GALLAGHER ST, LOUISVILLE, KY, 40210",19,"38.2386269,-85.78066",38.2386269,-85.78066,FALSE
"S 1ST ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",19,"38.2324052,-85.7557245",38.2324052,-85.7557245,FALSE
"S 22ND ST / STONE ALY, LOUISVILLE, KY, 40211",19,"38.2538741,-85.7874083",38.2538741,-85.7874083,FALSE
"S 23RD ST / BOLLING AVE, LOUISVILLE, KY, 40210",19,"38.2303274,-85.7948602",38.2303274,-85.7948602,FALSE
"S 30TH ST / CEDAR ST, LOUISVILLE, KY, 40212",19,"38.2572802,-85.8003125",38.2572802,-85.8003125,FALSE
"S 38TH ST / LARKWOOD AVE, LOUISVILLE, KY, 40212",19,"38.2583124,-85.8121388",38.2583124,-85.8121388,FALSE
"S 41ST ST / GARLAND AVE, LOUISVILLE, KY, 40211",19,"38.2467727,-85.8195052",38.2467727,-85.8195052,FALSE
"S 44TH ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",19,"38.2528809,-85.8251572",38.2528809,-85.8251572,FALSE
"S 5TH ST / BRENTWOOD AVE, LOUISVILLE, KY, 40214",19,"38.1948426,-85.7683602",38.1948426,-85.7683602,FALSE
"S 5TH ST / CENTRAL AVE, LOUISVILLE, KY, 40208",19,"38.2054045,-85.7672056",38.2054045,-85.7672056,FALSE
"S 5TH ST / LONGFIELD AVE, LOUISVILLE, KY, 40214",19,"38.1986057,-85.7685242",38.1986057,-85.7685242,FALSE
"S 5TH ST / W LANSING AVE, LOUISVILLE, KY, 40214",19,"38.1925105,-85.7683033",38.1925105,-85.7683033,FALSE
"S BROOK ST / E MAGNOLIA AVE, LOUISVILLE, KY, 40208",19,"38.2284632,-85.7547364",38.2284632,-85.7547364,FALSE
"S FLOYD ST / E GRAY ST, LOUISVILLE, KY, 40202",19,"38.2467036,-85.7494731",38.2467036,-85.7494731,FALSE
"SPRINGFIELD DR / ST ANTHONY CHURCH RD, LOUISVILLE, KY, 40214",19,"38.1466009,-85.818585",38.1466009,-85.818585,FALSE
"STORY AVE / I64, LOUISVILLE, KY, 40206",19,"38.257247,-85.7250986",38.257247,-85.7250986,FALSE
"W KENWOOD DR, LOUISVILLE, KY, 40214",19,"38.1614394,-85.7746318",38.1614394,-85.7746318,FALSE
"100 GLISSADE DR, LOUISVILLE, KY, 40118",18,"38.1135214,-85.7660037",38.1135214,-85.7660037,FALSE
"10600 WORTHINGTON LN, LOUISVILLE, KY, 40059",18,"38.3324269,-85.5528719",38.3324269,-85.5528719,FALSE
"11300 BREEZE CIR, LOUISVILLE, KY, 40272",18,"38.091312,-85.8788312",38.091312,-85.8788312,FALSE
"1700 GLENGARRY DR, LOUISVILLE, KY, 40219",18,"38.1231121,-85.7433773",38.1231121,-85.7433773,FALSE
"1700 MARCH BLVD, LOUISVILLE, KY, 40215",18,"38.1919507,-85.798895",38.1919507,-85.798895,FALSE
"2000 THE MEADOW RD, LOUISVILLE, KY, 40223",18,"38.2758291,-85.5741344",38.2758291,-85.5741344,FALSE
"300 CENTRAL AVE, LOUISVILLE, KY, 40208",18,"38.2046935,-85.7639715",38.2046935,-85.7639715,FALSE
"3300 BON AIR AVE, LOUISVILLE, KY, 40220",18,"38.2128201,-85.6606756",38.2128201,-85.6606756,FALSE
"3500 7TH STREET RD, LOUISVILLE, KY, NA",18,"38.2000955,-85.7963298",38.2000955,-85.7963298,FALSE
"4000 CANE RUN RD, LOUISVILLE, KY, NA",18,"38.2081747,-85.8258268",38.2081747,-85.8258268,FALSE
"4300 BRAMERS LN, LOUISVILLE, KY, 40216",18,"38.199694,-85.86846",38.199694,-85.86846,FALSE
"5500 NORTON AVE, LOUISVILLE, KY, 40213",18,"38.1743979,-85.7133395",38.1743979,-85.7133395,FALSE
"5800 FAIRINGTON DR, LOUISVILLE, KY, 40218",18,"38.1820406,-85.6537696",38.1820406,-85.6537696,FALSE
"600 S SHELBY ST, LOUISVILLE, KY, 40204",18,"38.2469,-85.739139",38.2469,-85.739139,FALSE
"6900 KENTUCKY AVE, LOUISVILLE, KY, 40258",18,"38.1524851,-85.848236",38.1524851,-85.848236,FALSE
"7TH STREET RD / LARCHMONT AVE, LOUISVILLE, KY, 40208",18,"38.2140596,-85.7837309",38.2140596,-85.7837309,FALSE
"7TH STREET RD / LEROY AVE, LOUISVILLE, KY, 40216",18,"38.1946233,-85.8036696",38.1946233,-85.8036696,FALSE
"7TH STREET RD, LOUISVILLE, KY, 40208",18,"38.214799,-85.782968",38.214799,-85.782968,FALSE
"8000 WATTERSON TRL, LOUISVILLE, KY, 40291",18,"38.1788248,-85.6225853",38.1788248,-85.6225853,FALSE
"8800 RUNNING FOX CIR, LOUISVILLE, KY, 40291",18,"38.1484663,-85.5974829",38.1484663,-85.5974829,FALSE
"900 PERTHSHIRE LN, LOUISVILLE, KY, 40222",18,"38.2630168,-85.5989894",38.2630168,-85.5989894,FALSE
"9400 LA GRANGE RD, LOUISVILLE, KY, 40242",18,"38.2706088,-85.5755665",38.2706088,-85.5755665,FALSE
"ALANADALE DR / APPOLLO LN, LOUISVILLE, KY, 40272",18,"38.1098799,-85.8669498",38.1098799,-85.8669498,FALSE
"BARDSTOWN RD / BUECHEL BYP, LOUISVILLE, KY, 40218",18,"38.1901077,-85.6434124",38.1901077,-85.6434124,FALSE
"BARDSTOWN RD / FERNDALE RD, LOUISVILLE, KY, 40291",18,"38.1554582,-85.5899312",38.1554582,-85.5899312,FALSE
"BARDSTOWN RD / MURRAY AVE, LOUISVILLE, KY, 40205",18,"38.229858,-85.7032554",38.229858,-85.7032554,FALSE
"BEECHER ST / WARREN AVE, LOUISVILLE, KY, 40215",18,"38.1919826,-85.7771723",38.1919826,-85.7771723,FALSE
"BELMAR DR / PRESTON HWY, LOUISVILLE, KY, 40213",18,"38.1947019,-85.7296761",38.1947019,-85.7296761,FALSE
"BLANKENBAKER PKY / WATTERSON TRL, LOUISVILLE, KY, 40243",18,"38.2307418,-85.542589",38.2307418,-85.542589,FALSE
"BONNYVILLE BLVD / DIXIE HWY, LOUISVILLE, KY, 40216",18,"38.1669336,-85.8292209",38.1669336,-85.8292209,FALSE
"BOST LN / FOREMAN LN, LOUISVILLE, KY, 40219",18,"38.1301863,-85.6944069",38.1301863,-85.6944069,FALSE
"BRECKENRIDGE LN / SIX MILE LN, LOUISVILLE, KY, 40220",18,"38.1975893,-85.6251325",38.1975893,-85.6251325,FALSE
"BRIDGE - I64E / SHERMAN MINTON BRIDGE, LOUISVILLE, KY, 40212",18,"38.2787315,-85.82226",38.2787315,-85.82226,FALSE
"BROADLEAF DR / SHANKS LN, LOUISVILLE, KY, 40216",18,"38.195789,-85.8434397",38.195789,-85.8434397,FALSE
"BROWN AUSTIN RD / NEW CUT RD, LOUISVILLE, KY, 40118",18,"38.1242192,-85.7764882",38.1242192,-85.7764882,FALSE
"CALDWELL ST / S HANCOCK ST, LOUISVILLE, KY, 40203",18,"38.2388774,-85.7446179",38.2388774,-85.7446179,FALSE
"CAMP GROUND RD / LAKE DREAMLAND RD, LOUISVILLE, KY, 40216",18,"38.2044749,-85.8526422",38.2044749,-85.8526422,FALSE
"CAMP ST, LOUISVILLE, KY, 40203",18,"38.2317234,-85.7478196",38.2317234,-85.7478196,FALSE
"CANE RUN RD / HUDSON AVE, LOUISVILLE, KY, 40211",18,"38.2218697,-85.8117003",38.2218697,-85.8117003,FALSE
"CANE RUN RD / LINWOOD AVE, LOUISVILLE, KY, 40211",18,"38.2226889,-85.810913",38.2226889,-85.810913,FALSE
"CENTRAL AVE / MONTANA AVE, LOUISVILLE, KY, 40208",18,"38.2072559,-85.7770331",38.2072559,-85.7770331,FALSE
"CLIFF AVE / W EVELYN AVE, LOUISVILLE, KY, 40215",18,"38.1966555,-85.7748193",38.1966555,-85.7748193,FALSE
"CONN ST / POWELL AVE, LOUISVILLE, KY, 40215",18,"38.1958322,-85.790821",38.1958322,-85.790821,FALSE
"CONSTANCE DR / GRAFTON HALL RD, LOUISVILLE, KY, 40272",18,"38.0992156,-85.8545846",38.0992156,-85.8545846,FALSE
"CYPRESS ST / WOODLAND AVE, LOUISVILLE, KY, 40211",18,"38.233834,-85.798118",38.233834,-85.798118,FALSE
"DEARCY AVE / OLEANDA AVE, LOUISVILLE, KY, 40215",18,"38.2005944,-85.7798337",38.2005944,-85.7798337,FALSE
"DEL RIO PL / MINA TER, LOUISVILLE, KY, 40220",18,"38.2147426,-85.6555632",38.2147426,-85.6555632,FALSE
"DIXIE HWY / GARRS LN, LOUISVILLE, KY, NA",18,"38.189397,-85.8099811",38.189397,-85.8099811,FALSE
"DIXIE HWY / MEYERS LN, LOUISVILLE, KY, 40216",18,"38.1648088,-85.8302639",38.1648088,-85.8302639,FALSE
"DIXIE HWY / SPEEDWAY AVE, LOUISVILLE, KY, 40272",18,"38.1175975,-85.8587991",38.1175975,-85.8587991,FALSE
"DORSEY LN / SHELBYVILLE RD, LOUISVILLE, KY, 40223",18,"38.2454658,-85.5646485",38.2454658,-85.5646485,FALSE
"DR WILLIAM G WEATHERS DR / WILSON AVE, LOUISVILLE, KY, 40211",18,"38.2278875,-85.8066854",38.2278875,-85.8066854,FALSE
"E BURNETT AVE / HICKORY ST, LOUISVILLE, KY, 40217",18,"38.2227053,-85.7389953",38.2227053,-85.7389953,FALSE
"E MAIN ST / N SHELBY ST, LOUISVILLE, KY, 40202",18,"38.2545629,-85.7378036",38.2545629,-85.7378036,FALSE
"E ORELL RD / PENDLETON RD, LOUISVILLE, KY, 40272",18,"38.0604362,-85.8803012",38.0604362,-85.8803012,FALSE
"EDWARD ST / WINTER AVE, LOUISVILLE, KY, 40204",18,"38.2365452,-85.7259846",38.2365452,-85.7259846,FALSE
"FERN VALLEY RD / INDUSTRIAL BLVD, LOUISVILLE, KY, 40213",18,"38.1569969,-85.7080646",38.1569969,-85.7080646,FALSE
"FISK CT / SIMMONS CT, LOUISVILLE, KY, 40203",18,"38.253295,-85.7714529",38.253295,-85.7714529,FALSE
"FRANKFORT AVE / N KEATS AVE, LOUISVILLE, KY, 40206",18,"38.2535069,-85.7016634",38.2535069,-85.7016634,FALSE
"FREEDOM WAY / PHILLIPS LN, LOUISVILLE, KY, 40209",18,"38.1938217,-85.7391814",38.1938217,-85.7391814,FALSE
"GOLDSMITH LN / HIKES LN, LOUISVILLE, KY, 40218",18,"38.2053114,-85.6501147",38.2053114,-85.6501147,FALSE
"GRADE LN / MELTON AVE, LOUISVILLE, KY, 40213",18,"38.1458197,-85.7376012",38.1458197,-85.7376012,FALSE
"GRAFTON HALL RD / VALLEY STATION RD, LOUISVILLE, KY, 40272",18,"38.1054268,-85.8559112",38.1054268,-85.8559112,FALSE
"HAMES TRCE / S HURSTBOURNE PKY, LOUISVILLE, KY, 40291",18,"38.1667695,-85.6065957",38.1667695,-85.6065957,FALSE
"HARPERS FERRY RD / NEW CUT RD, LOUISVILLE, KY, 40214",18,"38.1320673,-85.7725748",38.1320673,-85.7725748,FALSE
"HURSTBOURNE LN / TAYLORSVILLE RD, LOUISVILLE, KY, 40220",18,"38.2162296,-85.5924359",38.2162296,-85.5924359,FALSE
"I 264 RAMP / I 264 RAMP, LOUISVILLE, KY, 40211",18,"38.1994227,-85.7015082",38.1994227,-85.7015082,FALSE
"I264E / CANE RUN RD (LAKE DREAMLAND SIDE), LOUISVILLE, KY, 40216",18,"38.1928076,-85.845308",38.1928076,-85.845308,FALSE
"I264E / CRITTENDEN DR, LOUISVILLE, KY, 40209",18,"38.18207,-85.7509972",38.18207,-85.7509972,FALSE
"I264W / CRITTENDEN DR, LOUISVILLE, KY, 40209",18,"38.18207,-85.7509972",38.18207,-85.7509972,FALSE
"I265N / BEULAH CHURCH RD, LOUISVILLE, KY, 40228",18,"38.1278084,-85.6143104",38.1278084,-85.6143104,FALSE
"I265N / BILLTOWN RD, LOUISVILLE, KY, 40299",18,"38.1593968,-85.5638647",38.1593968,-85.5638647,FALSE
"I65N / OUTER LOOP, LOUISVILLE, KY, 40219",18,"38.1370021,-85.7051476",38.1370021,-85.7051476,FALSE
"LONGFIELD AVE / WIZARD AVE, LOUISVILLE, KY, 40215",18,"38.1986271,-85.777407",38.1986271,-85.777407,FALSE
"LORETTA ST, LOUISVILLE, KY, 40213",18,"38.164881,-85.709566",38.164881,-85.709566,FALSE
"MARCH BLVD / E WHEATMORE DR, LOUISVILLE, KY, 40215",18,"38.192187,-85.7973612",38.192187,-85.7973612,FALSE
"MINOR LN / SOUTH PARK RD, LOUISVILLE, KY, 40219",18,"38.1157619,-85.7149284",38.1157619,-85.7149284,FALSE
"N 24TH ST / W MAIN ST, LOUISVILLE, KY, 40212",18,"38.2602871,-85.7896345",38.2602871,-85.7896345,FALSE
"N 36TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",18,"38.2650494,-85.8093376",38.2650494,-85.8093376,FALSE
"N 39TH ST / W MAIN ST, LOUISVILLE, KY, 40212",18,"38.263754,-85.8133189",38.263754,-85.8133189,FALSE
"N HITE AVE / LINDSAY AVE, LOUISVILLE, KY, 40206",18,"38.2627789,-85.701353",38.2627789,-85.701353,FALSE
"OLEANDA AVE, LOUISVILLE, KY, 40215",18,"38.2037394,-85.7853126",38.2037394,-85.7853126,FALSE
"OUTER LOOP / VAUGHN MILL RD, LOUISVILLE, KY, 40228",18,"38.1373269,-85.6284118",38.1373269,-85.6284118,FALSE
"PARK - SENECA PARK, LOUISVILLE, KY, 40205",18,"38.2346208,-85.6717299",38.2346208,-85.6717299,FALSE
"PARK - THURMAN HUTCHINS PARK, LOUISVILLE, KY, 40207",18,"38.2820421,-85.6922915",38.2820421,-85.6922915,FALSE
"ROGERS ST / RUBEL AVE, LOUISVILLE, KY, 40204",18,"38.244586,-85.7299627",38.244586,-85.7299627,FALSE
"S 1ST ST / W BROADWAY, LOUISVILLE, KY, 40202",18,"38.2457234,-85.7533904",38.2457234,-85.7533904,FALSE
"S 22ND ST / DIXDALE AVE, LOUISVILLE, KY, 40210",18,"38.2223709,-85.7954763",38.2223709,-85.7954763,FALSE
"S 23RD ST / ST LOUIS AVE, LOUISVILLE, KY, 40210",18,"38.2342855,-85.7932487",38.2342855,-85.7932487,FALSE
"S 25TH ST / WILSON AVE, LOUISVILLE, KY, 40210",18,"38.2347235,-85.795134",38.2347235,-85.795134,FALSE
"S 27TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",18,"38.255348,-85.7955609",38.255348,-85.7955609,FALSE
"S 33RD ST / W MARKET ST, LOUISVILLE, KY, 40212",18,"38.2607785,-85.8056199",38.2607785,-85.8056199,FALSE
"S 39TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",18,"38.2465129,-85.8166332",38.2465129,-85.8166332,FALSE
"S 3RD ST / HEYWOOD AVE, LOUISVILLE, KY, 40208",18,"38.2062332,-85.7637043",38.2062332,-85.7637043,FALSE
"S 3RD ST / I 264 RAMP, LOUISVILLE, KY, 40214",18,"38.1815764,-85.7662333",38.1815764,-85.7662333,FALSE
"S 3RD ST / M ST, LOUISVILLE, KY, 40208",18,"38.2088476,-85.7632466",38.2088476,-85.7632466,FALSE
"S 3RD ST / W BURNETT AVE, LOUISVILLE, KY, 40208",18,"38.2271298,-85.7600228",38.2271298,-85.7600228,FALSE
"S 3RD ST, LOUISVILLE, KY, 40202",18,"38.2492601,-85.7561457",38.2492601,-85.7561457,FALSE
"S 40TH ST / VERMONT AVE, LOUISVILLE, KY, 40211",18,"38.2566049,-85.8167708",38.2566049,-85.8167708,FALSE
"S 41ST ST / DOERHOEFER AVE, LOUISVILLE, KY, 40211",18,"38.248281,-85.81936",38.248281,-85.81936,FALSE
"S 6TH ST, LOUISVILLE, KY, 40202",18,"38.2498046,-85.7611059",38.2498046,-85.7611059,FALSE
"S HANCOCK ST / E JEFFERSON ST, LOUISVILLE, KY, 40202",18,"38.252238,-85.742307",38.252238,-85.742307,FALSE
"SOUTHSIDE DR / W TENNY AVE, LOUISVILLE, KY, 40214",18,"38.1767048,-85.7647019",38.1767048,-85.7647019,FALSE
"W BROADWAY / MADELON CT, LOUISVILLE, KY, 40211",18,"38.2499318,-85.8091964",38.2499318,-85.8091964,FALSE
"W FAIRMONT AVE / SOUTHERN PKY, LOUISVILLE, KY, 40214",18,"38.1953318,-85.7668324",38.1953318,-85.7668324,FALSE
"W MANSLICK RD / MITCHELL HILL RD, LOUISVILLE, KY, 40118",18,"38.112313,-85.7781409",38.112313,-85.7781409,FALSE
"W MARKET ST / S SHAWNEE TER, LOUISVILLE, KY, 40212",18,"38.2642888,-85.8224572",38.2642888,-85.8224572,FALSE
"WF - BIG FOUR WALKING RAMP, LOUISVILLE, KY, 40206",18,"38.2652746,-85.7388666",38.2652746,-85.7388666,FALSE
"10500 NATIONAL TPKE, LOUISVILLE, KY, 40118",17,"38.0981089,-85.7385808",38.0981089,-85.7385808,FALSE
"1100 FOREST BRIDGE RD, LOUISVILLE, KY, 40223",17,"38.2604052,-85.5757593",38.2604052,-85.5757593,FALSE
"11000 BENSON LN, LOUISVILLE, KY, 40272",17,"38.0957847,-85.8608784",38.0957847,-85.8608784,FALSE
"11700 INTERCHANGE DR, LOUISVILLE, KY, 40229",17,"38.094035,-85.674708",38.094035,-85.674708,FALSE
"1300 BROCKTON CT, LOUISVILLE, KY, 40219",17,"38.1233581,-85.7417696",38.1233581,-85.7417696,FALSE
"1300 GLENGARRY DR, LOUISVILLE, KY, 40219",17,"38.1240235,-85.7423047",38.1240235,-85.7423047,FALSE
"14700 FORBES CIR, LOUISVILLE, KY, 40245",17,"38.2705758,-85.4873021",38.2705758,-85.4873021,FALSE
"1700 RIVER RD, LOUISVILLE, KY, 40206",17,"38.265439,-85.716582",38.265439,-85.716582,FALSE
"200 S PETERSON AVE, LOUISVILLE, KY, 40206",17,"38.2526291,-85.6981142",38.2526291,-85.6981142,FALSE
"200 SOUTHWESTERN PKY, LOUISVILLE, KY, 40212",17,"38.2651498,-85.8256688",38.2651498,-85.8256688,FALSE
"2300 DIXIE HWY, LOUISVILLE, KY, 40216",17,"38.2166124,-85.7956329",38.2166124,-85.7956329,FALSE
"3000 KLONWAY DR, LOUISVILLE, KY, 40220",17,"38.20496,-85.634554",38.20496,-85.634554,FALSE
"400 BROHM ST, LOUISVILLE, KY, 40208",17,"38.2207996,-85.7674406",38.2207996,-85.7674406,FALSE
"4200 HIGH STONE WAY, LOUISVILLE, KY, 40299",17,"38.1857388,-85.6037798",38.1857388,-85.6037798,FALSE
"4400 BAYGARDEN CT, LOUISVILLE, KY, 40245",17,"38.3077249,-85.5292109",38.3077249,-85.5292109,FALSE
"5100 INTERCHANGE WAY, LOUISVILLE, KY, 40229",17,"38.0967961,-85.6785429",38.0967961,-85.6785429,FALSE
"5200 VALLEY STATION RD, LOUISVILLE, KY, 40272",17,"38.1053885,-85.8562441",38.1053885,-85.8562441,FALSE
"5700 BAY HARBOR DR, LOUISVILLE, KY, 40228",17,"38.1711106,-85.6373608",38.1711106,-85.6373608,FALSE
"6800 SYLVANIA NO 4 RD, LOUISVILLE, KY, 40258",17,"38.1546559,-85.8751659",38.1546559,-85.8751659,FALSE
"7100 BLACK MOUNTAIN DR, LOUISVILLE, KY, 40228",17,"38.1716115,-85.6348408",38.1716115,-85.6348408,FALSE
"7100 NANISINH WAY, LOUISVILLE, KY, 40258",17,"38.1168837,-85.8909416",38.1168837,-85.8909416,FALSE
