BLOCK_ADDRESS,geocode_city,geocode_state,ZIP_CODE,.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
"S FLOYD ST / E JACOB ST",Louisville,Kentucky,40203,10,38.243984,-85.749934,1,intersection,,"E Jacob St",Louisville,KY,"Jefferson County",40203,US
"S FLOYD ST / E JEFFERSON ST",Louisville,Kentucky,40202,15,38.252896,-85.748374,0.93,intersection,,"E Jefferson St",Louisville,KY,"Jefferson County",40202,US
"S FLOYD ST / E KENTUCKY ST",Louisville,Kentucky,40203,19,38.237995,-85.750988,1,intersection,,"E Kentucky St",Louisville,KY,"Jefferson County",40203,US
"S FLOYD ST / E LEE ST",Louisville,Kentucky,40208,14,38.222459,-85.753726,1,intersection,,"E Lee St",Louisville,KY,"Jefferson County",40208,US
"S FLOYD ST / E LIBERTY ST",Louisville,Kentucky,40202,15,38.252143,-85.748508,1,intersection,,"E Liberty St",Louisville,KY,"Jefferson County",40202,US
"S FLOYD ST / E MAGNOLIA AVE",Louisville,Kentucky,40208,7,38.221003,-85.753956,1,street_center,,"S Floyd St",Louisville,KY,"Jefferson County",40208,US
"S FLOYD ST / E MAIN ST",Louisville,Kentucky,40202,2,38.255672,-85.747886,0.94,intersection,,"E Main St",Louisville,KY,"Jefferson County",40202,US
"S FLOYD ST / E MARKET ST",Louisville,Kentucky,40202,34,38.254282,-85.748131,1,intersection,,"E Market St",Louisville,KY,"Jefferson County",40202,US
"S FLOYD ST / E MUHAMMAD ALI BLVD",Louisville,Kentucky,40202,20,38.250197,-85.748848,1,intersection,,"E Muhammad Ali Blvd",Louisville,KY,"Jefferson County",40202,US
"S FLOYD ST / E OAK ST",Louisville,Kentucky,40203,41,38.234199,-85.751404,0.98,intersection,,"E Oak St",Louisville,KY,"Jefferson County",40203,US
"S FLOYD ST / E ORMSBY AVE",Louisville,Kentucky,40203,39,38.231443,-85.752144,1,intersection,,"E Ormsby Ave",Louisville,KY,"Jefferson County",40203,US
"S FLOYD ST / E ST CATHERINE ST",Louisville,Kentucky,40203,102,38.236469,-85.751263,1,intersection,,"E St Catherine St",Louisville,KY,"Jefferson County",40203,US
"S FLOYD ST / HAHN ST",Louisville,Kentucky,40209,2,38.209987,-85.755929,1,street_center,,"S Floyd St",Louisville,KY,"Jefferson County",40209,US
"S FLOYD ST / LENNOX AVE",Louisville,Kentucky,40209,6,38.197994,-85.75668,1,intersection,,"Lennox Ave",Louisville,KY,"Jefferson County",40209,US
"S FLOYD ST / PARK BLVD",Louisville,Kentucky,40209,1,38.197994,-85.75668,1,intersection,,"Park Blvd",Louisville,KY,"Jefferson County",40209,US
"S FLOYD ST / WARNOCK ST",Louisville,Kentucky,40208,10,38.221003,-85.753956,1,street_center,,"S Floyd St",Louisville,KY,"Jefferson County",40208,US
"S FLOYD ST / WOODBINE ST",Louisville,Kentucky,40208,13,38.229254,-85.752528,1,intersection,,"S Floyd St",Louisville,KY,"Jefferson County",40208,US
"S FOEBURN LN / WESTPORT RD",Louisville,Kentucky,40207,2,38.265172,-85.633574,0.94,intersection,,"Foeburn Ln",Louisville,KY,"Jefferson County",40207,US
"S GALT AVE / GRINSTEAD DR",Louisville,Kentucky,40206,1,38.248652,-85.694735,1,intersection,,"Grinstead Dr",Louisville,KY,"Jefferson County",40206,US
"S GALT AVE / ROWLAND AVE",Louisville,Kentucky,40206,1,38.251429,-85.695297,1,intersection,,"Rowland Ave",Louisville,KY,"Jefferson County",40206,US
"S HANCOCK ST / E JACOB ST",Louisville,Kentucky,40203,4,38.243186,-85.743879,1,intersection,,"E Jacob St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / E JEFFERSON ST",Louisville,Kentucky,40202,10,38.252237,-85.742306,1,intersection,,"E Jefferson St",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / E KENTUCKY ST",Louisville,Kentucky,40203,6,38.237354,-85.744883,1,intersection,,"E Kentucky St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / E LIBERTY ST",Louisville,Kentucky,40202,22,38.25085,-85.742165,0.97,intersection,,"E Liberty St",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / E MADISON ST",Louisville,Kentucky,40202,7,38.248443,-85.742967,1,intersection,,"E Madison St",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / E MARKET ST",Louisville,Kentucky,40202,28,38.253625,-85.74206,1,intersection,,"E Market St",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / E MUHAMMAD ALI BLVD",Louisville,Kentucky,40202,24,38.249536,-85.742784,1,intersection,,"E Muhammad Ali Blvd",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / E OAK ST",Louisville,Kentucky,40203,5,38.233987,-85.745465,1,intersection,,"E Oak St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / E ORMSBY AVE",Louisville,Kentucky,40203,11,38.230578,-85.746054,1,intersection,,"E Ormsby Ave",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / E ST CATHERINE ST",Louisville,Kentucky,40203,13,38.235121,-85.745295,1,intersection,,"E St Catherine St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / LAMPTON ST",Louisville,Kentucky,40203,2,38.241749,-85.744126,0.98,intersection,,"Lampton St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / MARSHALL ST",Louisville,Kentucky,40202,16,38.250222,-85.74266,1,intersection,,"Marshall Ct",Louisville,KY,"Jefferson County",40202,US
"S HANCOCK ST / ROSELANE ST",Louisville,Kentucky,40203,1,38.23998,-85.744456,1,street_center,,"S Hancock St",Louisville,KY,"Jefferson County",40203,US
"S HANCOCK ST / SPRINGER ALY",Louisville,Kentucky,40202,1,38.246705,-85.74327,1,intersection,,"S Hancock St",Louisville,KY,"Jefferson County",40202,US
"S HURSTBOURNE PKY / HURSTBOURNE PARK BLVD",Louisville,Kentucky,40220,1,38.220659,-85.58084,0.97,intersection,,"Hurstbourne Park Blvd",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / I 64 RAMP",Louisville,Kentucky,40220,9,38.217685,-85.587091,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / I 64 RAMP",Louisville,Kentucky,40222,5,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / I64",Louisville,Kentucky,40220,6,38.217685,-85.587091,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / I64",Louisville,Kentucky,NA,4,38.220361,-85.581073,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / I64W",Louisville,Kentucky,40222,1,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / LINN STATION RD",Louisville,Kentucky,40222,3,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / LINN STATION RD",Louisville,Kentucky,NA,9,38.220361,-85.581073,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / LISA CT",Louisville,Kentucky,40291,3,38.161835,-85.626598,1,street_center,,"S Hurstbourne Ln",Louisville,KY,"Jefferson County",40291,US
"S HURSTBOURNE PKY / PATRIOTS CROSSING TRL",Louisville,Kentucky,40228,7,38.162351,-85.639252,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40228,US
"S HURSTBOURNE PKY / RAINTREE DR",Louisville,Kentucky,40220,7,38.217685,-85.587091,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / RIDGEHURST PL",Louisville,Kentucky,40299,1,38.193031,-85.604823,1,intersection,,"Ridgehurst Pl",Louisville,KY,"Jefferson County",40299,US
"S HURSTBOURNE PKY / S WATTERSON TRL",Louisville,Kentucky,40291,11,38.184154,-85.60252,0.78,intersection,,"Hurstbourne Woods Dr",Louisville,KY,"Jefferson County",40299,US
"S HURSTBOURNE PKY / SEATON SPRINGS PKY",Louisville,Kentucky,NA,1,38.235934,-85.577021,1,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / SHELBYVILLE RD",Louisville,Kentucky,40222,2,38.246392,-85.576903,1,intersection,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / SIX MILE LN",Louisville,Kentucky,40220,14,38.217685,-85.587091,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / STONE CREEK PKY",Louisville,Kentucky,40222,1,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / STONE CREEK PKY",Louisville,Kentucky,NA,2,38.220361,-85.581073,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / STONY BROOK DR",Louisville,Kentucky,40291,3,38.210901,-85.597586,0.8,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / STONY BROOK DR",Louisville,Kentucky,NA,3,38.210901,-85.597586,1,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / TAYLORSVILLE RD",Louisville,Kentucky,40220,6,38.21551,-85.591072,1,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / TAYLORSVILLE RD",Louisville,Kentucky,NA,1,38.21551,-85.591072,1,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / TIMBERWOOD CIR",Louisville,Kentucky,NA,6,38.220361,-85.581073,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40220,US
"S HURSTBOURNE PKY / VASSEL RD",Louisville,Kentucky,40228,1,38.162351,-85.639252,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40228,US
"S HURSTBOURNE PKY / VIEUX CARRE DR",Louisville,Kentucky,40222,3,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / WATTBOURNE LN",Louisville,Kentucky,40299,9,38.194259,-85.604514,1,street_center,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40299,US
"S HURSTBOURNE PKY / WATTERSON TRL",Louisville,Kentucky,40299,22,38.184154,-85.60252,0.78,intersection,,"Hurstbourne Woods Dr",Louisville,KY,"Jefferson County",40299,US
"S HURSTBOURNE PKY / WHITTINGTON PKY",Louisville,Kentucky,40222,6,38.242109,-85.576948,0.8,intersection,,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S HURSTBOURNE PKY / WILLIAMSBURG PLZ",Louisville,Kentucky,40222,1,38.248226,-85.577754,1,street_center,,"N Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"S JACKSON ST / E JACOB ST",Louisville,Kentucky,40203,8,38.243396,-85.745894,1,intersection,,"E Jacob St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / E JEFFERSON ST",Louisville,Kentucky,40202,22,38.252455,-85.744323,1,intersection,,"E Jefferson St",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / E KENTUCKY ST",Louisville,Kentucky,40203,25,38.237561,-85.746903,1,intersection,,"E Kentucky St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / E LIBERTY ST",Louisville,Kentucky,40202,58,38.251112,-85.744564,1,intersection,,"E Liberty St",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / E MAIN ST",Louisville,Kentucky,40202,11,38.250594,-85.744676,1,street_center,,"S Jackson St",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / E MARKET ST",Louisville,Kentucky,40202,18,38.253828,-85.744082,1,intersection,,"E Market St",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / E MUHAMMAD ALI BLVD",Louisville,Kentucky,40202,22,38.249755,-85.744795,1,intersection,,"E Muhammad Ali Blvd",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / E OAK ST",Louisville,Kentucky,40203,22,38.234196,-85.747486,1,intersection,,"E Oak St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / E ORMSBY AVE",Louisville,Kentucky,40203,27,38.230789,-85.748072,1,intersection,,"E Ormsby Ave",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / E ST CATHERINE ST",Louisville,Kentucky,40203,40,38.235327,-85.747293,1,intersection,,"E St Catherine St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / LAMPTON ST",Louisville,Kentucky,40203,13,38.241961,-85.746142,1,intersection,,"Lampton St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / MARRET AVE",Louisville,Kentucky,40208,5,38.228621,-85.748436,1,street_center,,"S Jackson St",Louisville,KY,"Jefferson County",40208,US
"S JACKSON ST / MARSHALL ST",Louisville,Kentucky,40202,5,38.250444,-85.744676,1,intersection,,"Marshall Ct",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / ROSELANE ST",Louisville,Kentucky,40203,3,38.242795,-85.746001,0.8,intersection,,"Roselane Ct",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / S PRESTON ST",Louisville,Kentucky,40208,16,38.228621,-85.748436,1,street_center,,"S Jackson St",Louisville,KY,"Jefferson County",40208,US
"S JACKSON ST / SHELBY PKY",Louisville,Kentucky,40203,6,38.232517,-85.747774,1,intersection,,"S Jackson St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / SPRINGER ALY",Louisville,Kentucky,40202,1,38.246925,-85.745288,1,intersection,,"S Jackson St",Louisville,KY,"Jefferson County",40202,US
"S JACKSON ST / STRATER ALY",Louisville,Kentucky,40203,5,38.238933,-85.746639,1,street_center,,"S Jackson St",Louisville,KY,"Jefferson County",40203,US
"S JACKSON ST / WOODBINE ST",Louisville,Kentucky,40208,1,38.228771,-85.748436,1,intersection,,"S Jackson St",Louisville,KY,"Jefferson County",40208,US
"S JACKSON ST UOFL HOSPITAL",Louisville,Kentucky,NA,3,38.242945,-85.746001,1,street_center,,"S Jackson St",Louisville,KY,"Jefferson County",40203,US
"S JANE ST / PAYNE ST",Louisville,Kentucky,40206,1,38.252086,-85.703122,1,intersection,,"Payne St",Louisville,KY,"Jefferson County",40206,US
"S LONGWORTH AVE / W MARKET ST",Louisville,Kentucky,40212,18,38.266332,-85.823567,1,street_center,,"S Longworth Ave",Louisville,KY,"Jefferson County",40212,US
"S LYNDON LN / OXMOOR WOODS PKY",Louisville,Kentucky,40222,1,38.247118,-85.59904,1,street_center,,"S Lyndon Ln",Louisville,KY,"Jefferson County",40222,US
"S MADISON AVE / WAYSIDE AVE",Louisville,Kentucky,40243,1,38.243831,-85.53909,1,street_center,,"S Madison Ave",Louisville,KY,"Jefferson County",40243,US
"S POPE LICK RD / POPLAR LN",Louisville,Kentucky,40299,1,38.211556,-85.504542,1,intersection,,"Poplar Ln",Louisville,KY,"Jefferson County",40299,US
"S POPE LICK RD / TAYLORSVILLE RD",Louisville,Kentucky,40299,8,38.208536,-85.501523,1,street_center,,"S Pope Lick Rd",Louisville,KY,"Jefferson County",40299,US
"S POPE LICK RD / TUCKER STATION RD",Louisville,Kentucky,40299,1,38.208536,-85.501523,1,street_center,,"S Pope Lick Rd",Louisville,KY,"Jefferson County",40299,US
"S PRESTON ST",Louisville,Kentucky,NA,4,38.233901,-85.74947,1,street_center,,"S Preston St",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / E ST CATHERINE ST",Louisville,Kentucky,40203,44,38.236211,-85.7491,1,intersection,,"E St Catherine St",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / ROLAND ST",Louisville,Kentucky,40203,7,38.237612,-85.748831,1,street_center,,"S Preston St",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / ROSELANE ST",Louisville,Kentucky,40203,11,38.242877,-85.747947,0.8,intersection,,"Roselane Ct",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / S SHELBY ST",Louisville,Kentucky,40217,3,38.213492,-85.74208,0.98,intersection,,"S Preston St",Louisville,KY,"Jefferson County",40217,US
"S PRESTON ST / SHELBY PKY",Louisville,Kentucky,40203,9,38.232721,-85.749702,0.95,intersection,,"S Preston St",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / STEIN CT",Louisville,Kentucky,40203,5,38.232934,-85.749662,1,intersection,,"S Preston St",Louisville,KY,"Jefferson County",40203,US
"S PRESTON ST / WOODBINE ST",Louisville,Kentucky,40208,15,38.228942,-85.750351,0.99,intersection,,"S Preston St",Louisville,KY,"Jefferson County",40208,US
"S PRESTON ST/E ORMSBY AVE",Louisville,Kentucky,NA,2,38.23099,-85.75,1,intersection,,"E Ormsby Ave",Louisville,KY,"Jefferson County",40203,US
"S SHAWNEE TER / SOUTHWESTERN PKY",Louisville,Kentucky,40212,1,38.264043,-85.822099,1,street_center,,"S Shawnee Ter",Louisville,KY,"Jefferson County",40212,US
"S SHELBY ST",Louisville,Kentucky,NA,2,38.233538,-85.741466,1,street_center,,"S Shelby St",Louisville,KY,"Jefferson County",40203,US
"S SHELBY ST / E ST CATHERINE ST",Louisville,Kentucky,40203,15,38.240043,-85.740333,1,street_center,,"S Shelby St",Louisville,KY,"Jefferson County",40203,US
"S SHELBY ST / SYLVIA ST",Louisville,Kentucky,40217,1,38.223726,-85.742722,0.95,intersection,,"S Shelby St",Louisville,KY,"Jefferson County",40217,US
"S SHELBY ST / TEXAS AVE",Louisville,Kentucky,40217,2,38.223038,-85.742966,1,street_center,,"S Shelby St",Louisville,KY,"Jefferson County",40217,US
"S SHELBY ST / ZIEGLER ST",Louisville,Kentucky,40217,7,38.221737,-85.743427,1,intersection,,"S Shelby St",Louisville,KY,"Jefferson County",40217,US
"S SHERRIN AVE / ST GERMAINE CT",Louisville,Kentucky,40207,1,38.245303,-85.643778,1,street_center,,"S Sherrin Ave",Louisville,KY,"Jefferson County",40207,US
"S WATTERSON TRL / WILDWOOD CIR",Louisville,Kentucky,40291,1,38.175834,-85.622771,1,intersection,,"S Watterson Trl",Louisville,KY,"Jefferson County",40291,US
"SADDLEBROOK CT / SADDLEBROOK LN",Louisville,Kentucky,40216,1,38.177878,-85.850684,1,intersection,,"Saddlebrook Ct",Louisville,KY,"Jefferson County",40216,US
"SADDLEBROOK LN / TEANECK LN",Louisville,Kentucky,40216,1,38.179215,-85.8495,1,street_center,,"Saddlebrook Ln",Louisville,KY,"Jefferson County",40216,US
"SADIE LN / SANDERS LN",Louisville,Kentucky,40216,2,38.180993,-85.812488,1,street_center,,"Sadie Ln",Louisville,KY,"Jefferson County",40216,US
"SADIE LN / YOLANDA DR",Louisville,Kentucky,40216,1,38.180993,-85.812488,1,street_center,,"Sadie Ln",Louisville,KY,"Jefferson County",40216,US
"SAGE RD / SHELBYVILLE RD",Louisville,Kentucky,40207,1,38.251372,-85.632384,0.96,intersection,,"Sage Rd",Louisville,KY,"Jefferson County",40207,US
"SALE AVE",Louisville,Kentucky,NA,1,38.197779,-85.786546,1,street_center,,"Sale Ave",Louisville,KY,"Jefferson County",40215,US
"SALE AVE / TAYLOR BLVD",Louisville,Kentucky,40215,50,38.197508,-85.782859,1,intersection,,"Sale Ave",Louisville,KY,"Jefferson County",40215,US
"SALE AVE / WARREN AVE",Louisville,Kentucky,40215,5,38.197589,-85.776972,0.98,intersection,,"Sale Ave",Louisville,KY,"Jefferson County",40215,US
"SALEM AVE / W ST CATHERINE ST",Louisville,Kentucky,40210,3,38.241193,-85.784454,1,street_center,,"Salem Ave",Louisville,KY,"Jefferson County",40210,US
"SALISBURY SQ / STONEHENGE DR",Louisville,Kentucky,40207,3,38.253994,-85.625624,0.97,intersection,,"Salisbury Sq",Louisville,KY,"Jefferson County",40207,US
"SAMUEL ST / SPRATT ST",Louisville,Kentucky,40204,4,38.22798,-85.734443,1,intersection,,"Samuel St",Louisville,KY,"Jefferson County",40204,US
"SAMUEL ST / TEXAS AVE",Louisville,Kentucky,40204,2,38.227083,-85.73301,0.95,intersection,,"Samuel St",Louisville,KY,"Jefferson County",40204,US
"SAMUEL ST / WETTERAU AVE",Louisville,Kentucky,40217,3,38.229063,-85.736406,1,street_center,,"Samuel St",Louisville,KY,"Jefferson County",40204,US
"SANCTUARY BLUFF LN / U S HIGHWAY 42",Louisville,Kentucky,40241,1,38.306785,-85.627158,0.76,intersection,,"Sanctuary Bluff Ln",Louisville,KY,"Jefferson County",40241,US
"SAND DR / ST ANDREWS CHURCH RD",Louisville,Kentucky,40258,1,38.143604,-85.830708,1,street_center,,"Sand Dr",Louisville,KY,"Jefferson County",40258,US
"SANDRAY BLVD / WATSON LN",Louisville,Kentucky,40272,5,38.059872,-85.897719,1,intersection,,"Sandray Blvd",Louisville,KY,"Jefferson County",40272,US
"SARATOGA WOODS DR / TAYLORSVILLE RD",Louisville,Kentucky,40299,2,38.185338,-85.540756,1,intersection,,"Saratoga Woods Dr",Louisville,KY,"Jefferson County",40299,US
"SAXON BLVD / SHEPHERDSVILLE RD",Louisville,Kentucky,40219,2,38.144554,-85.660095,1,intersection,,"Saxon Blvd",Louisville,KY,"Jefferson County",40219,US
"SCARBOROUGH AVE",Louisville,Kentucky,NA,1,38.110277,-85.811172,1,street_center,,"Scarborough Ave",Louisville,KY,"Jefferson County",40272,US
"SCENIC LOOP",Louisville,Kentucky,40205,1,38.227058,-85.679113,1,street_center,,"Scenic Hl",Louisville,KY,"Jefferson County",40205,US
"SCHNEITER AVE / SOUTHGATE AVE",Louisville,Kentucky,40215,1,38.20375,-85.786785,1,street_center,,"Schneiter Ave",Louisville,KY,"Jefferson County",40215,US
"SCHNEITER AVE / WEYLER AVE",Louisville,Kentucky,40215,1,38.203258,-85.786313,1,intersection,,"Schneiter Ave",Louisville,KY,"Jefferson County",40215,US
"SCHOOL WAY / SOUTHERN PKY",Louisville,Kentucky,40214,2,38.172718,-85.771838,1,street_center,,"School Way",Louisville,KY,"Jefferson County",40214,US
"SCRIM AVE / VALLEY STATION RD",Louisville,Kentucky,40272,6,38.110391,-85.851344,1,street_center,,"Scrim Ave",Louisville,KY,"Jefferson County",40272,US
"SEARS AVE / SHELBYVILLE RD",Louisville,Kentucky,40207,1,38.252181,-85.646513,1,intersection,,"Sears Ave",Louisville,KY,"Jefferson County",40207,US
"SEATONVILLE RD / SHAFFER LN",Louisville,Kentucky,40291,1,38.14365,-85.562736,1,intersection,,"Seatonville Rd",Louisville,KY,"Jefferson County",40291,US
"SEATONVILLE RD / TURKEY RUN PKY",Louisville,Kentucky,40299,1,38.136277,-85.534964,1,street_center,,"Seatonville Rd",Louisville,KY,"Jefferson County",40299,US
"SEELBACH AVE / TAYLOR BLVD",Louisville,Kentucky,40215,113,38.187778,-85.782645,0.92,intersection,,"Seelbach Ave",Louisville,KY,"Jefferson County",40215,US
"SEELBACH AVE / WHEELER AVE",Louisville,Kentucky,40215,1,38.188353,-85.788786,1,intersection,,"Seelbach Ave",Louisville,KY,"Jefferson County",40215,US
"SEMINARY DR / U S HIGHWAY 42",Louisville,Kentucky,40241,2,38.292541,-85.626877,1,street_center,,"Seminary Dr",Louisville,KY,"Jefferson County",40241,US
"SENECA PARK",Louisville,Kentucky,40205,40,38.226758,-85.679113,1,street_center,,"Seneca Dr",Louisville,KY,"Jefferson County",40205,US
"SENECA PARK TRACK",Louisville,Kentucky,40207,3,38.235156,-85.666315,1,street_center,,"Seneca Park Rd",Louisville,KY,"Jefferson County",40207,US
"SENECA TRAIL NORTH / SOUTHSIDE DR",Louisville,Kentucky,40214,3,38.159259,-85.764753,0.8,intersection,,"Seneca Trl",Louisville,KY,"Jefferson County",40214,US
"SENECA TRL / SENECA TRAIL NORTH",Louisville,Kentucky,40214,1,38.160342,-85.766267,1,street_center,,"Seneca Trl",Louisville,KY,"Jefferson County",40214,US
"SENECA TRL / SOUTHSIDE DR",Louisville,Kentucky,40214,6,38.159259,-85.764753,1,intersection,,"Seneca Trl",Louisville,KY,"Jefferson County",40214,US
"SENECA TRL / TECUMSEH AVE",Louisville,Kentucky,40214,1,38.160342,-85.766267,1,street_center,,"Seneca Trl",Louisville,KY,"Jefferson County",40214,US
"SENNRIDGE DR / TORRINGTON RD",Louisville,Kentucky,40272,2,38.102765,-85.861092,1,street_center,,"Sennridge Dr",Louisville,KY,"Jefferson County",40272,US
"SHADOW RUN RD / SHADY VILLA DR",Louisville,Kentucky,40219,1,38.162803,-85.687181,1,intersection,,"Shadow Run Rd",Louisville,KY,"Jefferson County",40219,US
"SHADY VILLA CT / SHADY VILLA DR",Louisville,Kentucky,40219,1,38.162894,-85.685974,1,street_center,,"Shady Villa Dr",Louisville,KY,"Jefferson County",40219,US
"SHAFFER LN / VETERANS DR",Louisville,Kentucky,40291,1,38.149303,-85.561855,1,street_center,,"Shaffer Ln",Louisville,KY,"Jefferson County",40291,US
"SHAFTESBURY DR / SHELBYVILLE RD",Louisville,Kentucky,40222,5,38.267429,-85.623671,1,place,,,Louisville,KY,"Jefferson County",40222,US
"SHASTA TRL / UNSELD BLVD",Louisville,Kentucky,40218,9,38.178573,-85.672303,1,intersection,,"Shasta Trl",Louisville,KY,"Jefferson County",40218,US
"SHASTA TRL / YAUPON LN",Louisville,Kentucky,40213,1,38.176853,-85.675806,1,street_center,,"Shasta Trl",Louisville,KY,"Jefferson County",40213,US
"SHASTA TRL / YEW LN",Louisville,Kentucky,40213,5,38.176853,-85.675806,1,street_center,,"Shasta Trl",Louisville,KY,"Jefferson County",40213,US
"SHAWNEE CROSSROADS",Louisville,Kentucky,NA,3,38.264743,-85.823604,1,street_center,,"Shawnee Dr",Louisville,KY,"Jefferson County",40212,US
"SHAWNEE DR / SOUTHWESTERN PKY",Louisville,Kentucky,40212,7,38.264743,-85.823604,1,street_center,,"Shawnee Dr",Louisville,KY,"Jefferson County",40212,US
"SHEBLY CT / STONY BROOK DR",Louisville,Kentucky,40291,2,38.147806,-85.57328,1,street_center,,"Shibley Ave",Louisville,KY,"Jefferson County",40291,US
"SHELBY PKY / S SHELBY ST",Louisville,Kentucky,40203,5,38.231895,-85.741721,1,intersection,,"S Shelby St",Louisville,KY,"Jefferson County",40203,US
"SHELBY ST / I65N",Louisville,Kentucky,40216,1,38.161673,-85.588596,1,street_center,,"Shelby St",Louisville,KY,"Jefferson County",40291,US
"SHELBY STATION DR / SHELBYVILLE RD",Louisville,Kentucky,40245,2,38.23928,-85.490189,1,intersection,,"Shelby Station Dr",Louisville,KY,"Jefferson County",40245,US
"SHELBYVILLE RD / I264",Louisville,Kentucky,40222,11,38.247652,-85.594468,1,street_center,,"Shelbyville Rd",Louisville,KY,"Jefferson County",40222,US
"SHELBYVILLE RD / I265",Louisville,Kentucky,40223,15,38.245839,-85.567792,1,street_center,,"Shelbyville Rd",Louisville,KY,"Jefferson County",40223,US
"SHELBYVILLE RD / I265N",Louisville,Kentucky,40245,1,38.23719,-85.481134,1,street_center,,"Shelbyville Rd",Louisville,KY,"Jefferson County",40245,US
"SHELBYVILLE RD / I265S",Louisville,Kentucky,40223,1,38.245839,-85.567792,1,street_center,,"Shelbyville Rd",Louisville,KY,"Jefferson County",40223,US
