BLOCK_ADDRESS,geocode_city,geocode_state,ZIP_CODE,.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
"1200 BRASHAER DR",Louisville,Kentucky,40210,1,38.225396,-85.775601,1,range_interpolation,1200,"Brashear Dr",Louisville,KY,"Jefferson County",40210,US
"1200 BRASHEAR DR",Louisville,Kentucky,40210,164,38.225396,-85.775601,1,range_interpolation,1200,"Brashear Dr",Louisville,KY,"Jefferson County",40210,US
"1200 BRIDGET DR",Louisville,Kentucky,40118,2,38.107972,-85.742047,1,range_interpolation,1200,"Bridget Dr",Fairdale,KY,"Jefferson County",40118,US
"1200 BROOKLINE AVE",Louisville,Kentucky,40214,1,38.174862,-85.780768,1,range_interpolation,1200,"Brookline Ave",Louisville,KY,"Jefferson County",40215,US
"1200 BROOKLINE AVE",Louisville,Kentucky,40215,13,38.174862,-85.780768,1,range_interpolation,1200,"Brookline Ave",Louisville,KY,"Jefferson County",40215,US
"1200 BROOKSHIRE CT",Louisville,Kentucky,40219,3,38.125167,-85.743924,1,range_interpolation,1200,"Brookshire Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 BURNWICK CT",Louisville,Kentucky,40214,3,38.129264,-85.789008,1,range_interpolation,1200,"Burnwick Ct",Louisville,KY,"Jefferson County",40214,US
"1200 CANNONBURY CT",Louisville,Kentucky,40118,1,38.126188,-85.741511,1,range_interpolation,1200,"Cannonbury Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 CANNONBURY CT",Louisville,Kentucky,40219,8,38.126188,-85.741511,1,range_interpolation,1200,"Cannonbury Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 CANTERCHASE DR",Louisville,Kentucky,40242,1,38.265056,-85.591793,1,range_interpolation,1200,"Canterchase Dr",Louisville,KY,"Jefferson County",40242,US
"1200 CARLISLE AVE",Louisville,Kentucky,40215,1,38.194424,-85.781835,1,range_interpolation,1200,"Carlisle Ave",Louisville,KY,"Jefferson County",40215,US
"1200 CARRICO AVE",Louisville,Kentucky,40215,20,38.184519,-85.780463,1,range_interpolation,1200,"Carrico Ave",Louisville,KY,"Jefferson County",40215,US
"1200 CASTLEWOOD AVE",Louisville,Kentucky,40204,2,38.230864,-85.725186,1,range_interpolation,1200,"Castlewood Ave",Louisville,KY,"Jefferson County",40204,US
"1200 CASTLEWOOD DELL",Louisville,Kentucky,40204,7,38.230864,-85.725186,1,range_interpolation,1200,"Castlewood Dell",Louisville,KY,"Jefferson County",40204,US
"1200 CATALPA CT",Louisville,Kentucky,40211,17,38.237346,-85.801009,1,range_interpolation,1200,"Catalpa Ct",Louisville,KY,"Jefferson County",40211,US
"1200 CECIL AVE",Louisville,Kentucky,40211,23,38.239873,-85.821863,1,range_interpolation,1200,"Cecil Ave",Louisville,KY,"Jefferson County",40211,US
"1200 CEDAR CT",Louisville,Kentucky,40203,147,38.253833,-85.770928,1,range_interpolation,1200,"Cedar Ct",Louisville,KY,"Jefferson County",40203,US
"1200 CENTRAL AVE",Louisville,Kentucky,40208,97,38.207414,-85.777023,1,range_interpolation,1200,"Central Ave",Louisville,KY,"Jefferson County",40208,US
"1200 CENTRAL AVE",Louisville,Kentucky,40215,1,38.207414,-85.777023,1,range_interpolation,1200,"Central Ave",Louisville,KY,"Jefferson County",40208,US
"1200 CHEROKEE RD",Louisville,Kentucky,40204,56,38.237994,-85.717665,1,range_interpolation,1200,"Cherokee Rd",Louisville,KY,"Jefferson County",40204,US
"1200 CHERRY BLOSSOM DR",Louisville,Kentucky,40272,14,38.114521,-85.788004,1,range_interpolation,1200,"Cherry Blossom Dr",Louisville,KY,"Jefferson County",40272,US
"1200 CHESTER AVE",Louisville,Kentucky,40204,1,38.233148,-85.740706,1,range_interpolation,1200,"Chester Ave",Louisville,KY,"Jefferson County",40204,US
"1200 CLARK RIDGE RD",Louisville,Kentucky,40023,4,38.215435,-85.426983,1,range_interpolation,1200,"Clark Ridge Rd",Fisherville,KY,"Jefferson County",40023,US
"1200 CLEO AVE",Louisville,Kentucky,40213,29,38.172604,-85.706587,1,range_interpolation,1200,"Cleo Ave",Louisville,KY,"Jefferson County",40213,US
"1200 CONSTITUTION DR",Louisville,Kentucky,40214,7,38.149206,-85.791016,1,range_interpolation,1200,"Constitution Dr",Louisville,KY,"Jefferson County",40214,US
"1200 COOPER AVE",Louisville,Kentucky,40219,14,38.119785,-85.677794,1,range_interpolation,1200,"Cooper Ave",Louisville,KY,"Jefferson County",40219,US
"1200 CROMWELL CT",Louisville,Kentucky,40118,5,38.125491,-85.743138,1,range_interpolation,1200,"Cromwell Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 CROMWELL CT",Louisville,Kentucky,40219,13,38.125491,-85.743138,1,range_interpolation,1200,"Cromwell Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 CROSSTIMBERS DR",Louisville,Kentucky,40245,3,38.257907,-85.448383,1,range_interpolation,1200,"Crosstimbers Dr",Louisville,KY,"Jefferson County",40245,US
"1200 CROWN AVE",Louisville,Kentucky,40204,16,38.232477,-85.72877,1,range_interpolation,1200,"Crown Ave",Louisville,KY,"Jefferson County",40204,US
"1200 CYPRESS ST",Louisville,Kentucky,40211,26,38.237711,-85.797552,1,range_interpolation,1200,"Cypress St",Louisville,KY,"Jefferson County",40211,US
"1200 DAHL RD",Louisville,Kentucky,40213,74,38.173619,-85.698332,1,range_interpolation,1200,"Dahl Rd",Louisville,KY,"Jefferson County",40213,US
"1200 DAHLIA DR",Louisville,Kentucky,40204,2,38.226668,-85.724231,0.8,street_center,,"Dahlia Dr",Louisville,KY,"Jefferson County",40204,US
"1200 DALMALLY CT",Louisville,Kentucky,40222,5,38.228253,-85.579442,1,range_interpolation,1200,"Dalmally Ct",Louisville,KY,"Jefferson County",40222,US
"1200 DARBYSHIRE RD",Louisville,Kentucky,40222,1,38.262877,-85.601177,1,range_interpolation,1200,"Darbyshire Rd",Louisville,KY,"Jefferson County",40222,US
"1200 DEBBIE DR",Louisville,Kentucky,40213,2,38.182302,-85.707306,1,range_interpolation,1200,"Debbie Dr",Louisville,KY,"Jefferson County",40213,US
"1200 DELOR AVE",Louisville,Kentucky,40217,6,38.218792,-85.739858,1,range_interpolation,1200,"Delor Ave",Louisville,KY,"Jefferson County",40217,US
"1200 DIXIE HWY",Louisville,Kentucky,40210,65,38.237256,-85.786773,1,range_interpolation,1200,"Dixie Hwy",Louisville,KY,"Jefferson County",40210,US
"1200 DON HUTSON BLVD",Louisville,Kentucky,40219,1,38.143749,-85.738446,1,range_interpolation,1200,"Don Hutson Blvd",Louisville,KY,"Jefferson County",40219,US
"1200 DONARD PARK AVE",Louisville,Kentucky,40218,2,38.202131,-85.671128,1,range_interpolation,1200,"Donard Park Ave",Louisville,KY,"Jefferson County",40218,US
"1200 DORIS DR",Louisville,Kentucky,40118,11,38.107098,-85.743307,1,range_interpolation,1200,"Doris Dr",Fairdale,KY,"Jefferson County",40118,US
"1200 DORSEY LN",Louisville,Kentucky,40223,8,38.267557,-85.565106,1,range_interpolation,1200,"Dorsey Ln",Louisville,KY,"Jefferson County",40223,US
"1200 DRESDEN AVE",Louisville,Kentucky,40215,50,38.19686,-85.781028,1,range_interpolation,1200,"Dresden Ave",Louisville,KY,"Jefferson County",40215,US
"1200 DRIFTWOOD DR",Louisville,Kentucky,40272,33,38.115073,-85.788428,1,range_interpolation,1200,"Driftwood Dr",Louisville,KY,"Jefferson County",40272,US
"1200 DUMESNIL ST",Louisville,Kentucky,40210,1,38.235311,-85.773797,1,range_interpolation,1200,"Dumesnil St",Louisville,KY,"Jefferson County",40210,US
"1200 DURRETT LN",Louisville,Kentucky,40213,37,38.18618,-85.724188,1,range_interpolation,1200,"Durrett Ln",Louisville,KY,"Jefferson County",40213,US
"1200 DURRETT LN",Louisville,Kentucky,NA,1,38.18618,-85.724188,1,range_interpolation,1200,"Durrett Ln",Louisville,KY,"Jefferson County",40213,US
"1200 E BRECKINRIDGE ST",Louisville,Kentucky,40204,22,38.239273,-85.732798,1,range_interpolation,1200,"E Breckinridge St",Louisville,KY,"Jefferson County",40204,US
"1200 E BROADWAY",Louisville,Kentucky,40204,63,38.243797,-85.729762,1,range_interpolation,1200,"E Broadway",Louisville,KY,"Jefferson County",40204,US
"1200 E BURNETT AVE",Louisville,Kentucky,40217,9,38.221571,-85.737504,1,range_interpolation,1200,"E Burnett Ave",Louisville,KY,"Jefferson County",40217,US
"1200 E KENTUCKY ST",Louisville,Kentucky,40204,18,38.235559,-85.729911,1,range_interpolation,1200,"E Kentucky St",Louisville,KY,"Jefferson County",40204,US
"1200 E MAIN ST",Louisville,Kentucky,40206,5,38.253301,-85.727487,1,range_interpolation,1200,"E Main St",Louisville,KY,"Jefferson County",40206,US
"1200 E OAK ST",Louisville,Kentucky,40204,15,38.234129,-85.73141,1,range_interpolation,1200,"E Oak St",Louisville,KY,"Jefferson County",40204,US
"1200 E WASHINGTON ST",Louisville,Kentucky,40206,12,38.256248,-85.729835,1,range_interpolation,1200,"E Washington St",Louisville,KY,"Jefferson County",40206,US
"1200 EASTERN PKY",Louisville,Kentucky,40204,18,38.225036,-85.724396,1,range_interpolation,1200,"Eastern Pkwy",Louisville,KY,"Jefferson County",40204,US
"1200 EASTWOOD FISHERVILLE RD",Louisville,Kentucky,40023,1,38.210573,-85.450644,1,range_interpolation,1200,"Eastwood Fisherville Rd",Fisherville,KY,"Jefferson County",40023,US
"1200 ELDERBERRY RIDGE LN",Louisville,Kentucky,40272,7,38.115546,-85.788845,1,range_interpolation,1200,"Elderberry Ridge Ln",Louisville,KY,"Jefferson County",40272,US
"1200 ELLISON AVE",Louisville,Kentucky,40204,11,38.230307,-85.730362,1,range_interpolation,1200,"Ellison Ave",Louisville,KY,"Jefferson County",40204,US
"1200 ETAWAH AVE",Louisville,Kentucky,40222,3,38.264892,-85.597161,1,range_interpolation,1200,"Etawah Ave",Louisville,KY,"Jefferson County",40222,US
"1200 EUCLID AVE",Louisville,Kentucky,40208,33,38.217223,-85.776597,1,range_interpolation,1200,"Euclid Ave",Louisville,KY,"Jefferson County",40208,US
"1200 EVERETT AVE",Louisville,Kentucky,40204,35,38.238741,-85.716235,1,range_interpolation,1200,"Everett Ave",Louisville,KY,"Jefferson County",40204,US
"1200 EVERGREEN RD",Louisville,Kentucky,40223,1,38.262408,-85.537906,1,range_interpolation,1200,"Evergreen Rd",Louisville,KY,"Jefferson County",40223,US
"1200 FAIRDALE RD",Louisville,Kentucky,40118,4,38.113256,-85.745317,1,range_interpolation,1200,"Fairdale Rd",Fairdale,KY,"Jefferson County",40118,US
"1200 FAIRLAND PL",Louisville,Kentucky,40211,4,38.239497,-85.827083,1,range_interpolation,1200,"Fairland Pl",Louisville,KY,"Jefferson County",40211,US
"1200 FALCONWOOD RD",Louisville,Kentucky,40222,5,38.265195,-85.601914,1,range_interpolation,1200,"Falconwood Rd",Louisville,KY,"Jefferson County",40222,US
"1200 FARMDALE AVE",Louisville,Kentucky,40213,23,38.191322,-85.724418,1,range_interpolation,1200,"Farmdale Ave",Louisville,KY,"Jefferson County",40213,US
"1200 FERN ST",Louisville,Kentucky,40204,24,38.248592,-85.728698,1,range_interpolation,1200,"Fern St",Louisville,KY,"Jefferson County",40204,US
"1200 FISCHER AVE",Louisville,Kentucky,40204,47,38.232047,-85.732863,1,range_interpolation,1200,"Fischer Ave",Louisville,KY,"Jefferson County",40204,US
"1200 FISCHER AVE",Louisville,Kentucky,40208,1,38.232047,-85.732863,1,range_interpolation,1200,"Fischer Ave",Louisville,KY,"Jefferson County",40204,US
"1200 FISK CT",Louisville,Kentucky,40203,75,38.253145,-85.771453,1,range_interpolation,1200,"Fisk Ct",Louisville,KY,"Jefferson County",40203,US
"1200 FLAT ROCK RD",Louisville,Kentucky,40245,4,38.253303,-85.431909,1,range_interpolation,1200,"Flat Rock Rd",Louisville,KY,"Jefferson County",40245,US
"1200 FOREST BRIDGE RD",Louisville,Kentucky,40223,1,38.260378,-85.573005,0.8,street_center,,"Forest Bridge Rd",Louisville,KY,"Jefferson County",40223,US
"1200 FOREST DR",Louisville,Kentucky,40219,18,38.161548,-85.699719,1,range_interpolation,1200,"Forest Dr",Louisville,KY,"Jefferson County",40219,US
"1200 FOREST TRAIL PL",Louisville,Kentucky,40245,2,38.248327,-85.413657,1,range_interpolation,1200,"Forest Trail Pl",Louisville,KY,"Jefferson County",40245,US
"1200 FRUITFUL CT",Louisville,Kentucky,40214,5,38.128442,-85.786161,1,range_interpolation,1200,"Fruitful Ct",Louisville,KY,"Jefferson County",40214,US
"1200 GALLANT FOX RUN RD",Louisville,Kentucky,40242,6,38.266353,-85.579765,1,range_interpolation,1200,"Gallant Fox Run Rd",Louisville,KY,"Jefferson County",40242,US
"1200 GARDEN CREEK CIR",Louisville,Kentucky,40223,1,38.261481,-85.55831,1,range_interpolation,1200,"Garden Creek Cir",Louisville,KY,"Jefferson County",40223,US
"1200 GARDINER LN",Louisville,Kentucky,40213,10,38.192511,-85.70606,1,range_interpolation,1200,"Gardiner Ln",Louisville,KY,"Jefferson County",40213,US
"1200 GARVIN PL",Louisville,Kentucky,40203,49,38.235015,-85.761986,1,range_interpolation,1200,"Garvin Pl",Louisville,KY,"Jefferson County",40203,US
"1200 GEORGETOWN CIR",Louisville,Kentucky,40215,1,38.195644,-85.793418,0.8,street_center,,"Georgetown Pl",Louisville,KY,"Jefferson County",40215,US
"1200 GILMORE LN",Louisville,Kentucky,40213,88,38.174397,-85.712653,1,range_interpolation,1200,"Gilmore Ln",Louisville,KY,"Jefferson County",40213,US
"1200 GLENGARRY DR",Louisville,Kentucky,40118,1,38.124025,-85.743862,1,range_interpolation,1200,"Glengarry Dr",Fairdale,KY,"Jefferson County",40118,US
"1200 GLENGARRY DR",Louisville,Kentucky,40219,3,38.124128,-85.740151,0.8,street_center,,"Glengarry Ct",Louisville,KY,"Jefferson County",40219,US
"1200 GOSS AVE",Louisville,Kentucky,40217,231,38.225792,-85.733324,1,range_interpolation,1200,"Goss Ave",Louisville,KY,"Jefferson County",40217,US
"1200 HART AVE",Louisville,Kentucky,40213,2,38.199216,-85.732717,1,range_interpolation,1200,"Hart Ave",Louisville,KY,"Jefferson County",40213,US
"1200 HEAFER RD",Louisville,Kentucky,40223,24,38.263892,-85.521884,1,range_interpolation,1200,"Heafer Rd",Louisville,KY,"Jefferson County",40223,US
"1200 HELCK AVE",Louisville,Kentucky,40213,13,38.17707,-85.70881,1,range_interpolation,1200,"Helck Ave",Louisville,KY,"Jefferson County",40213,US
"1200 HELCK AVE",Louisville,Kentucky,40219,1,38.17707,-85.70881,1,range_interpolation,1200,"Helck Ave",Louisville,KY,"Jefferson County",40213,US
"1200 HERITAGE PL",Louisville,Kentucky,40214,2,38.152382,-85.790911,1,range_interpolation,1200,"Heritage Pl",Louisville,KY,"Jefferson County",40214,US
"1200 HESS LN",Louisville,Kentucky,40217,1,38.20865,-85.728473,0.8,street_center,,"Hess Ln",Louisville,KY,"Jefferson County",40217,US
"1200 HIGHLAND AVE",Louisville,Kentucky,40204,4,38.237502,-85.730286,1,range_interpolation,1200,"Highland Ave",Louisville,KY,"Jefferson County",40204,US
"1200 HINES CT",Louisville,Kentucky,40223,1,38.264192,-85.521885,1,range_interpolation,1200,"Hines Ct",Louisville,KY,"Jefferson County",40223,US
"1200 HODEL RD",Louisville,Kentucky,40213,4,38.192632,-85.704371,1,range_interpolation,1200,"Hodel Rd",Louisville,KY,"Jefferson County",40213,US
"1200 HOGARTH DR",Louisville,Kentucky,40222,4,38.227169,-85.585088,0.8,street_center,,"Hogarth Dr",Louisville,KY,"Jefferson County",40222,US
"1200 HOLLY AVE",Louisville,Kentucky,40118,2,38.101255,-85.745296,1,range_interpolation,1200,"Holly Ave",Fairdale,KY,"Jefferson County",40118,US
"1200 HOLLY SPRINGS DR",Louisville,Kentucky,40242,1,38.263579,-85.586658,1,range_interpolation,1200,"Holly Springs Dr",Louisville,KY,"Jefferson County",40242,US
"1200 HOLSWORTH LN",Louisville,Kentucky,40222,1,38.270875,-85.62333,1,range_interpolation,1200,"Holsworth Ln",Louisville,KY,"Jefferson County",40222,US
"1200 HOMEVIEW DR",Louisville,Kentucky,40215,21,38.206649,-85.779355,1,range_interpolation,1200,"Homeview Dr",Louisville,KY,"Jefferson County",40215,US
"1200 HOWARD ST",Louisville,Kentucky,40213,19,38.186058,-85.717731,1,range_interpolation,1200,"Howard St",Louisville,KY,"Jefferson County",40213,US
"1200 HULL ST",Louisville,Kentucky,40204,52,38.248029,-85.728234,1,range_interpolation,1200,"Hull St",Louisville,KY,"Jefferson County",40204,US
"1200 HULL ST",Louisville,Kentucky,40206,1,38.248029,-85.728234,1,range_interpolation,1200,"Hull St",Louisville,KY,"Jefferson County",40204,US
"1200 HUNTINGTON LN",Louisville,Kentucky,40219,51,38.141548,-85.688531,1,range_interpolation,1200,"Huntington Ln",Louisville,KY,"Jefferson County",40219,US
"1200 INNIS CT",Louisville,Kentucky,40204,7,38.238028,-85.730448,1,range_interpolation,1200,"Innis Ct",Louisville,KY,"Jefferson County",40204,US
"1200 INVERARY CT",Louisville,Kentucky,40222,2,38.227406,-85.578944,1,range_interpolation,1200,"Inverary Ct",Louisville,KY,"Jefferson County",40222,US
"1200 ISLEWORTH DR",Louisville,Kentucky,40245,3,38.260519,-85.490737,1,range_interpolation,1200,"Isleworth Dr",Louisville,KY,"Jefferson County",40245,US
"1200 JEFFERSON ST",Louisville,Kentucky,40202,1,38.252709,-85.745291,0.8,street_center,,"E Jefferson St",Louisville,KY,"Jefferson County",40202,US
"1200 KENTUCKY MILLS DR",Louisville,Kentucky,40299,6,38.222496,-85.541996,1,range_interpolation,1200,"Kentucky Mills Dr",Louisville,KY,"Jefferson County",40299,US
"1200 KESWICK BLVD",Louisville,Kentucky,40217,7,38.218792,-85.739859,1,range_interpolation,1200,"Keswick Blvd",Louisville,KY,"Jefferson County",40217,US
"1200 KREMER AVE",Louisville,Kentucky,40213,9,38.170676,-85.708722,1,range_interpolation,1200,"Kremer Ave",Louisville,KY,"Jefferson County",40213,US
"1200 KRIEGER ST",Louisville,Kentucky,40204,10,38.230599,-85.735158,1,range_interpolation,1200,"Krieger St",Louisville,KY,"Jefferson County",40204,US
"1200 KRUPP PARK DR",Louisville,Kentucky,40213,47,38.170042,-85.708069,1,range_interpolation,1200,"Krupp Park Dr",Louisville,KY,"Jefferson County",40213,US
"1200 LA FONTENAY CT",Louisville,Kentucky,40223,2,38.248284,-85.559885,1,range_interpolation,1200,"La Fontenay Ct",Louisville,KY,"Jefferson County",40223,US
"1200 LANCE DR",Louisville,Kentucky,40216,4,38.18373,-85.800207,1,range_interpolation,1200,"Lance Dr",Louisville,KY,"Jefferson County",40216,US
"1200 LARCHMONT AVE",Louisville,Kentucky,40215,53,38.207144,-85.778272,1,range_interpolation,1200,"Larchmont Ave",Louisville,KY,"Jefferson County",40215,US
"1200 LARCHMONT AVE",Louisville,Kentucky,40218,1,38.207144,-85.778272,1,range_interpolation,1200,"Larchmont Ave",Louisville,KY,"Jefferson County",40215,US
"1200 LARUE AVE",Louisville,Kentucky,40213,9,38.197111,-85.731337,1,range_interpolation,1200,"Larue Ave",Louisville,KY,"Jefferson County",40213,US
"1200 LEXINGTON RD",Louisville,Kentucky,40204,25,38.249225,-85.729224,1,range_interpolation,1200,"Lexington Rd",Louisville,KY,"Jefferson County",40204,US
"1200 LIBERTY BANK LN",Louisville,Kentucky,NA,2,38.225782,-85.579109,1,range_interpolation,1200,"Liberty Bank Ln",Louisville,KY,"Jefferson County",40222,US
"1200 LIBERTY CT",Louisville,Kentucky,40203,54,38.254659,-85.770386,1,range_interpolation,1200,"Liberty Ct",Louisville,KY,"Jefferson County",40203,US
"1200 LILLIAN AVE",Louisville,Kentucky,40208,58,38.209224,-85.776717,1,range_interpolation,1200,"Lillian Ave",Louisville,KY,"Jefferson County",40208,US
"1200 LINCOLN AVE",Louisville,Kentucky,40208,43,38.216798,-85.77757,1,range_interpolation,1200,"Lincoln Ave",Louisville,KY,"Jefferson County",40208,US
"1200 LIPPS LN",Louisville,Kentucky,40219,105,38.142715,-85.689172,1,range_interpolation,1200,"Lipps Ln",Louisville,KY,"Jefferson County",40219,US
"1200 LOGAN ST",Louisville,Kentucky,40204,33,38.233055,-85.73996,1,range_interpolation,1200,"Logan St",Louisville,KY,"Jefferson County",40204,US
"1200 LONGFIELD AVE",Louisville,Kentucky,40215,45,38.198444,-85.780787,1,range_interpolation,1200,"Longfield Ave",Louisville,KY,"Jefferson County",40215,US
"1200 LUCAS AVE",Louisville,Kentucky,40213,13,38.191757,-85.723457,1,range_interpolation,1200,"Lucas Ave",Louisville,KY,"Jefferson County",40213,US
"1200 LYDIA ST",Louisville,Kentucky,40217,37,38.223582,-85.735525,1,range_interpolation,1200,"Lydia St",Louisville,KY,"Jefferson County",40217,US
"1200 LYNDON CROSSINGS WAY",Louisville,Kentucky,40242,11,38.264992,-85.595174,1,range_interpolation,1200,"Lyndon Crossings Way",Louisville,KY,"Jefferson County",40242,US
"1200 LYNN MYRA CT",Louisville,Kentucky,40214,12,38.157604,-85.801548,1,range_interpolation,1200,"Lynn Myra Ct",Louisville,KY,"Jefferson County",40214,US
"1200 MANITAU AVE",Louisville,Kentucky,40215,61,38.185089,-85.78069,1,range_interpolation,1200,"Manitau Ave",Louisville,KY,"Jefferson County",40215,US
"1200 MAPLE ST",Louisville,Kentucky,40210,2,38.246059,-85.775478,1,range_interpolation,1200,"Maple St",Louisville,KY,"Jefferson County",40210,US
"1200 MATHA AVE",Louisville,Kentucky,40215,2,38.18256,-85.780973,1,range_interpolation,1200,"Matha Ave",Louisville,KY,"Jefferson County",40215,US
"1200 MCBROOM CT",Louisville,Kentucky,40214,3,38.136747,-85.766675,1,range_interpolation,1200,"McBroom Ct",Louisville,KY,"Jefferson County",40214,US
"1200 MCCAWLEY RD",Louisville,Kentucky,40219,11,38.144568,-85.688682,1,range_interpolation,1200,"McCawley Rd",Louisville,KY,"Jefferson County",40219,US
"1200 MCKINLEY AVE",Louisville,Kentucky,40217,2,38.212336,-85.726452,1,range_interpolation,1200,"McKinley Ave",Louisville,KY,"Jefferson County",40217,US
"1200 MILTON ST",Louisville,Kentucky,40217,9,38.222804,-85.736294,1,range_interpolation,1200,"Milton St",Louisville,KY,"Jefferson County",40217,US
"1200 MOORE CT",Louisville,Kentucky,40210,118,38.226847,-85.776791,1,range_interpolation,1200,"Moore Ct",Louisville,KY,"Jefferson County",40210,US
"1200 MOORE K CT",Louisville,Kentucky,40210,1,38.226847,-85.776791,1,range_interpolation,1200,"Moore Ct",Louisville,KY,"Jefferson County",40210,US
"1200 MORGAN AVE",Louisville,Kentucky,40213,28,38.192889,-85.728577,1,range_interpolation,1200,"Morgan Ave",Louisville,KY,"Jefferson County",40213,US
"1200 MOSER RD",Louisville,Kentucky,40223,1,38.22807,-85.55655,1,range_interpolation,1200,"Moser Rd",Louisville,KY,"Jefferson County",40223,US
"1200 MOUNT HOLLY RD",Louisville,Kentucky,40118,6,38.097633,-85.744034,1,range_interpolation,1200,"Mount Holly Rd",Fairdale,KY,"Jefferson County",40118,US
"1200 OAKWOOD",Louisville,Kentucky,40215,1,38.177062,-85.780493,1,range_interpolation,1200,"Oakwood Ave",Louisville,KY,"Jefferson County",40215,US
"1200 OF LOGAN ST",Louisville,Kentucky,NA,3,38.188962,-85.676819,0.33,place,,,Louisville,KY,"Jefferson County",40201,US
"1200 OLD CANNONS #2 LN",Louisville,Kentucky,40205,1,38.234189,-85.657411,1,range_interpolation,1200,"Old Cannons Ln",Louisville,KY,"Jefferson County",40207,US
"1200 OLD CANNONS LN",Louisville,Kentucky,40207,12,38.234189,-85.657411,0.9,range_interpolation,1200,"Cannons Ln",Louisville,KY,"Jefferson County",40207,US
"1200 OLD FERN VALLEY RD",Louisville,Kentucky,40219,49,38.154882,-85.695949,1,range_interpolation,1200,"Old Fern Valley Rd",Louisville,KY,"Jefferson County",40219,US
"1200 OLEANDA AVE",Louisville,Kentucky,40215,21,38.200737,-85.779842,1,range_interpolation,1200,"Oleanda Ave",Louisville,KY,"Jefferson County",40215,US
"1200 ORMSBY CT",Louisville,Kentucky,40203,15,38.233315,-85.765132,1,range_interpolation,1200,"Ormsby Ct",Louisville,KY,"Jefferson County",40203,US
"1200 ORMSBY LN",Louisville,Kentucky,40222,13,38.264286,-85.599322,1,range_interpolation,1200,"Ormsby Ln",Louisville,KY,"Jefferson County",40222,US
"1200 OUTER LOOP",Louisville,Kentucky,40219,19,38.129055,-85.73994,1,range_interpolation,1200,"Outer Loop",Louisville,KY,"Jefferson County",40219,US
"1200 OXMOOR WOODS PKY",Louisville,Kentucky,40222,2,38.233955,-85.596997,1,range_interpolation,1200,"Oxmoor Woods Pkwy",Louisville,KY,"Jefferson County",40222,US
"1200 PALATKA RD",Louisville,Kentucky,40214,2,38.153827,-85.792569,1,range_interpolation,1200,"Palatka Rd",Louisville,KY,"Jefferson County",40214,US
"1200 PARK HILLS DR",Louisville,Kentucky,40207,3,38.234828,-85.66608,1,range_interpolation,1200,"Park Hills Dr",Louisville,KY,"Jefferson County",40207,US
"1200 PARKWAY GARDENS CT",Louisville,Kentucky,40217,13,38.224465,-85.731068,1,range_interpolation,1200,"Parkway Gardens Ct",Louisville,KY,"Jefferson County",40217,US
"1200 PAYNE ST",Louisville,Kentucky,40204,33,38.246968,-85.727357,1,range_interpolation,1200,"Payne St",Louisville,KY,"Jefferson County",40204,US
"1200 PAYNE STREET",Louisville,Kentucky,40204,1,38.246968,-85.727357,1,range_interpolation,1200,"Payne St",Louisville,KY,"Jefferson County",40204,US
"1200 PEACOCK DR",Louisville,Kentucky,40222,2,38.264622,-85.603015,0.8,range_interpolation,1200,"Peacock Dr",Louisville,KY,"Jefferson County",40222,US
"1200 PHYLLIS AVE",Louisville,Kentucky,40215,5,38.203638,-85.77977,1,range_interpolation,1200,"Phyllis Ave",Louisville,KY,"Jefferson County",40215,US
"1200 PICKINGS PL",Louisville,Kentucky,40243,5,38.226173,-85.531508,1,range_interpolation,1200,"Pickings Pl",Louisville,KY,"Jefferson County",40243,US
"1200 PIGEON PASS RD",Louisville,Kentucky,40213,11,38.175869,-85.713865,1,range_interpolation,1200,"Pigeon Pass Rd",Louisville,KY,"Jefferson County",40213,US
"1200 PINDELL AVE",Louisville,Kentucky,40217,7,38.220205,-85.738841,1,range_interpolation,1200,"Pindell Ave",Louisville,KY,"Jefferson County",40217,US
"1200 PLACE ARGENTE",Louisville,Kentucky,40203,21,38.251509,-85.772315,1,range_interpolation,1200,"Place Argente",Louisville,KY,"Jefferson County",40203,US
"1200 PLACE D'OR",Louisville,Kentucky,40203,9,38.252223,-85.772189,1,range_interpolation,1200,"Place D'or",Louisville,KY,"Jefferson County",40203,US
"1200 PLACE D`OR",Louisville,Kentucky,40203,29,38.252223,-85.772189,1,range_interpolation,1200,"Place D'or",Louisville,KY,"Jefferson County",40203,US
"1200 PLACE NOIR",Louisville,Kentucky,40203,58,38.250999,-85.772412,1,range_interpolation,1200,"Place Noir",Louisville,KY,"Jefferson County",40203,US
"1200 POTOMAC PL",Louisville,Kentucky,40214,6,38.15074,-85.790638,1,range_interpolation,1200,"Potomac Pl",Louisville,KY,"Jefferson County",40214,US
"1200 PRESTON ST",Louisville,Kentucky,40203,1,38.233901,-85.74947,1,range_interpolation,1200,"Preston Dr",Louisville,KY,"Jefferson County",40203,US
"1200 QUEEN AVE",Louisville,Kentucky,40215,23,38.202001,-85.779833,1,range_interpolation,1200,"Queen Ave",Louisville,KY,"Jefferson County",40215,US
