id,o_address,o_city,o_state,o_zip,status,quality,m_address,m_city,m_state,m_zip,long,lat,not_sure,L_R
11256,E 40 STREET and GARFIELD AVENUE,KANSAS CITY,MO,"",Match,Exact,E 40 St & Garfield Ave,KANSAS CITY,MO,64130,-94.55946,39.05384,"",""
11498,E 55 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11013,E 31 STREET and VAN BRUNT BOULEVARD,KANSAS CITY,MO,64124,Tie,,,,,,,,,
11255,E 40 STREET and FOREST AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11497,E 55 STREET and BROOKLYN AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11016,E 31 TERRACE and GRAND AVENUE,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
11258,E 40 STREET and MAIN STREET,KANSAS CITY,MO,64106,No_Match,,,,,,,,,
11015,E 31 STREET and VAN BRUNT BOULEVARD,KANSAS CITY,MO,64132,Tie,,,,,,,,,
11257,E 40 STREET and INDIANA AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 40th St & Indiana Ave,KANSAS CITY,MO,64130,-94.544464,39.053314,"",""
11499,E 55 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11018,E 32 STREET and MAIN STREET,KANSAS CITY,MO,64111,Match,Exact,E 32 St & Main St,KANSAS CITY,MO,64111,-94.5854,39.06921,"",""
11017,E 32 STREET and INDIANA AVENUE,KANSAS CITY,MO,64127,Tie,,,,,,,,,
11259,E 40 STREET and MCGEE STREET,KANSAS CITY,MO,64110,Tie,,,,,,,,,
11900,E 87 STREET and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11902,E 87 STREET and BRISTOL AVENUE,KANSAS CITY,MO,64138,Match,Exact,E 87th St & Bristol Ave,KANSAS CITY,MO,64138,-94.50668,38.96686,"",""
11901,E 87 STREET and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64133,No_Match,,,,,,,,,
11904,E 87 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11903,E 87 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11906,E 87 STREET and HILLCREST ROAD,KANSAS CITY,MO,64130,Tie,,,,,,,,,
11905,E 87 STREET and DENVER AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11908,E 87 STREET and I 435 HIGHWAY SE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11907,E 87 STREET and I 435 HIGHWAY NE,KANSAS CITY,MO,64138,No_Match,,,,,,,,,
11909,E 87 STREET and I 435 HIGHWAY SE,KANSAS CITY,MO,64133,No_Match,,,,,,,,,
11911,E 87 STREET and I 435 HIGHWAY,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11910,E 87 STREET and I 435 HIGHWAY SE,KANSAS CITY,MO,64137,No_Match,,,,,,,,,
11913,E 87 STREET and I 435 HIGHWAY,KANSAS CITY,MO,64133,No_Match,,,,,,,,,
11912,E 87 STREET and I 435 HIGHWAY,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11915,E 87 STREET and I-435,KANSAS CITY,MO,64132,Tie,,,,,,,,,
11914,E 87 STREET and I-435,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11917,E 87 STREET and OLD SANTA FE ROAD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11916,E 87 STREET and JAMES A REED ROAD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11081,E 35 STREET and BENTON BOULEVARD,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
11080,E 35 STREET and BELLEFONTAINE AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11083,E 35 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
11082,E 35 STREET and BENTON BOULEVARD,KANSAS CITY,MO,64124,No_Match,,,,,,,,,
11085,E 35 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11084,E 35 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64128,Match,Exact,E 35 St & Chestnut Ave,KANSAS CITY,MO,64128,-94.55089,39.06255,"",""
11087,E 35 STREET and CLEVELAND AVENUE,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
11086,E 35 STREET and CLEVELAND AVENUE,KANSAS CITY,MO,64109,No_Match,,,,,,,,,
11089,E 35 STREET and CLEVELAND AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11088,E 35 STREET and CLEVELAND AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11092,E 35 STREET and DRURY AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11091,E 35 STREET and CYPRESS AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11094,E 35 STREET and E ARMOUR BOULEVARD,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
11093,E 35 STREET and E ARMOUR BOULEVARD,KANSAS CITY,MO,64109,Match,Exact,E 35 St & E Armour Blvd,KANSAS CITY,MO,64109,-94.5671,39.0631,"",""
11096,E 35 STREET and GARFIELD AVENUE,KANSAS CITY,MO,64106,No_Match,,,,,,,,,
11095,E 35 STREET and ELMWOOD AVENUE,KANSAS CITY,MO,64128,Match,Exact,E 35th St & Elmwood Ave,KANSAS CITY,MO,64128,-94.53014,39.0619,"",""
11098,E 35 STREET and HIGHLAND AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11097,E 35 STREET and GARFIELD AVENUE,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
11090,E 35 STREET and CLEVELAND AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11099,E 35 STREET and JACKSON AVENUE,KANSAS CITY,MO,"",Match,Exact,E 35 St & Jackson Ave,KANSAS CITY,MO,64128,-94.53478,39.062065,"",""
11625,E 63 STREET and ROCKHILL ROAD,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11867,E 82 STREET and TROOST AVENUE,KANSAS CITY,MO,64132,Tie,,,,,,,,,
11624,E 63 STREET and ROCKHILL ROAD,KANSAS CITY,MO,"",Match,Exact,E 63rd St & Rockhill Rd,KANSAS CITY,MO,64110,-94.57689,39.013355,"",""
11866,E 82 STREET and TROOST AVENUE,KANSAS CITY,MO,64127,Tie,,,,,,,,,
11627,E 63 STREET and TRACY AVENUE,KANSAS CITY,MO,64109,No_Match,,,,,,,,,
11869,E 82 TERRACE and PASEO,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11626,E 63 STREET and SOUTH BENTON AVENUE,KANSAS CITY,MO,64132,Match,Non_Exact,E 63rd St & S Benton Ave,KANSAS CITY,MO,64130,-94.552666,39.012344,"",""
11868,E 82 STREET and TROOST AVENUE,KANSAS CITY,MO,64151,Tie,,,,,,,,,
11629,E 63 STREET and WALROND AVENUE,KANSAS CITY,MO,64132,Match,Non_Exact,E 63 St & Walrond Ave,KANSAS CITY,MO,64130,-94.549194,39.01219,"",""
11628,E 63 STREET and WALROND AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 63 St & Walrond Ave,KANSAS CITY,MO,64130,-94.549194,39.01219,"",""
11861,E 81 STREET and PASEO,KANSAS CITY,MO,64134,Tie,,,,,,,,,
11860,E 81 STREET and FOREST AVENUE,KANSAS CITY,MO,64131,Match,Exact,E 81st St & Forest Ave,KANSAS CITY,MO,64131,-94.57497,38.981472,"",""
11621,E 63 STREET and OAK STREET,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11863,E 82 STREET and EUCLID AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11620,E 63 STREET and OAK STREET,KANSAS CITY,MO,64110,Match,Non_Exact,E 63rd St & Oak St,KANSAS CITY,MO,64110,-94.58379,39.013668,"",""
11862,E 81 TERRACE and PASEO,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11623,E 63 STREET and PASEO,KANSAS CITY,MO,64132,Tie,,,,,,,,,
11865,E 82 STREET and PASEO,KANSAS CITY,MO,64132,Match,Non_Exact,E 82 St & Paseo St,KANSAS CITY,MO,64132,-94.56711,38.978516,"",""
11622,E 63 STREET and PASEO,KANSAS CITY,MO,64110,Match,Exact,E 63 St & The Paseo,KANSAS CITY,MO,64110,-94.57046,39.01309,"",""
11864,E 82 STREET and PASEO,KANSAS CITY,MO,64131,Match,Non_Exact,E 82nd St & Paseo St,KANSAS CITY,MO,64131,-94.567085,38.979103,"",""
11636,E 63 TRAFFICWAY and BLUE PARKWAY ON RA,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11878,E 83 STREET and PASEO,KANSAS CITY,MO,64132,Match,Non_Exact,E 83rd Ter & Paseo St,KANSAS CITY,MO,64132,-94.56727,38.975296,"",""
11635,E 63 TRAFFICWAY and BLUE PARKWAY OFF RA,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11877,E 83 STREET and PASEO,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11638,E 63 TRAFFICWAY and HARDESTY AVENUE,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11637,E 63 TRAFFICWAY and BLUE PK E,KANSAS CITY,MO,64133,No_Match,,,,,,,,,
11879,E 83 TERRACE and BROOKLYN AVENUE,KANSAS CITY,MO,"",No_Match,,,,,,,,,
11639,E 63 TRAFFICWAY and HARDESTY AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11870,E 82 TERRACE and PASEO,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11630,E 63 STREET and WATKINS DRIVE ACCESS RA,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11872,E 83 STREET and HILLCREST ROAD,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11871,E 82 TERRACE and VIRGINIA AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11632,E 63 STREET and ZOO DR,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11874,E 83 STREET and OAK STREET,KANSAS CITY,MO,64114,Match,Exact,E 83 St & Oak St,KANSAS CITY,MO,64114,-94.585625,38.977497,"",""
11631,E 63 STREET and WATKINS DRIVE ACCESS RA,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11873,E 83 STREET and LYDIA AVENUE,KANSAS CITY,MO,64131,Match,Exact,E 83 St & Lydia Ave,KANSAS CITY,MO,64131,-94.57174,38.977207,"",""
11634,E 63 TRAFFICWAY and BLUE PARKWAY DR,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11876,E 83 STREET and PASEO,KANSAS CITY,MO,"",Match,Non_Exact,E 83rd St & Paseo St,KANSAS CITY,MO,64131,-94.56718,38.97707,"",""
11633,E 63 TRAFFICWAY and BEACON DR,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11875,E 83 STREET and OLDHAM ROAD,KANSAS CITY,MO,64138,Match,Exact,E 83 St & Oldham Rd,KANSAS CITY,MO,64138,-94.50267,38.973934,"",""
11603,E 61 TERRACE and MICHIGAN AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11845,E 8 STREET and SPRUCE AVENUE,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
11602,E 61 STREET and SWOPE PK,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11844,E 8 STREET and PASEO,KANSAS CITY,MO,64111,Tie,,,,,,,,,
11605,E 62 STREET and CHERRY STREET,KANSAS CITY,MO,64110,Match,Exact,E 62 St & Cherry St,KANSAS CITY,MO,64110,-94.581436,39.014496,"",""
11847,E 8 STREET and WALNUT STREET,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
11604,E 62 STREET and BELLEFONTAINE AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11846,E 8 STREET and VAN BRUNT BOULEVARD,KANSAS CITY,MO,"",Match,Exact,E 8 St & Van Brunt Blvd,KANSAS CITY,MO,64124,-94.52591,39.102623,"",""
11607,E 62 STREET and INDIANA AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 62nd St & Indiana Ave,KANSAS CITY,MO,64130,-94.54678,39.013824,"",""
11849,E 80 STREET and BROOKLYN AVENUE,KANSAS CITY,MO,64132,Match,Exact,E 80th St & Brooklyn Ave,KANSAS CITY,MO,64132,-94.562325,38.981937,"",""
11606,E 62 STREET and FOREST AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11848,E 8 STREET and WOODLAND AVENUE,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
11609,E 62 STREET and SWOPE PK,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11608,E 62 STREET and PASEO,KANSAS CITY,MO,64110,Match,Exact,E 62 St & The Paseo,KANSAS CITY,MO,64110,-94.57036,39.014805,"",""
11841,E 8 STREET and MAIN STREET,KANSAS CITY,MO,64109,No_Match,,,,,,,,,
11840,E 8 STREET and KENSINGTON AVENUE,KANSAS CITY,MO,64124,Match,Exact,E 8th St & Kensington Ave,KANSAS CITY,MO,64124,-94.53044,39.10299,"",""
11601,E 61 STREET and PASEO,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11843,E 8 STREET and MYRTLE AVENUE,KANSAS CITY,MO,64126,No_Match,,,,,,,,,
11600,E 61 STREET and PASEO,KANSAS CITY,MO,64110,Match,Exact,E 61 St & The Paseo,KANSAS CITY,MO,64110,-94.57027,39.016468,"",""
11842,E 8 STREET and MYRTLE AVENUE,KANSAS CITY,MO,64124,Match,Exact,E 8th St & Myrtle Ave,KANSAS CITY,MO,64124,-94.53534,39.10294,"",""
11614,E 63 STREET and ELMWOOD AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11856,E 80 STREET and RAYTOWN ROAD,RAYTOWN,MO,64138,Match,Exact,E 80 St & Raytown Rd,RAYTOWN,MO,64138,-94.464836,38.9773,"",""
11613,E 63 STREET and BUSHMAN DR,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11855,E 80 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64132,Match,Exact,E 80th St & Prospect Ave,KANSAS CITY,MO,64132,-94.55769,38.98175,"",""
11616,E 63 STREET and INDIANA AVENUE,KANSAS CITY,MO,"",Match,Exact,E 63 St & Indiana Ave,KANSAS CITY,MO,64130,-94.54687,39.012085,"",""
11858,E 80 TERRACE and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64138,No_Match,,,,,,,,,
11615,E 63 STREET and EUCLID AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 63 St & Euclid Ave,KANSAS CITY,MO,64130,-94.56307,39.01278,"",""
11857,E 80 STREET and WAYNE AVENUE,KANSAS CITY,MO,64131,Match,Exact,E 80 St & Wayne Ave,KANSAS CITY,MO,64131,-94.5692,38.982914,"",""
11618,E 63 STREET and MAIN STREET,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11617,E 63 STREET and INDIANA AVENUE,KANSAS CITY,MO,64132,Match,Non_Exact,E 63 St & Indiana Ave,KANSAS CITY,MO,64130,-94.54687,39.012085,"",""
11859,E 80 TERRACE and FOREST AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11619,E 63 STREET and MAIN STREET,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11850,E 80 STREET and CAMPBELL STREET,KANSAS CITY,MO,64131,Match,Exact,E 80th St & Campbell St,KANSAS CITY,MO,64131,-94.57842,38.982574,"",""
11610,E 62 STREET and TRACY AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 62nd St & Tracy Ave,KANSAS CITY,MO,64110,-94.572174,39.014874,"",""
11852,E 80 STREET and HICKMAN MILLS DR,KANSAS CITY,MO,64132,Match,Exact,E 80 St & Hickman Mills Dr,KANSAS CITY,MO,64132,-94.558716,38.981655,"",""
11851,E 80 STREET and FLORA AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11612,E 63 STREET and AGNES AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 63rd St & Agnes Ave,KANSAS CITY,MO,64130,-94.551506,39.0123,"",""
11854,E 80 STREET and OAK STREET,KANSAS CITY,MO,64114,Match,Exact,E 80th St & Oak St,KANSAS CITY,MO,64114,-94.58537,38.982906,"",""
11611,E 62 STREET and TROOST AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 62 St & Troost Ave,KANSAS CITY,MO,64110,-94.57447,39.01496,"",""
11853,E 80 STREET and HOLMES ROAD,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11819,E 78 STREET and MAIN STREET,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
11823,E 79 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64132,Match,Exact,E 79 St & Chestnut Ave,KANSAS CITY,MO,64132,-94.55531,38.98346,"",""
11822,E 78 STREET and PASEO,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11825,E 79 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11824,E 79 STREET and JAMES A REED ROAD,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11827,E 79 TERRACE and HOLMES ROAD,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11826,E 79 STREET and TROOST AVENUE,KANSAS CITY,MO,64110,Tie,,,,,,,,,
11829,E 79 TERRACE and TROOST AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11828,E 79 TERRACE and TROOST AVENUE,KANSAS CITY,MO,"",No_Match,,,,,,,,,
11821,E 78 STREET and PASEO,KANSAS CITY,MO,64130,Match,Non_Exact,E 78th St & Paseo Blvd,KANSAS CITY,MO,64132,-94.566414,38.984913,"",""
11820,E 78 STREET and OAK STREET,KANSAS CITY,MO,64131,Match,Non_Exact,E 78th St & Oak St,KANSAS CITY,MO,64131,-94.5852,38.986526,"",""
11834,E 8 STREET and CYPRESS AVENUE,KANSAS CITY,MO,64124,Match,Exact,E 8 St & Cypress Ave,KANSAS CITY,MO,64124,-94.52929,39.10293,"",""
11833,E 8 STREET and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64125,Match,Exact,E 8th St & Blue Ridge Blvd,KANSAS CITY,MO,64125,-94.47708,39.10053,"",""
11836,E 8 STREET and HIGHLAND AVENUE,KANSAS CITY,MO,64106,Match,Exact,E 8 St & Highland Ave,KANSAS CITY,MO,64106,-94.56156,39.103794,"",""
11835,E 8 STREET and HARRISON STREET,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
11838,E 8 STREET and INDIANA AVENUE,KANSAS CITY,MO,64124,Match,Exact,E 8 St & Indiana Ave,KANSAS CITY,MO,64124,-94.54196,39.103172,"",""
11837,E 8 STREET and HOLMES STREET,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
11839,E 8 STREET and JACKSON AVENUE,KANSAS CITY,MO,64128,Tie,,,,,,,,,
11830,E 7TH and AGNES,KANSAS CITY,MO,64126,No_Match,,,,,,,,,
11832,E 8 STREET and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
11831,E 7TH STREET and FREMONT AVE,KANSAS CITY,MO,64124,No_Match,,,,,,,,,
11801,E 76 STREET and HOLMES ROAD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11800,E 76 STREET and HOLMES ROAD,KANSAS CITY,MO,64113,No_Match,,,,,,,,,
11803,E 76 STREET and PASEO,KANSAS CITY,MO,64131,Match,Non_Exact,E 76th St & Paseo Blvd,KANSAS CITY,MO,64131,-94.56658,38.989105,"",""
11802,E 76 STREET and LYDIA AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11805,E 76 TERRACE and WALROND AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11804,E 76 STREET and TROOST AVENUE,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11807,E 77 STREET and HOLMES ROAD,KANSAS CITY,MO,64141,No_Match,,,,,,,,,
11806,E 77 STREET and AGNES AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11809,E 77 STREET and PASEO,KANSAS CITY,MO,64132,Match,Non_Exact,E 77th St & Paseo Blvd,KANSAS CITY,MO,64132,-94.566315,38.98699,"",""
11808,E 77 STREET and LYDIA AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11812,E 77 TERRACE and PASEO,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11811,E 77 STREET and TROOST AVENUE,KANSAS CITY,MO,64124,Tie,,,,,,,,,
11814,E 77 TERRACE and TROOST AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11813,E 77 TERRACE and PROSPECT AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11816,E 78 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11815,E 78 STREET and AGNES AVENUE,KANSAS CITY,MO,64130,Tie,,,,,,,,,
11818,E 78 STREET and INDIANA AVENUE,KANSAS CITY,MO,64132,Match,Exact,E 78 St & Indiana Ave,KANSAS CITY,MO,64132,-94.5482,38.98494,"",""
11817,E 78 STREET and HICKMAN MILLS DR,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11810,E 77 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64132,Tie,,,,,,,,,
11461,E 52 STREET and MICHIGAN AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 52nd St & Michigan Ave,KANSAS CITY,MO,64130,-94.562996,39.032276,"",""
11460,E 52 STREET and MAIN STREET,KANSAS CITY,MO,64112,Match,Exact,E 52nd St & Main St,KANSAS CITY,MO,64112,-94.58743,39.032677,"",""
11229,E 39 STREET and MONTGALL AVENUE,KANSAS CITY,MO,64128,Match,Exact,E 39 St & Montgall Ave,KANSAS CITY,MO,64128,-94.552444,39.05541,"",""
11228,E 39 STREET and MONTGALL AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11221,E 39 STREET and LAWN AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11463,E 52 STREET and SOUTH BENTON AVENUE,KANSAS CITY,MO,"",Match,Non_Exact,E 52 St & S Benton St,KANSAS CITY,MO,64130,-94.55139,39.031834,"",""
11220,E 39 STREET and KENSINGTON AVENUE,KANSAS CITY,MO,"",Match,Exact,E 39 St & Kensington Ave,KANSAS CITY,MO,64128,-94.532875,39.054764,"",""
11462,E 52 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 52nd St & Prospect Ave,KANSAS CITY,MO,64130,-94.55484,39.03195,"",""
11223,E 39 STREET and MAIN STREET,KANSAS CITY,MO,"",Match,Exact,E 39th St & Main St,KANSAS CITY,MO,64109,-94.586105,39.056576,"",""
11465,E 52 TERRACE and BLUE PK,KANSAS CITY,MO,64134,No_Match,,,,,,,,,
11222,E 39 STREET and LOCUST STREET,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
11464,E 52 STREET and TROOST AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 52 St & Troost Ave,KANSAS CITY,MO,64110,-94.57347,39.032658,"",""
11225,E 39 STREET and MAIN STREET,KANSAS CITY,MO,64120,No_Match,,,,,,,,,
11467,E 53 STREET and BRIGHTON AVENUE,KANSAS CITY,MO,64118,No_Match,,,,,,,,,
11224,E 39 STREET and MAIN STREET,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
11466,E 52 TERRACE and PALMER DR,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11227,E 39 STREET and MONROE AVENUE,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
11469,E 53 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,"",No_Match,,,,,,,,,
11226,E 39 STREET and MCGEE STREET,KANSAS CITY,MO,64111,Match,Non_Exact,E 39 St & Mc Gee St,KANSAS CITY,MO,64111,-94.58254,39.056446,"",""
11468,E 53 STREET and BRIGHTON AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 53 St & Brighton Ave,KANSAS CITY,MO,64130,-94.52727,39.029152,"",""
11470,E 53 STREET and CHARLOTTE STREET,KANSAS CITY,MO,64130,Match,Non_Exact,E 53rd St & Charlotte St,KANSAS CITY,MO,64130,-94.57708,39.030937,"",""
11230,E 39 STREET and MYRTLE AVENUE,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
11472,E 53 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11471,E 53 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64128,No_Match,,,,,,,,,
11239,E 39 STREET and TROOST AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
11232,E 39 STREET and OLIVE STREET,KANSAS CITY,MO,64109,Match,Exact,E 39th St & Olive St,KANSAS CITY,MO,64109,-94.5558,39.055508,"",""
11474,E 53 STREET and GARFIELD AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 53 St & Garfield Ave,KANSAS CITY,MO,64130,-94.560814,39.030373,"",""
11231,E 39 STREET and NORTON AVENUE,KANSAS CITY,MO,64128,Match,Non_Exact,E 39 St & Norton Ave,KANSAS CITY,MO,64128,-94.53632,39.054867,"",""
11473,E 53 STREET and FRANKLIN AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,E 53 St & Franklin Dr,KANSAS CITY,MO,64130,-94.534195,39.02942,"",""
11234,E 39 STREET and QUINCY AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,E 39 Ter & Quincy Ave,KANSAS CITY,MO,64130,-94.52452,39.05384,"",""
11476,E 53 STREET and INDIANA AVENUE,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11233,E 39 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11475,E 53 STREET and HARRISON STREET,KANSAS CITY,MO,64110,Match,Exact,E 53rd St & Harrison St,KANSAS CITY,MO,64110,-94.574745,39.030865,"",""
11236,E 39 STREET and S EMANUEL CLEAVER II BOULEVARD N,KANSAS CITY,MO,"",No_Match,,,,,,,,,
11478,E 53 STREET and MAIN STREET,KANSAS CITY,MO,64112,Match,Exact,E 53rd St & Main St,KANSAS CITY,MO,64112,-94.58753,39.03095,"",""
11235,E 39 STREET and RAYTOWN ROAD,KANSAS CITY,MO,64129,Match,Exact,E 39 St & Raytown Rd,KANSAS CITY,MO,64129,-94.50088,39.053772,"",""
11477,E 53 STREET and JACKSON AVENUE,KANSAS CITY,MO,"",Match,Exact,E 53 St & Jackson Ave,KANSAS CITY,MO,64130,-94.53653,39.0295,"",""
11238,E 39 STREET and TROOST AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
11237,E 39 STREET and TOPPING AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,E 39 Ter & Topping Ave,KANSAS CITY,MO,64130,-94.51678,39.053062,"",""
11479,E 53 STREET and PASEO,KANSAS CITY,MO,64130,Tie,,,,,,,,,
11681,E 68 STREET and TROOST AVENUE,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
11680,E 68 STREET and TROOST AVENUE,KANSAS CITY,MO,64131,Match,Exact,E 68th St & Troost Ave,KANSAS CITY,MO,64131,-94.57505,39.004177,"",""
11207,E 39 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
11449,E 51 STREET and SWOPE PK,KANSAS CITY,MO,64131,Tie,,,,,,,,,
11206,E 39 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
11448,E 51 STREET and SOUTH BENTON AVENUE,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
11209,E 39 STREET and CHESTNUT AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,E 39th St & Chestnut Ave,KANSAS CITY,MO,64128,-94.55128,39.05536,"",""
