id,o_address,o_city,o_state,o_zip,status,quality,m_address,m_city,m_state,m_zip,long,lat,not_sure,L_R
1,11600 E US HIGHWAY 40,KANSAS CITY,MO,64133,No_Match,,,,,,,,,
2,3700 BROADWAY BOULEVARD,KANSAS CITY,MO,64111,Match,Non_Exact,3700 Broadway St,KANSAS CITY,MO,64111,-94.59054,39.06122,91447334,R
3,8500 STATE LINE ROAD,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
4,3800 BROADWAY BOULEVARD,KANSAS CITY,MO,64111,Match,Non_Exact,3800 Broadway St,KANSAS CITY,MO,64111,-94.59072,39.0579,91447360,R
5,14500 S US HIGHWAY 71,KANSAS CITY,MO,64147,Match,Exact,14500 US Hwy 71,KANSAS CITY,MO,64147,-94.52718,38.86255,91524016,R
6,9200 NE MO 152 HIGHWAY,KANSAS CITY,MO,64157,No_Match,,,,,,,,,
7,4300 NE CHOUTEAU TRAFFICWAY,KANSAS CITY,MO,64117,Match,Exact,4300 NE Chouteau Trfy,KANSAS CITY,MO,64117,-94.533134,39.17069,89785808,L
8,MILL STREET and WESTPORT ROAD,KANSAS CITY,MO,64111,Match,Exact,Mill St & Westport Rd,KANSAS CITY,MO,64111,-94.59226,39.05247,"",""
800,10700 STATE LINE ROAD,KANSAS CITY,MO,64114,No_Match,,,,,,,,,
9,100 ARROWHEAD DR,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
801,1100 E 117 STREET,KANSAS CITY,MO,64131,Match,Exact,1100 E 117 St,KANSAS CITY,MO,64131,-94.57951,38.914597,91507540,R
802,13000 STATE LINE ROAD,KANSAS CITY,MO,64145,No_Match,,,,,,,,,
803,1400 VAN BRUNT BOULEVARD,KANSAS CITY,MO,64127,Match,Exact,1400 Van Brunt Blvd,KANSAS CITY,MO,64127,-94.523315,39.09548,91529437,R
804,1500 CITADEL DR,KANSAS CITY,MO,64110,Match,Exact,1500 Citadel Dr,KANSAS CITY,MO,64110,-94.56849,39.01642,624765997,L
805,1500 CITADEL DR,KANSAS CITY,MO,64130,Match,Non_Exact,1500 Citadel Dr,KANSAS CITY,MO,64110,-94.56849,39.01642,624765997,L
806,1700 E TRUMAN ROAD,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
807,1700 INDEPENDENCE AVENUE,KANSAS CITY,MO,64123,Match,Non_Exact,1700 Independence Ave,KANSAS CITY,MO,64106,-94.560745,39.10668,91448817,L
808,200 E ARMOUR BOULEVARD,KANSAS CITY,MO,64109,Match,Non_Exact,200 E Armour Blvd,KANSAS CITY,MO,64111,-94.583275,39.063713,91447438,L
809,2400 GILLHAM STREET,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
1000,E 26 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 26th St & Prospect Ave,KANSAS CITY,MO,64127,-94.5524,39.078907,"",""
810,2700 BALES AVENUE,KANSAS CITY,MO,64127,Match,Non_Exact,2700 Bales Ave,KANSAS CITY,MO,64128,-94.542145,39.07665,91450232,R
811,2800 E 12 STREET,KANSAS CITY,MO,64126,Match,Non_Exact,2800 E 12 St,KANSAS CITY,MO,64127,-94.549194,39.09879,91449355,L
812,3100 POPLAR AVENUE,KANSAS CITY,MO,64127,Match,Non_Exact,3100 Poplar Ave,KANSAS CITY,MO,64128,-94.52679,39.068954,91451556,R
813,3400 BELLEFONTAINE AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,3400 Bellefontaine Ave,KANSAS CITY,MO,64128,-94.54743,39.064175,91452062,R
814,3500 BENTON BOULEVARD,KANSAS CITY,MO,64127,Match,Non_Exact,3500 Benton Blvd,KANSAS CITY,MO,64128,-94.54637,39.062325,91452119,R
815,3600 CLEVELAND AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,3600 Cleveland Ave,KANSAS CITY,MO,64128,-94.5395,39.06035,91452864,R
816,3700 E GREGORY BOULEVARD,KANSAS CITY,MO,64131,Match,Non_Exact,3700 E Gregory Blvd,KANSAS CITY,MO,64132,-94.54364,38.998062,91456989,L
817,4100 BELLEFONTAINE AVENUE,KANSAS CITY,MO,64128,Match,Non_Exact,4100 Bellefontaine Ave,KANSAS CITY,MO,64130,-94.54812,39.051537,91452218,R
818,4400 N WINN ROAD,KANSAS CITY,MO,64118,No_Match,,,,,,,,,
819,4600 WARWICK BOULEVARD,KANSAS CITY,MO,64111,Match,Non_Exact,4600 Warwick Blvd,KANSAS CITY,MO,64112,-94.58317,39.04323,91519226,R
820,5500 PARK AVENUE,KANSAS CITY,MO,64131,Match,Non_Exact,5500 Park Ave,KANSAS CITY,MO,64130,-94.5587,39.026573,91452540,R
821,5500 WOODLAND AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,5500 Woodland Ave,KANSAS CITY,MO,64110,-94.564514,39.02677,91452475,R
822,600 E LINWOOD BOULEVARD,KANSAS CITY,MO,64111,Match,Non_Exact,600 E Linwood Blvd,KANSAS CITY,MO,64109,-94.57774,39.068924,91446367,L
823,6400 PASEO,KANSAS CITY,MO,64130,Tie,,,,,,,,,
824,700 PASEO,KANSAS CITY,MO,64108,Match,Non_Exact,700 The Paseo,KANSAS CITY,MO,64106,-94.56371,39.10522,91448804,R
825,7100 NW BARRY ROAD,KANSAS CITY,MO,64154,Match,Non_Exact,7100 NW Barry Rd,KANSAS CITY,MO,64153,-94.661896,39.246918,624516748,R
826,7100 NW CHAPEL WOODS CI,KANSAS CITY,MO,64152,Match,Non_Exact,7100 NW Chapel Woods Ln,KANSAS CITY,MO,64152,-94.66331,39.222782,39706685,L
827,7400 E 118 TERRACE,KANSAS CITY,MO,64134,Match,Exact,7400 E 118 Ter,KANSAS CITY,MO,64134,-94.50567,38.908806,91477502,L
828,7600 E 112 TERRACE,KANSAS CITY,MO,64134,Match,Exact,7600 E 112 Ter,KANSAS CITY,MO,64134,-94.50202,38.92124,91466256,L
829,7700 E 107 STREET,KANSAS CITY,MO,64134,Match,Exact,7700 E 107 St,KANSAS CITY,MO,64134,-94.50036,38.930256,91466170,L
830,8000 E 118 TERRACE,KANSAS CITY,MO,64134,Match,Exact,8000 E 118 Ter,KANSAS CITY,MO,64134,-94.49889,38.908016,91477689,L
831,8000 PASEO,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
832,8500 HOLMES ROAD,KANSAS CITY,MO,64114,Match,Non_Exact,8500 Holmes Rd,KANSAS CITY,MO,64131,-94.5812,38.9737,91455226,R
833,8500 N EVANSTON AVENUE,KANSAS CITY,MO,64158,Match,Non_Exact,8500 Evanston Ave,KANSAS CITY,MO,64138,-94.46932,38.969185,91465656,R
834,8600 E 61 TERRACE,KANSAS CITY,MO,64130,Match,Non_Exact,8600 E 61 Ter,KANSAS CITY,MO,64129,-94.48751,39.012817,91539737,L
835,8600 E 62 STREET,KANSAS CITY,MO,64133,Match,Non_Exact,8600 E 62 St,KANSAS CITY,MO,64129,-94.48731,39.01258,91526636,L
836,8800 BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64134,Match,Non_Exact,8800 Blue Ridge Blvd,KANSAS CITY,MO,64138,-94.498695,38.963936,91464826,R
837,8800 E US HIGHWAY 40,KANSAS CITY,MO,64129,Match,Exact,8800 US Hwy 40,KANSAS CITY,MO,64129,-94.47963,39.062843,91460426,L
838,9200 BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64134,Match,Non_Exact,9200 Blue Ridge Blvd,KANSAS CITY,MO,64138,-94.50317,38.95765,91465718,R
839,9700 HOLMES ROAD,KANSAS CITY,MO,64114,Match,Non_Exact,9700 Holmes Rd,KANSAS CITY,MO,64131,-94.58219,38.95181,91494112,R
840,BELLAIRE AVENUE and STREET JOHN AVENUE,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
841,BENTON BOULEVARD and STREET JOHN AVENUE,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
600,8300 N BOOTH AVENUE,KANSAS CITY,MO,64158,Match,Non_Exact,8300 Booth Ave,KANSAS CITY,MO,64138,-94.488335,38.97343,91465332,R
842,BLUE RIDGE COURT and I 70 HIGHWAY,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
601,8500 E 108 TERRACE,KANSAS CITY,MO,64134,Match,Exact,8500 E 108 Ter,KANSAS CITY,MO,64134,-94.49224,38.926785,91491743,L
843,BLUE RIDGE COURT and RAYTOWN ROAD,KANSAS CITY,MO,64129,Match,Non_Exact,Blue Ridge Cutoff & Raytown Rd,KANSAS CITY,MO,64133,-94.47635,39.03681,"",""
602,8500 E 110 TERRACE,KANSAS CITY,MO,64134,Match,Exact,8500 E 110 Ter,KANSAS CITY,MO,64134,-94.4937,38.92289,91466309,L
844,BROADWAY BOULEVARD and SOUTHWEST BOULEVARD,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
603,8600 E 61 TERRACE,KANSAS CITY,MO,64133,Match,Non_Exact,8600 E 61 Ter,KANSAS CITY,MO,64129,-94.48751,39.012817,91539737,L
845,E 23 STREET and CYPRESS AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 23 St & Cypress Ave,KANSAS CITY,MO,64127,-94.5306,39.08363,"",""
604,8700 E US HIGHWAY 40,KANSAS CITY,MO,64129,Match,Exact,8700 US Hwy 40,KANSAS CITY,MO,64129,-94.481895,39.06333,91460402,L
846,E 24 STREET and INDIANA AVENUE,KANSAS CITY,MO,64127,Tie,,,,,,,,,
605,8900 CAMBRIDGE AVENUE,KANSAS CITY,MO,64134,Match,Non_Exact,8900 Cambridge Ave,KANSAS CITY,MO,64138,-94.50849,38.96572,91507701,R
847,E 27 STREET and BROOKLYN AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 27 St & Brooklyn Ave,KANSAS CITY,MO,64127,-94.5571,39.077255,"",""
606,9000 E 22 TERRACE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
848,E 37 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,Tie,,,,,,,,,
607,BROOKLYN AVE and E GREGORY BLVD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
849,E 39 STREET and BRUCE R WATKINS DR,KANSAS CITY,MO,64109,No_Match,,,,,,,,,
608,CLEVELAND AVENUE and E GREGORY BOULEVARD,KANSAS CITY,MO,64132,Match,Exact,Cleveland Ave & E Gregory Blvd,KANSAS CITY,MO,64132,-94.54288,38.998306,"",""
609,E 10 STREET and GRAND BOULEVARD,KANSAS CITY,MO,64106,Match,Exact,E 10th St & Grand Blvd,KANSAS CITY,MO,64106,-94.5808,39.102264,"",""
850,E 39 STREET and INDIANA AVENUE,KANSAS CITY,MO,64128,Match,Exact,E 39th St & Indiana Ave,KANSAS CITY,MO,64128,-94.54437,39.055122,"",""
851,E 39 STREET and PASEO,KANSAS CITY,MO,64110,Match,Non_Exact,E 39 St & The Paseo,KANSAS CITY,MO,64109,-94.56749,39.055916,"",""
610,E 12 STREET and OAK STREET,KANSAS CITY,MO,64106,Match,Exact,E 12th St & Oak St,KANSAS CITY,MO,64106,-94.57854,39.099766,"",""
852,E 39 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
611,E 13 STREET and MAIN STREET,KANSAS CITY,MO,64106,Match,Non_Exact,E 13th St & Main St,KANSAS CITY,MO,64106,-94.58326,39.0986,"",""
853,E 42 STREET and CHARLOTTE STREET,KANSAS CITY,MO,64110,Match,Exact,E 42 St & Charlotte St,KANSAS CITY,MO,64110,-94.57594,39.05083,"",""
612,E 16 STREET and ELMWOOD AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 16 St & Elmwood Ave,KANSAS CITY,MO,64127,-94.528946,39.092495,"",""
854,E 44 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 44th St & Prospect Ave,KANSAS CITY,MO,64130,-94.55406,39.046417,"",""
613,E 18 STREET and WOODLAND AVENUE,KANSAS CITY,MO,64127,Match,Non_Exact,E 18 St & Woodland Ave,KANSAS CITY,MO,64127,-94.56103,39.09114,"",""
855,E 46 STREET and PASEO,KANSAS CITY,MO,64110,Match,Exact,E 46 St & The Paseo,KANSAS CITY,MO,64110,-94.5682,39.04338,"",""
614,E 24 STREET and CHELSEA AVENUE,KANSAS CITY,MO,64127,Tie,,,,,,,,,
856,E 54 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 54th St & Prospect Ave,KANSAS CITY,MO,64130,-94.55505,39.028336,"",""
615,E 27 STREET and MONTGALL AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 27th St & Montgall Ave,KANSAS CITY,MO,64127,-94.55128,39.07705,"",""
857,E 58 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 58th St & Prospect Ave,KANSAS CITY,MO,64130,-94.55554,39.021114,"",""
616,E 31 STREET and VAN BRUNT BOULEVARD,KANSAS CITY,MO,64129,Tie,,,,,,,,,
858,E 58 STREET and SWOPE PK,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
617,E 43 STREET and COLLEGE AVENUE,KANSAS CITY,MO,64130,Match,Exact,E 43rd St & College Ave,KANSAS CITY,MO,64130,-94.54591,39.047924,"",""
859,E 75 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
618,E 56 STREET and VIRGINIA AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 56th St & Virginia Ave,KANSAS CITY,MO,64110,-94.57041,39.025257,"",""
619,E 58 STREET and TRACY AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 58th St & Tracy Ave,KANSAS CITY,MO,64110,-94.571785,39.02169,"",""
860,E 80 STREET and PASEO,KANSAS CITY,MO,64131,Match,Non_Exact,E 80 St & Paseo St,KANSAS CITY,MO,64131,-94.56691,38.982815,"",""
861,E 82 STREET and TROOST AVENUE,KANSAS CITY,MO,64131,Tie,,,,,,,,,
620,E 63 STREET and SWOPE PK,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
862,E 85 STREET and HICKMAN MILLS DR,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
621,E 85 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64132,Match,Exact,E 85th St & Prospect Ave,KANSAS CITY,MO,64132,-94.558174,38.972664,"",""
863,E 99 STREET and BLUE RIDGE BOULEVARD,KANSAS CITY,MO,64134,Match,Exact,E 99th St & Blue Ridge Blvd,KANSAS CITY,MO,64134,-94.50827,38.94516,"",""
622,E ARMOUR BOULEVARD and MAIN STREET,KANSAS CITY,MO,64111,Match,Exact,E Armour Blvd & Main St,KANSAS CITY,MO,64111,-94.58568,39.06379,"",""
864,E ARMOUR BOULEVARD and CAMPBELL STREET,KANSAS CITY,MO,64109,Match,Exact,E Armour Blvd & Campbell St,KANSAS CITY,MO,64109,-94.574036,39.063335,"",""
623,E FRONT STREET and I 435 HIGHWAY,KANSAS CITY,MO,64120,No_Match,,,,,,,,,
865,E BANNISTER ROAD and JAMES A REED ROAD,KANSAS CITY,MO,64134,Match,Exact,E Bannister Rd & James A Reed Rd,KANSAS CITY,MO,64134,-94.49405,38.951763,"",""
624,E MEYER BOULEVARD and PROSPECT AVENUE,KANSAS CITY,MO,64132,Tie,,,,,,,,,
866,E GREGORY BOULEVARD and OLIVE STREET,KANSAS CITY,MO,64132,Match,Exact,E Gregory Blvd & Olive St,KANSAS CITY,MO,64132,-94.559204,38.998135,"",""
625,E RED BRIDGE ROAD and US HIGHWAY 71,KANSAS CITY,MO,64134,Tie,,,,,,,,,
867,ELMWOOD AVENUE and INDEPENDENCE AVENUE,KANSAS CITY,MO,64124,Tie,,,,,,,,,
626,EMANUEL CLEAVER II BOULEVARD and PROSPECT AVENUE,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
868,HARDESTY AVENUE and SMART AVENUE,KANSAS CITY,MO,64123,Match,Non_Exact,Hardesty Ave & Smart Ave,KANSAS CITY,MO,64124,-94.518906,39.10885,"",""
627,GILLHAM ROAD and E LINWOOD BOULEVARD,KANSAS CITY,MO,64109,Match,Exact,Gillham Rd & E Linwood Blvd,KANSAS CITY,MO,64109,-94.579025,39.068584,"",""
869,I 29 HIGHWAY and N OAK TRAFFICWAY,KANSAS CITY,MO,64116,No_Match,,,,,,,,,
628,GLADSTONE AVENUE and INDEPENDENCE AVENUE,KANSAS CITY,MO,64124,Match,Exact,Gladstone Ave & Independence Ave,KANSAS CITY,MO,64124,-94.545944,39.10615,"",""
629,I 435 HIGHWAY and I 70 E TO I 435 S RA,KANSAS CITY,MO,64129,No_Match,,,,,,,,,
870,I 435 HIGHWAY and WINNER ROAD,KANSAS CITY,MO,64125,No_Match,,,,,,,,,
871,I 70 HIGHWAY and JACKSON AVENUE,KANSAS CITY,MO,64128,No_Match,,,,,,,,,
630,INDEPENDENCE AVENUE and WOODLAND AVENUE,KANSAS CITY,MO,64123,Tie,,,,,,,,,
872,INDEPENDENCE AVENUE and WOODLAND AVENUE,KANSAS CITY,MO,64124,Tie,,,,,,,,,
631,MAIN STREET and PETTICOAT LN,KANSAS CITY,MO,64106,No_Match,,,,,,,,,
873,MAIN STREET and W PERSHING ROAD,KANSAS CITY,MO,64108,Match,Exact,Main St & W Pershing Rd,KANSAS CITY,MO,64108,-94.584114,39.084026,"",""
632,MILL STREET and WORNALL ROAD,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
874,N ANTIOCH ROAD and NE VIVION ROAD,KANSAS CITY,MO,64119,Match,Exact,N Antioch Rd & NE Vivion Rd,KANSAS CITY,MO,64119,-94.54884,39.186237,"",""
633,N CORRINGTON AVENUE and NE PARVIN ROAD,KANSAS CITY,MO,64117,Match,Exact,N Corrington Ave & NE Parvin Rd,KANSAS CITY,MO,64117,-94.496284,39.168648,"",""
875,OAK STREET and VOLKER BOULEVARD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
634,NW KLAMM DR and NW PRAIRIE VIEW ROAD,KANSAS CITY,MO,64151,Match,Exact,NW Klamm Dr & NW Prairie View Rd,KANSAS CITY,MO,64151,-94.64542,39.217533,"",""
876,TERRACE STREET and WESTPORT ROAD,KANSAS CITY,MO,64111,Match,Exact,Terrace St & Westport Rd,KANSAS CITY,MO,64111,-94.603195,39.050068,"",""
635,OAKWOOD ROAD and OLDHAM ROAD,KANSAS CITY,MO,64130,No_Match,,,,,,,,,
877,W 10 STREET and BALTIMORE AVENUE,KANSAS CITY,MO,64105,Match,Exact,W 10th St & Baltimore Ave,KANSAS CITY,MO,64105,-94.58421,39.10225,"",""
636,W 31 STREET and SOUTHWEST TRAFFICWAY,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
878,W 10 STREET and WYANDOTTE STREET,KANSAS CITY,MO,64105,Match,Exact,W 10 St & Wyandotte St,KANSAS CITY,MO,64105,-94.585464,39.1023,"",""
637,100 ARROWHEAD DR,KANSAS CITY,MO,"",No_Match,,,,,,,,,
879,W 14 STREET and BALTIMORE AVENUE,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
638,100 NW 112 TERRACE,KANSAS CITY,MO,64155,Match,Exact,100 NW 112 Ter,KANSAS CITY,MO,64155,-94.58136,39.29745,89779248,L
639,100 VAN BRUNT BOULEVARD,KANSAS CITY,MO,64123,Match,Exact,100 Van Brunt Blvd,KANSAS CITY,MO,64123,-94.52569,39.11261,91450691,R
880,W 39 STREET and WASHINGTON STREET,KANSAS CITY,MO,64111,Match,Exact,W 39 St & Washington St,KANSAS CITY,MO,64111,-94.5915,39.056767,"",""
881,100 E 135 STREET,KANSAS CITY,MO,64145,Match,Exact,100 E 135th St,KANSAS CITY,MO,64145,-94.59453,38.88287,91476242,L
640,100 WARD PK N,KANSAS CITY,MO,64112,No_Match,,,,,,,,,
882,100 E 39 STREET,KANSAS CITY,MO,64111,Match,Exact,100 E 39 St,KANSAS CITY,MO,64111,-94.58486,39.056545,91447472,L
641,1000 W 101 TERRACE,KANSAS CITY,MO,64114,Match,Exact,1000 W 101 Ter,KANSAS CITY,MO,64114,-94.60346,38.94506,91483722,R
883,100 E 52 STREET,KANSAS CITY,MO,64112,Match,Exact,100 E 52 St,KANSAS CITY,MO,64112,-94.58628,39.03264,91527089,L
400,6200 STREET JOHN AVENUE,KANSAS CITY,MO,64124,No_Match,,,,,,,,,
642,10900 MCKINLEY STREET,KANSAS CITY,MO,64134,Match,Non_Exact,10900 Mc Kinley Ave,KANSAS CITY,MO,64134,-94.48897,38.925606,91521665,R
884,100 MEMORIAL DR,KANSAS CITY,MO,64108,Match,Exact,100 Memorial Dr,KANSAS CITY,MO,64108,-94.58598,39.077126,91522698,R
401,6300 E 102 TERRACE,KANSAS CITY,MO,64134,Match,Exact,6300 E 102 Ter,KANSAS CITY,MO,64134,-94.516136,38.93917,91465767,L
643,11600 E US HIGHWAY 40,KANSAS CITY,MO,64132,No_Match,,,,,,,,,
885,100 NW 94 STREET,KANSAS CITY,MO,64155,No_Match,,,,,,,,,
402,6900 E 113 TERRACE,KANSAS CITY,MO,64134,Match,Exact,6900 E 113 Ter,KANSAS CITY,MO,64134,-94.510796,38.917877,91466093,L
644,1600 BROADWAY BOULEVARD,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
886,100 ROYAL WAY,KANSAS CITY,MO,"",No_Match,,,,,,,,,
403,7900 N ANITA DR,KANSAS CITY,MO,64151,Match,Non_Exact,7900 N Anita Ave,KANSAS CITY,MO,64151,-94.632835,39.237175,39693376,L
645,2200 E TRUMAN ROAD,KANSAS CITY,MO,64108,No_Match,,,,,,,,,
887,100 W 51 STREET,KANSAS CITY,MO,64112,Match,Exact,100 W 51 St,KANSAS CITY,MO,64112,-94.588524,39.03497,91448095,R
404,ARCHIBALD AVENUE and BROADWAY,KANSAS CITY,MO,64111,Match,Non_Exact,Archibald Ave & Broadway St,KANSAS CITY,MO,64111,-94.58986,39.05243,"",""
646,2400 GILLHAM STREET,KANSAS CITY,MO,64111,No_Match,,,,,,,,,
888,100 W 53 TERRACE,KANSAS CITY,MO,64112,Match,Exact,100 W 53 Ter,KANSAS CITY,MO,64112,-94.58888,39.030125,91448130,R
405,ARCHIBALD AVENUE and CENTRAL STREET,KANSAS CITY,MO,64111,Tie,,,,,,,,,
647,3100 GILLHAM PL,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
889,100 W PERSHING ROAD,KANSAS CITY,MO,64111,Match,Non_Exact,100 W Pershing Rd,KANSAS CITY,MO,64108,-94.58882,39.083385,91528138,R
406,BENTON BOULEVARD and E TRUMAN ROAD,KANSAS CITY,MO,64127,Match,Exact,Benton Blvd & E Truman Rd,KANSAS CITY,MO,64127,-94.54448,39.0944,"",""
648,3200 INDIANA AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,3200 Indiana Ave,KANSAS CITY,MO,64128,-94.54375,39.067646,91450293,R
407,BENTON BOULEVARD and LOCKRIDGE STREET,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
649,3600 WABASH AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,3600 Wabash Ave,KANSAS CITY,MO,64109,-94.554474,39.060787,91451841,R
408,BLUE PK and HARDESTY AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,Blue Pkwy & Hardesty Ave,KANSAS CITY,MO,64130,-94.521736,39.034595,"",""
409,BROADWAY and LAWRENCE STREET,KANSAS CITY,MO,64111,Match,Non_Exact,Broadway St & Lawrence St,KANSAS CITY,MO,64111,-94.58954,39.05202,"",""
890,11600 E US HIGHWAY 40 E,INDEPENDENCE,MO,64129,No_Match,,,,,,,,,
891,11600 N US HIGHWAY 169,KANSAS CITY,MO,64154,Match,Non_Exact,11600 US Hwy 169,KANSAS CITY,MO,64165,-94.5848,39.303886,89753800,L
650,3800 BELLEFONTAINE AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,3800 Bellefontaine Ave,KANSAS CITY,MO,64128,-94.54782,39.056934,91452103,R
892,11700 N AMBASSADOR DR,KANSAS CITY,MO,64154,Match,Non_Exact,11700 N Ambassador Dr,KANSAS CITY,MO,64153,-94.68205,39.305767,39692122,L
651,3800 BROADWAY BOULEVARD,KANSAS CITY,MO,64110,No_Match,,,,,,,,,
893,11900 WORNALL ROAD,KANSAS CITY,MO,64114,Match,Non_Exact,11900 Wornall Rd,KANSAS CITY,MO,64145,-94.59358,38.912716,91455954,R
410,BROOKLYN AVENUE and E LINWOOD BOULEVARD,KANSAS CITY,MO,64109,Match,Exact,Brooklyn Ave & E Linwood Blvd,KANSAS CITY,MO,64109,-94.55755,39.06821,"",""
652,3900 BROADWAY BOULEVARD,KANSAS CITY,MO,64112,No_Match,,,,,,,,,
894,1300 WALNUT STREET,KANSAS CITY,MO,64111,Tie,,,,,,,,,
411,E 114 STREET and RUSKIN WAY,KANSAS CITY,MO,64134,Match,Exact,E 114 St & Ruskin Way,KANSAS CITY,MO,64134,-94.50308,38.919975,"",""
653,400 HARDESTY AVENUE,KANSAS CITY,MO,64123,Match,Non_Exact,400 Hardesty Ave,KANSAS CITY,MO,64124,-94.51893,39.108757,635640533,R
895,1400 GRAND BOULEVARD,KANSAS CITY,MO,64108,Match,Exact,1400 Grand Blvd,KANSAS CITY,MO,64108,-94.58106,39.09712,91529029,R
412,E 12 STREET and HARDESTY AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 12 St & Hardesty Ave,KANSAS CITY,MO,64127,-94.51917,39.097744,"",""
654,400 NW BARRY ROAD,KANSAS CITY,MO,64118,Match,Non_Exact,400 NW Barry Rd,KANSAS CITY,MO,64155,-94.58529,39.24647,89793890,R
896,1400 NE PARVIN ROAD,KANSAS CITY,MO,64117,No_Match,,,,,,,,,
413,E 12 STREET and JACKSON AVENUE,KANSAS CITY,MO,64127,Match,Exact,E 12 St & Jackson Ave,KANSAS CITY,MO,64127,-94.533005,39.098186,"",""
655,4200 N CORRINGTON AVENUE,KANSAS CITY,MO,64119,No_Match,,,,,,,,,
897,14500 E US HIGHWAY 40,KANSAS CITY,MO,64136,Match,Exact,14500 US Hwy 40,KANSAS CITY,MO,64136,-94.40978,39.035416,91505694,L
414,E 24 STREET and VAN BRUNT BOULEVARD,KANSAS CITY,MO,64127,Match,Exact,E 24 St & Van Brunt Blvd,KANSAS CITY,MO,64127,-94.52115,39.081493,"",""
656,4400 E 39 STREET,KANSAS CITY,MO,64130,Match,Non_Exact,4400 E 39 St,KANSAS CITY,MO,64128,-94.532814,39.054775,91452948,L
898,14500 S US HIGHWAY 71,KANSAS CITY,MO,64134,Match,Non_Exact,14500 US Hwy 71,KANSAS CITY,MO,64147,-94.52718,38.862553,91524016,R
415,E 28 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64127,Tie,,,,,,,,,
657,4400 WORNALL ROAD,KANSAS CITY,MO,64114,Match,Non_Exact,4400 Wornall Rd,KANSAS CITY,MO,64111,-94.59016,39.046513,624951881,R
899,14500 S US HIGHWAY 71,KANSAS CITY,MO,64147,Match,Exact,14500 US Hwy 71,KANSAS CITY,MO,64147,-94.52718,38.86255,91524016,R
416,E 39 STREET and INDIANA AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,E 39 St & Indiana Ave,KANSAS CITY,MO,64128,-94.54437,39.055122,"",""
658,4700 E BANNISTER ROAD,KANSAS CITY,MO,64134,No_Match,,,,,,,,,
417,E 40 STREET and MAIN STREET,KANSAS CITY,MO,64111,Match,Exact,E 40th St & Main St,KANSAS CITY,MO,64111,-94.58624,39.05417,"",""
659,4800 NE WINN ROAD,KANSAS CITY,MO,64117,Match,Non_Exact,4800 NE Winn Rd,KANSAS CITY,MO,64119,-94.52653,39.18112,89768455,L
418,E 42 STREET and FLORA AVENUE,KANSAS CITY,MO,64110,Match,Exact,E 42 St & Flora Ave,KANSAS CITY,MO,64110,-94.56665,39.050507,"",""
419,E 43 STREET and PROSPECT AVENUE,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
